Date,Gold_Price_USD
2005-09-07,427.56528804997714
2005-09-08,433.86560827148935
2005-09-09,432.8041264137837
2005-09-12,444.66369163750176
2005-09-13,447.5347399017716
2005-09-14,443.78816900909595
2005-09-15,439.12443243369654
2005-09-16,441.3309115752691
2005-09-19,440.43296741007407
2005-09-20,443.66574756700845
2005-09-21,445.8540739613544
2005-09-22,445.61853410204424
2005-09-23,441.93418805554
2005-09-26,435.32794711045375
2005-09-27,433.4712083255012
2005-09-28,437.27014476900524
2005-09-29,438.2937668228585
2005-09-30,432.9214301582332
2005-10-03,433.75775178522105
2005-10-04,435.5158473391276
2005-10-05,431.7536113060542
2005-10-06,432.5036757247193
2005-10-07,432.84193130673543
2005-10-10,427.98124498160433
2005-10-11,429.59810402980605
2005-10-12,432.0931433435824
2005-10-13,436.8593521329089
2005-10-14,441.5503568206185
2005-10-17,435.5555628819597
2005-10-18,431.5579248630858
2005-10-19,433.86691195953716
2005-10-20,436.1828325812338
2005-10-21,438.51661873502394
2005-10-24,455.49918992052955
2005-10-25,458.19069141005417
2005-10-26,463.4853856064947
2005-10-27,467.99974143583523
2005-10-28,471.1418507559692
2005-10-31,469.75071377205745
2005-11-01,473.40992724538927
2005-11-02,469.845977944962
2005-11-03,468.82726444175773
2005-11-04,466.64551325076144
2005-11-07,467.1209043513705
2005-11-08,478.02658256153245
2005-11-09,469.1961638905374
2005-11-10,472.50990961086063
2005-11-11,464.98416928754455
2005-11-14,462.8827576556578
2005-11-15,468.0158987599392
2005-11-16,468.41034264878385
2005-11-17,463.4557567101356
2005-11-18,460.2333316429511
2005-11-21,463.4531136709722
2005-11-22,460.1608973977995
2005-11-23,461.2489873655941
2005-11-24,461.5514368131474
2005-11-25,458.6362763338559
2005-11-28,468.56090892708414
2005-11-29,471.62491784170453
2005-11-30,462.1681657647716
2005-12-01,463.12233188448363
2005-12-02,460.15007544312925
2005-12-05,464.1645780913851
2005-12-06,460.57881046517053
2005-12-07,460.14247448998526
2005-12-08,462.55816394624355
2005-12-09,466.65529690945533
2005-12-12,461.14738120669756
2005-12-13,459.69706699375433
2005-12-14,457.6056967419218
2005-12-15,454.70754609453263
2005-12-16,462.82614125715554
2005-12-19,464.7930677110447
2005-12-20,459.02552511295676
2005-12-21,463.3305508402595
2005-12-22,473.2558149477369
2005-12-23,478.2366679936
2005-12-26,471.06613102752476
2005-12-27,468.8792815415622
2005-12-28,474.91334129194667
2005-12-29,471.647507255732
2005-12-30,473.83510002675143
2006-01-02,477.60035508866497
2006-01-03,473.2688519360008
2006-01-04,473.0817907371435
2006-01-05,457.84256152031395
2006-01-06,453.2440474156356
2006-01-09,452.1899461132615
2006-01-10,446.638034004347
2006-01-11,454.01833136589283
2006-01-12,447.61603101177593
2006-01-13,445.73584455193907
2006-01-16,446.4077493371876
2006-01-17,452.93098653857317
2006-01-18,446.5181081292099
2006-01-19,451.80114853140276
2006-01-20,451.93774184832546
2006-01-23,447.59232136310305
2006-01-24,449.7501794949302
2006-01-25,450.73540086897293
2006-01-26,448.12015800180177
2006-01-27,448.5225792469479
2006-01-30,446.8840652799637
2006-01-31,447.4807330202763
2006-02-01,450.53313636277926
2006-02-02,457.7687742950725
2006-02-03,452.1939952129174
2006-02-06,461.92988284804306
2006-02-07,453.0049919391874
2006-02-08,452.4079988800444
2006-02-09,455.1600745807442
2006-02-10,456.5300693904089
2006-02-13,453.7785648543563
2006-02-14,452.92490640651334
2006-02-15,450.7825673659079
2006-02-16,448.2159702968781
2006-02-17,452.1136657737629
2006-02-20,453.81820430789423
2006-02-21,450.7644180660668
2006-02-22,454.90964709309975
2006-02-23,456.3985641884569
2006-02-24,460.1997349405074
2006-02-27,463.18932514913695
2006-02-28,459.4421466175568
2006-03-01,456.96032725085473
2006-03-02,460.4665546198009
2006-03-03,463.3691988623901
2006-03-06,463.3650211536614
2006-03-07,464.0013482123799
2006-03-08,470.022530824117
2006-03-09,467.33601651684427
2006-03-10,469.9862668277757
2006-03-13,469.1299863821671
2006-03-14,468.2026045803871
2006-03-15,473.44074694083355
2006-03-16,477.4432924182424
2006-03-17,481.42282826698715
2006-03-20,487.803985828469
2006-03-21,488.00400420229636
2006-03-22,491.42956280983276
2006-03-23,490.00310615692325
2006-03-24,491.6895319744636
2006-03-27,491.1479701059408
2006-03-28,491.7225934131083
2006-03-29,494.74745949214963
2006-03-30,490.79828294071115
2006-03-31,501.16584341883345
2006-04-03,496.2242610925842
2006-04-04,490.29840747272647
2006-04-05,496.0746663237603
2006-04-06,500.1011193245114
2006-04-07,503.3223697393802
2006-04-10,506.58563772070795
2006-04-11,506.6249144559253
2006-04-12,502.18052524682435
2006-04-13,502.66163708037203
2006-04-14,499.35833726301985
2006-04-17,504.32755061759093
2006-04-18,503.68676523758234
2006-04-19,499.6295824629787
2006-04-20,498.12376964072536
2006-04-21,500.28030412072354
2006-04-24,497.56015727437676
2006-04-25,493.5686282125093
2006-04-26,494.8701055650417
2006-04-27,496.18134591519953
2006-04-28,493.7652247138008
2006-05-01,491.5381544105192
2006-05-02,492.7770760207998
2006-05-03,485.7398037596584
2006-05-04,479.00033994476536
2006-05-05,475.6547897506416
2006-05-08,474.734649107888
2006-05-09,476.30558197830106
2006-05-10,483.42804711009126
2006-05-11,487.6708998868105
2006-05-12,486.98846039844943
2006-05-15,486.9932513524377
2006-05-16,482.2083996540956
2006-05-17,482.2155694372317
2006-05-18,480.92005565172065
2006-05-19,482.5682579428274
2006-05-22,478.6728176409515
2006-05-23,481.25452279751795
2006-05-24,488.7271490435799
2006-05-25,488.2933541005399
2006-05-26,490.35254441301197
2006-05-29,493.8347535453636
2006-05-30,491.9521543675617
2006-05-31,493.1529725904773
2006-06-01,493.31370298377135
2006-06-02,493.8942153030494
2006-06-05,490.17514353992124
2006-06-06,490.39332135048494
2006-06-07,492.9335503754623
2006-06-08,500.185310792488
2006-06-09,505.08347961744244
2006-06-12,516.0598651922776
2006-06-13,512.2031043667197
2006-06-14,516.7735983689079
2006-06-15,517.8244161689574
2006-06-16,529.2673153063763
2006-06-19,525.0951101348709
2006-06-20,520.7907908248721
2006-06-21,517.7733672846831
2006-06-22,506.87995554876574
2006-06-23,504.3163847196846
2006-06-26,500.5888176026546
2006-06-27,501.44178984364424
2006-06-28,503.2557854834476
2006-06-29,512.7983749344517
2006-06-30,517.7746926066462
2006-07-03,514.891186415425
2006-07-04,510.36830669247223
2006-07-05,512.980979899724
2006-07-06,506.311030853368
2006-07-07,515.6851708165902
2006-07-10,521.8705056519746
2006-07-11,519.5263904050702
2006-07-12,510.73010970138245
2006-07-13,517.7468895851144
2006-07-14,517.2574124769004
2006-07-17,523.7635605859267
2006-07-18,515.5172822213757
2006-07-19,512.5305038491749
2006-07-20,512.6598855105308
2006-07-21,513.0032681458393
2006-07-24,510.797018221984
2006-07-25,514.080676508057
2006-07-26,508.69506231745027
2006-07-27,508.0725239198574
2006-07-28,508.78532747684534
2006-07-31,511.50447384887457
2006-08-01,515.2467166816432
2006-08-02,509.55508457236516
2006-08-03,501.83983882915106
2006-08-04,508.3520981006897
2006-08-07,510.1430937724907
2006-08-08,506.426770017185
2006-08-09,514.3835042188848
2006-08-10,515.0813921570965
2006-08-11,521.2587487888733
2006-08-14,521.7149465300306
2006-08-15,532.5705194537534
2006-08-16,542.0254614004277
2006-08-17,540.7844174181924
2006-08-18,546.1466786085989
2006-08-21,549.7806072575187
2006-08-22,557.4150342670896
2006-08-23,552.1478888354992
2006-08-24,556.0463370659728
2006-08-25,562.0428769231224
2006-08-28,552.2704154914317
2006-08-29,545.8460828702929
2006-08-30,534.8241831239329
2006-08-31,533.4902950589595
2006-09-01,537.4250114155899
2006-09-04,545.606538976603
2006-09-05,546.119926251409
2006-09-06,555.1233442530522
2006-09-07,547.5731035529752
2006-09-08,538.3553540851325
2006-09-11,538.1639811448684
2006-09-12,540.3385158513111
2006-09-13,540.2699212378683
2006-09-14,529.2082074165919
2006-09-15,528.8424184945206
2006-09-18,522.0495989232263
2006-09-19,525.6500316982771
2006-09-20,527.6821855014301
2006-09-21,522.828143740952
2006-09-22,520.2460685044899
2006-09-25,514.8396010134957
2006-09-26,514.6198721193782
2006-09-27,519.6381482821237
2006-09-28,514.6198673374674
2006-09-29,517.316714820412
2006-10-02,514.6770668719269
2006-10-03,510.699267648189
2006-10-04,510.25480423726947
2006-10-05,505.07448151247456
2006-10-06,502.37915505039734
2006-10-09,496.46174204608405
2006-10-10,506.3151430157872
2006-10-11,506.59495074798843
2006-10-12,503.15149564555185
2006-10-13,504.32876906592116
2006-10-16,503.8631321494128
2006-10-17,502.85052043053656
2006-10-18,506.03943098210203
2006-10-19,509.97392657386735
2006-10-20,507.37050382619327
2006-10-23,504.5504460182765
2006-10-24,503.2635815427207
2006-10-25,491.77950336109103
2006-10-26,484.42646018111157
2006-10-27,491.1448461020558
2006-10-30,499.3222492161806
2006-10-31,498.178621311952
2006-11-01,501.15054056584364
2006-11-02,502.8106025059638
2006-11-03,518.3921037698992
2006-11-06,524.2995701273188
2006-11-07,523.7337586590934
2006-11-08,518.834017545761
2006-11-09,510.6029943661617
2006-11-10,511.74400638221925
2006-11-13,507.975775577276
2006-11-14,500.8526664203861
2006-11-15,497.71445942259027
2006-11-16,492.43098151488954
2006-11-17,500.83747582432676
2006-11-20,505.353225624061
2006-11-21,505.4140062691248
2006-11-22,512.9949340332878
2006-11-23,513.494428518874
2006-11-24,509.17448101704383
2006-11-27,517.0316750289306
2006-11-28,519.9214169896983
2006-11-29,514.632536369851
2006-11-30,513.7559181104104
2006-12-01,509.3601286972133
2006-12-04,502.4185702336881
2006-12-05,507.1723419398687
2006-12-06,516.9578095011186
2006-12-07,509.83119676901043
2006-12-08,512.8033558052251
2006-12-11,509.5693995476321
2006-12-12,507.18907153444775
2006-12-13,504.28595210458104
2006-12-14,500.0298252160264
2006-12-15,500.372453792474
2006-12-18,496.3146827959552
2006-12-19,497.7562626694836
2006-12-20,497.6057505859876
2006-12-21,496.5162525139847
2006-12-22,492.1093546805398
2006-12-25,489.3694308786337
2006-12-26,493.16395850754003
2006-12-27,495.73293433057455
2006-12-28,490.98601761769834
2006-12-29,491.57192255185663
2007-01-01,495.3638450645328
2007-01-02,487.1932876432725
2007-01-03,489.9379406858017
2007-01-04,486.78948307486473
2007-01-05,489.66445528075644
2007-01-08,486.0249793805482
2007-01-09,477.3500065188264
2007-01-10,469.6764025867982
2007-01-11,469.9961815149805
2007-01-12,471.31086659190964
2007-01-15,467.14298624271373
2007-01-16,470.21955472181565
2007-01-17,462.50080639434526
2007-01-18,462.2876869540165
2007-01-19,456.781765712887
2007-01-22,453.8956535832567
2007-01-23,454.2015732229348
2007-01-24,450.3844024962393
2007-01-25,448.7425011865929
2007-01-26,453.34791320816
2007-01-29,450.8232555388509
2007-01-30,454.68091457585206
2007-01-31,449.63528929998387
2007-02-01,452.1074029059366
2007-02-02,458.7152628384811
2007-02-05,447.4691953258571
2007-02-06,443.99282837767856
2007-02-07,446.6437858026022
2007-02-08,445.82622496064283
2007-02-09,447.57005584198345
2007-02-12,444.95631301569057
2007-02-13,445.4305910040812
2007-02-14,444.8262430926162
2007-02-15,450.1098094136256
2007-02-16,451.3450045483999
2007-02-19,452.95902629980844
2007-02-20,451.18398420976683
2007-02-21,449.0742198175837
2007-02-22,447.2215273543392
2007-02-23,449.07504655563616
2007-02-26,447.27432531171166
2007-02-27,448.6598687128804
2007-02-28,458.06109118509164
2007-03-01,462.1429867254507
2007-03-02,460.72872043380755
2007-03-05,466.355203711153
2007-03-06,464.5453940147455
2007-03-07,455.1702894410953
2007-03-08,450.6728141197647
2007-03-09,442.3317980857762
2007-03-12,440.86540853091947
2007-03-13,441.0347818752844
2007-03-14,448.5166604751287
2007-03-15,450.07268754620975
2007-03-16,449.17659044528097
2007-03-19,452.9919214738929
2007-03-20,443.06625553552516
2007-03-21,444.19879738674047
2007-03-22,447.71181106693666
2007-03-23,441.1815481699825
2007-03-26,446.31581627469353
2007-03-27,447.91584244211765
2007-03-28,446.145285252497
2007-03-29,449.0576407711135
2007-03-30,459.34417207568225
2007-04-02,460.27143295368086
2007-04-03,461.50597568972216
2007-04-04,459.4782988834998
2007-04-05,455.6653440913025
2007-04-06,459.54002971569037
2007-04-09,455.6978898536606
2007-04-10,456.11515526448784
2007-04-11,454.0277102905956
2007-04-12,456.29321696824394
2007-04-13,457.9069531656554
2007-04-16,462.74950210291655
2007-04-17,460.48195365699354
2007-04-18,459.3313246732555
2007-04-19,454.9274225970661
2007-04-20,452.9971962047488
2007-04-23,454.7969562987496
2007-04-24,458.3306768780404
2007-04-25,454.1957764411781
2007-04-26,458.23632895726865
2007-04-27,464.5400013812028
2007-04-30,466.55347988662476
2007-05-01,475.4030467564582
2007-05-02,471.8195099377987
2007-05-03,466.04135011820455
2007-05-04,457.8449865254088
2007-05-07,464.7861193990656
2007-05-08,467.9204773637937
2007-05-09,467.7539694018011
2007-05-10,469.15708455837216
2007-05-11,463.970604373955
2007-05-14,475.41096873614595
2007-05-15,476.1203826029339
2007-05-16,476.73645759407503
2007-05-17,480.2917989787686
2007-05-18,482.69810523092656
2007-05-21,483.87532879508285
2007-05-22,480.1471929905147
2007-05-23,482.50696451173985
2007-05-24,491.6843651739512
2007-05-25,498.3979220598462
2007-05-28,506.43801068596423
2007-05-29,503.9503077860685
2007-05-30,499.0639813100668
2007-05-31,498.53603689491223
2007-06-01,498.9135528715784
2007-06-04,504.4724053621756
2007-06-05,496.03528281582163
2007-06-06,503.7215991253315
2007-06-07,503.0264235316901
2007-06-08,500.97970423750616
2007-06-11,496.00946267260036
2007-06-12,487.9004188790118
2007-06-13,492.0142516900265
2007-06-14,492.47338938798094
2007-06-15,486.2191699011241
2007-06-18,480.0194924800109
2007-06-19,478.5036643691489
2007-06-20,486.5856942596423
2007-06-21,485.41987701922363
2007-06-22,478.2204063201784
2007-06-25,477.140856921867
2007-06-26,475.93500951552943
2007-06-27,463.1947688167255
2007-06-28,463.03591678904235
2007-06-29,462.0592141532659
2007-07-02,465.36851165423843
2007-07-03,474.0660448167568
2007-07-04,479.5015203035859
2007-07-05,478.30809524851173
2007-07-06,473.11115387002786
2007-07-09,485.38062835918475
2007-07-10,485.7651392919806
2007-07-11,485.9299559641023
2007-07-12,485.9099109301252
2007-07-13,486.96960639692446
2007-07-16,486.36400898846483
2007-07-17,483.6711962555561
2007-07-18,481.1229313118793
2007-07-19,481.06157240437796
2007-07-20,478.54357697000785
2007-07-23,475.2280079786987
2007-07-24,475.82883983124185
2007-07-25,474.71075046372044
2007-07-26,481.9453090168358
2007-07-27,469.26547344363644
2007-07-30,474.4813913346688
2007-07-31,480.48872997151375
2007-08-01,470.6224213224567
2007-08-02,469.1037811538886
2007-08-03,467.45515876298236
2007-08-06,460.96916376758423
2007-08-07,457.4758625199054
2007-08-08,452.48674126442677
2007-08-09,460.506030040267
2007-08-10,464.90698666850295
2007-08-13,470.91151654180373
2007-08-14,474.4041357063566
2007-08-15,469.14274823657746
2007-08-16,466.775827993942
2007-08-17,469.1534653197042
2007-08-20,463.5136410467158
2007-08-21,466.9111887592231
2007-08-22,465.8824648235444
2007-08-23,464.2294168996255
2007-08-24,467.62274809778626
2007-08-27,469.793748953367
2007-08-28,468.191911220303
2007-08-29,473.7134379662646
2007-08-30,468.6870383980919
2007-08-31,471.6675861603979
2007-09-03,474.5593860645764
2007-09-04,473.1853162597961
2007-09-05,474.82316689577203
2007-09-06,468.97755442429553
2007-09-07,473.40482925207664
2007-09-10,472.62417457461567
2007-09-11,470.24818404849094
2007-09-12,475.2751805202997
2007-09-13,472.0226648096933
2007-09-14,465.4688127987468
2007-09-17,458.3162832276259
2007-09-18,461.18538876926823
2007-09-19,455.37247275979627
2007-09-20,463.4543969126955
2007-09-21,453.89829441062244
2007-09-24,461.6892605905934
2007-09-25,462.7558434267563
2007-09-26,462.40084901890157
2007-09-27,459.97361870483473
2007-09-28,461.90153425731876
2007-10-01,461.82007929625667
2007-10-02,467.0077129385217
2007-10-03,467.6345664106695
2007-10-04,468.4309563144714
2007-10-05,466.8213703427847
2007-10-08,466.6489002758483
2007-10-09,468.1785836254679
2007-10-10,460.26557718384277
2007-10-11,454.15239688471627
2007-10-12,457.61877906228085
2007-10-15,458.4922151498938
2007-10-16,457.7403643185737
2007-10-17,457.9162919438092
2007-10-18,459.59950845886516
2007-10-19,457.210695522996
2007-10-22,453.74364521380033
2007-10-23,454.7230293423016
2007-10-24,450.3650876155385
2007-10-25,452.293788514028
2007-10-26,444.6835673855048
2007-10-29,449.34899010099053
2007-10-30,451.56247191347643
2007-10-31,452.8089186049603
2007-11-01,457.34919280631345
2007-11-02,465.0576965730197
2007-11-05,469.86811417143383
2007-11-06,461.3124067592422
2007-11-07,455.50182193900866
2007-11-08,452.7468622981793
2007-11-09,452.9555380818091
2007-11-12,455.39089439102037
2007-11-13,452.17700132819147
2007-11-14,453.1119530835473
2007-11-15,449.7798451161181
2007-11-16,447.11931725798667
2007-11-19,440.91928762907673
2007-11-20,436.9367580346956
2007-11-21,431.11813849166845
2007-11-22,426.9971955170928
2007-11-23,431.58161587850753
2007-11-26,427.57050113612974
2007-11-27,438.91130442279973
2007-11-28,441.1643147173918
2007-11-29,442.0679785987839
2007-11-30,438.36186730651116
2007-12-03,441.51943114428167
2007-12-04,439.0661821746542
2007-12-05,439.6896992461309
2007-12-06,451.03406519274085
2007-12-07,450.6910091350312
2007-12-10,455.96081888881486
2007-12-11,452.84580206635553
2007-12-12,452.77792731634696
2007-12-13,460.88627731674535
2007-12-14,458.0888494395683
2007-12-17,466.48309195546847
2007-12-18,469.8779316857469
2007-12-19,467.3290000190925
2007-12-20,470.3778905820679
2007-12-21,475.0466472651006
2007-12-24,478.09554397242675
2007-12-25,470.6839886650714
2007-12-26,467.3556072005654
2007-12-27,466.2922860998892
2007-12-28,466.03846721893603
2007-12-31,469.0242456422606
2008-01-01,469.951511270515
2008-01-02,463.7700305783454
2008-01-03,465.62602827432966
2008-01-04,468.56219963495886
2008-01-07,471.27887851105794
2008-01-08,476.4666255693176
2008-01-09,480.5352796440855
2008-01-10,482.83790897780455
2008-01-11,482.59568990557375
2008-01-14,474.6764831673913
2008-01-15,476.81071511764975
2008-01-16,477.896354407047
2008-01-17,479.2897990402261
2008-01-18,473.26633131673606
2008-01-21,468.2447079547496
2008-01-22,473.2696893987462
2008-01-23,473.1771407828274
2008-01-24,476.4964817252268
2008-01-25,476.72671708751517
2008-01-28,476.9639178978827
2008-01-29,481.53458588344677
2008-01-30,479.1459589556286
2008-01-31,479.70234696584924
2008-02-01,477.5807420258812
2008-02-04,475.60118786724064
2008-02-05,474.22588181304286
2008-02-06,475.37414282674
2008-02-07,473.1933704987777
2008-02-08,479.2301639087236
2008-02-11,475.0387819007394
2008-02-12,474.2460768749776
2008-02-13,472.2555187976865
2008-02-14,479.1834028160885
2008-02-15,480.2210973631374
2008-02-18,485.27227675312787
2008-02-19,478.1603185636997
2008-02-20,479.5328790294181
2008-02-21,483.8948577722093
2008-02-22,484.3898047366374
2008-02-25,489.64776100587096
2008-02-26,487.21279924421367
2008-02-27,494.1767629184673
2008-02-28,505.636218601146
2008-02-29,503.90270266823234
2008-03-03,501.75858396297235
2008-03-04,509.1514170516883
2008-03-05,517.2956612984403
2008-03-06,514.6943881955723
2008-03-07,512.6346491056814
2008-03-10,511.2926504946367
2008-03-11,504.52083237227976
2008-03-12,499.986946091748
2008-03-13,495.06637072682037
2008-03-14,491.3642764608758
2008-03-17,491.2921201702186
2008-03-18,492.54105711948233
2008-03-19,500.2764168488554
2008-03-20,495.38194230975137
2008-03-21,500.35717411437656
2008-03-24,499.3865370153126
2008-03-25,499.2393992160031
2008-03-26,502.70821187433137
2008-03-27,497.16473771779107
2008-03-28,499.1653770769578
2008-03-31,500.0960819451528
2008-04-01,502.65883063833587
2008-04-02,504.2128941285033
2008-04-03,516.6936766023149
2008-04-04,513.5018531658442
2008-04-07,510.8778743322888
2008-04-08,507.7965628316534
2008-04-09,505.0774284258076
2008-04-10,501.9591453997759
2008-04-11,508.0279144470653
2008-04-14,515.3460781356496
2008-04-15,512.5078287103341
2008-04-16,508.3444428012103
2008-04-17,510.84252647316123
2008-04-18,508.1237048272839
2008-04-21,511.4414061696593
2008-04-22,512.581526802177
2008-04-23,504.91461878047045
2008-04-24,512.8291816921302
2008-04-25,522.141532303596
2008-04-28,519.0463363517785
2008-04-29,517.1377948762224
2008-04-30,518.7195404131068
2008-05-01,520.5581770450905
2008-05-02,524.09039474136
2008-05-05,534.7305017226375
2008-05-06,533.8912570256189
2008-05-07,529.7359960833568
2008-05-08,522.5351928308814
2008-05-09,518.8203331757783
2008-05-12,518.7522277713786
2008-05-13,528.1652871125777
2008-05-14,525.5370769663188
2008-05-15,526.8182730413578
2008-05-16,526.8371178784922
2008-05-19,533.2033821729636
2008-05-20,546.7837120093817
2008-05-21,543.9903647693112
2008-05-22,541.4366594335853
2008-05-23,547.1984165373872
2008-05-26,551.0391556544331
2008-05-27,561.3254439407084
2008-05-28,564.7154465080723
2008-05-29,562.7994116626176
2008-05-30,566.2361734570433
2008-06-02,572.6273014214086
2008-06-03,577.4401318545268
2008-06-04,580.4848237149876
2008-06-05,586.7928053712046
2008-06-06,593.7715063305368
2008-06-09,602.0971268927693
2008-06-10,606.1234099131945
2008-06-11,605.2316927881791
2008-06-12,606.2406968546891
2008-06-13,613.6762933602346
2008-06-16,608.7856880740545
2008-06-17,611.1518755518365
2008-06-18,608.8702083981349
2008-06-19,609.1670011031214
2008-06-20,617.0767413753338
2008-06-23,618.3793846253446
2008-06-24,618.7902145429989
2008-06-25,610.4993158536618
2008-06-26,615.1772886319623
2008-06-27,619.2711961737805
2008-06-30,632.7914638143147
2008-07-01,630.9704277088166
2008-07-02,632.4793955541447
2008-07-03,634.1831918485999
2008-07-04,644.3139720464941
2008-07-07,643.8288324109982
2008-07-08,645.7540192090229
2008-07-09,649.8086861569906
2008-07-10,651.1512501856533
2008-07-11,648.3745223732957
2008-07-14,649.7626273421992
2008-07-15,656.8686377335365
2008-07-16,650.2571543977155
2008-07-17,651.2518506479144
2008-07-18,646.8225512539813
2008-07-21,654.6817468581185
2008-07-22,644.8406565713375
2008-07-23,641.365469392985
2008-07-24,643.9130491999772
2008-07-25,654.1224453224183
2008-07-28,653.8231825959464
2008-07-29,650.3239240172825
2008-07-30,662.6876032730005
2008-07-31,653.2243321819268
2008-08-01,638.9918415222552
