,VVIX
2005-04-11,80.2250038824544
2005-04-12,87.6379977236326
2005-04-13,76.08329390495967
2005-04-14,61.17479248532536
2005-04-15,84.92004054102959
2005-04-18,68.68931370065029
2005-04-19,70.37858771809616
2005-04-20,80.00223947995788
2005-04-21,79.0487512244653
2005-04-22,65.8792439368437
2005-04-25,81.6549156413314
2005-04-26,89.66139660861049
2005-04-27,68.71658429734217
2005-04-28,92.72483330848759
2005-04-29,64.39829174870056
2005-05-02,101.17324144370954
2005-05-03,75.88739569516517
2005-05-04,81.45616996826891
2005-05-05,61.0796642751433
2005-05-06,79.37863933530691
2005-05-09,82.28482177718192
2005-05-10,79.13837895900505
2005-05-11,74.36918922947626
2005-05-12,70.53435481472185
2005-05-13,91.30526619537311
2005-05-16,80.3080713499795
2005-05-17,95.40752376516772
2005-05-18,74.73517645205077
2005-05-19,75.65205306627783
2005-05-20,88.15594244596163
2005-05-23,63.77025037996436
2005-05-24,67.86536639847077
2005-05-25,90.97484971353164
2005-05-26,68.28066070776805
2005-05-27,61.80948984697452
2005-05-30,98.68527188073091
2005-05-31,66.06182352125795
2005-06-01,81.8411939832817
2005-06-02,80.69085192724272
2005-06-03,51.89371683381916
2005-06-06,77.32682976832191
2005-06-07,84.4841324947911
2005-06-08,83.54309381518861
2005-06-09,89.03520683803501
2005-06-10,76.12508685094566
2005-06-13,87.12504442092161
2005-06-14,73.10670931919928
2005-06-15,65.89532583587226
2005-06-16,67.02271624318767
2005-06-17,65.37889544804585
2005-06-20,90.09585967891194
2005-06-21,64.85426490941444
2005-06-22,82.74038840649303
2005-06-23,77.34075805927567
2005-06-24,78.97351426549369
2005-06-27,93.636072951997
2005-06-28,75.61572632784727
2005-06-29,86.11601561549683
2005-06-30,80.37563351381112
2005-07-01,78.47981094367302
2005-07-04,102.99969124386473
2005-07-05,65.5865825428463
2005-07-06,92.89131835437445
2005-07-07,86.56406565489972
2005-07-08,75.20475005368216
2005-07-11,96.29318517441612
2005-07-12,61.51889887611463
2005-07-13,74.78233342700928
2005-07-14,67.91517795730924
2005-07-15,84.1208346487146
2005-07-18,68.86935898812823
2005-07-19,84.33063946741319
2005-07-20,78.13563584178446
2005-07-21,75.20646057343916
2005-07-22,83.88647246033311
2005-07-25,77.31378376061936
2005-07-26,69.11365156940961
2005-07-27,108.01372989634979
2005-07-28,75.12832816970855
2005-07-29,57.82390919847985
2005-08-01,71.57901310278612
2005-08-02,67.3272331162727
2005-08-03,88.26145616040516
2005-08-04,83.21652659591587
2005-08-05,83.98712801790344
2005-08-08,76.29977534162755
2005-08-09,77.20649752943079
2005-08-10,76.29068896392332
2005-08-11,79.18806815864531
2005-08-12,88.35333435364835
2005-08-15,83.36075412505346
2005-08-16,85.00112829620866
2005-08-17,84.99558908249203
2005-08-18,88.84442437381738
2005-08-19,82.88150041540254
2005-08-22,83.58848072678919
2005-08-23,91.88806241193157
2005-08-24,73.34954081996888
2005-08-25,71.44257420048493
2005-08-26,68.14078400813145
2005-08-29,81.82914563620255
2005-08-30,61.46267758780877
2005-08-31,84.62154096059677
2005-09-01,78.90806905499447
2005-09-02,91.34639699821057
2005-09-05,73.28082689535009
2005-09-06,77.96681714582493
2005-09-07,91.22203333293369
2005-09-08,93.83135646778152
2005-09-09,73.1984763424818
2005-09-12,81.8178123258716
2005-09-13,82.94418977684049
2005-09-14,83.73653405621148
2005-09-15,77.37424340684377
2005-09-16,92.81383398123634
2005-09-19,61.102965163784546
2005-09-20,75.78869765198915
2005-09-21,84.47930732772947
2005-09-22,84.57224811949344
2005-09-23,93.52759030614763
2005-09-26,91.98225393201287
2005-09-27,77.14458374692776
2005-09-28,92.99871243530605
2005-09-29,72.85958256222546
2005-09-30,89.30887382791838
2005-10-03,98.10522478420992
2005-10-04,92.14944106854969
2005-10-05,81.05770383524123
2005-10-06,76.68221228227878
2005-10-07,64.71408703740714
2005-10-10,83.10539637914204
2005-10-11,68.84782772029081
2005-10-12,72.06865336386063
2005-10-13,68.09254199263329
2005-10-14,75.39607667343344
2005-10-17,79.72030585513018
2005-10-18,82.73614581165705
2005-10-19,73.99493364586037
2005-10-20,90.69283706395183
2005-10-21,77.91794742010035
2005-10-24,72.12277566734481
2005-10-25,82.26292267243437
2005-10-26,99.63552833543815
2005-10-27,83.35160566535117
2005-10-28,76.37144372626393
2005-10-31,64.72538643881296
2005-11-01,77.8058767902793
2005-11-02,82.34928125088116
2005-11-03,76.1241910874443
2005-11-04,63.346153617590005
2005-11-07,71.49434610496566
2005-11-08,94.54538460887758
2005-11-09,94.34001003730461
2005-11-10,71.13360830795402
2005-11-11,86.72756787199422
2005-11-14,68.21427215229826
2005-11-15,94.04316281994953
2005-11-16,82.45235847894236
2005-11-17,89.49641498616533
2005-11-18,62.84906652817461
2005-11-21,86.77637101924888
2005-11-22,79.92325936315497
2005-11-23,88.51929070790843
2005-11-24,89.1486779809785
2005-11-25,80.6578468947475
2005-11-28,73.99170360904085
2005-11-29,87.79696182179494
2005-11-30,79.39845500594872
2005-12-01,71.27215046472358
2005-12-02,70.79847768542314
2005-12-05,65.22835583687618
2005-12-06,74.89708840436937
2005-12-07,91.02692046074378
2005-12-08,81.77829799705434
2005-12-09,74.70232294076959
2005-12-12,88.0485593818008
2005-12-13,71.67523378276611
2005-12-14,80.95350274332779
2005-12-15,78.20369627274485
2005-12-16,87.79130625588353
2005-12-19,64.22771629080499
2005-12-20,71.49802254185344
2005-12-21,63.61754340905466
2005-12-22,77.4040327819073
2005-12-23,92.1142750363243
2005-12-26,74.94552790346472
2005-12-27,74.8931606180435
2005-12-28,88.71724424184137
2005-12-29,90.685495584553
2005-12-30,79.11428932731211
2006-01-02,86.84714854049892
2006-01-03,69.23045459122054
2006-01-04,93.77974333925414
2006-01-05,101.48706293937052
2006-01-06,85.21215791188725
2006-01-09,59.156683786571996
2006-01-10,74.41769737602216
2006-01-11,86.12825321669321
2006-01-12,75.78517002833637
2006-01-13,92.72198554250097
2006-01-16,85.88157264435866
2006-01-17,72.93524499234204
2006-01-18,80.32264810771252
2006-01-19,71.0616677936091
2006-01-20,78.17415121587558
2006-01-23,74.45406759567449
2006-01-24,91.74761800233038
2006-01-25,101.16012056830995
2006-01-26,65.68811666764248
2006-01-27,60.767837137902475
2006-01-30,77.54827578148614
2006-01-31,64.81584301171317
2006-02-01,80.46211603670918
2006-02-02,87.48936113805927
2006-02-03,94.94141897266825
2006-02-06,82.0139455871528
2006-02-07,78.06844775150421
2006-02-08,60.21615083426916
2006-02-09,80.26185149185798
2006-02-10,80.71287260549461
2006-02-13,86.38956814212746
2006-02-14,72.9151189847091
2006-02-15,75.64947399764141
2006-02-16,65.21997744695815
2006-02-17,57.08707193115934
2006-02-20,68.91502909203217
2006-02-21,64.29674185746984
2006-02-22,83.36712295420611
2006-02-23,74.81865943333143
2006-02-24,74.61762869925211
2006-02-27,70.15586953824788
2006-02-28,47.67434567487567
2006-03-01,95.0831074874755
2006-03-02,69.99729477223212
2006-03-03,75.87579930150093
2006-03-06,65.4510783471069
2006-03-07,89.71930343440634
2006-03-08,81.43428937037325
2006-03-09,71.73634714734132
2006-03-10,76.07770388655976
2006-03-13,96.7817992212487
2006-03-14,79.27030568118721
2006-03-15,78.18266462384094
2006-03-16,70.58618513860735
2006-03-17,61.054188495276975
2006-03-20,78.39961326420655
2006-03-21,83.25485112324617
2006-03-22,90.9958446432767
2006-03-23,57.51503465500345
2006-03-24,68.74903672976971
2006-03-27,74.1925890944355
2006-03-28,79.96519151426799
2006-03-29,78.54966308471577
2006-03-30,78.78311314312731
2006-03-31,84.08096058569944
2006-04-03,70.96706889220891
2006-04-04,89.34141442233695
2006-04-05,84.33452441699481
2006-04-06,76.8016773587192
2006-04-07,96.00907991888916
2006-04-10,95.56416035571766
2006-04-11,89.32895355193808
2006-04-12,49.814432294322074
2006-04-13,95.78945092717976
2006-04-14,87.94758522471935
2006-04-17,100.06408637712937
2006-04-18,92.37464591733539
2006-04-19,95.78342677497285
2006-04-20,88.7865485018038
2006-04-21,93.48693198645512
2006-04-24,99.9412374073444
2006-04-25,82.16554738378206
2006-04-26,64.2776945592187
2006-04-27,76.92539099984857
2006-04-28,83.89945599383437
2006-05-01,80.74887584371558
2006-05-02,67.53438033840574
2006-05-03,63.689323748050214
2006-05-04,72.5883733136517
2006-05-05,88.0773955598415
2006-05-08,95.8033977082297
2006-05-09,89.16567613777701
2006-05-10,90.57427287114136
2006-05-11,79.19184426836442
2006-05-12,62.57917542294036
2006-05-15,75.44779419117295
2006-05-16,77.41235588127621
2006-05-17,75.02947513164318
2006-05-18,80.54694865374626
2006-05-19,84.4141975989295
2006-05-22,88.53015188243498
2006-05-23,77.21880135633666
2006-05-24,60.96240594355407
2006-05-25,75.17122280708865
2006-05-26,80.43710396991983
2006-05-29,92.22807922133408
2006-05-30,74.32192157815895
2006-05-31,85.12543628399402
2006-06-01,82.90087899635432
2006-06-02,80.43900533123389
2006-06-05,89.30533319324591
2006-06-06,73.39158803247419
2006-06-07,74.24813550356484
2006-06-08,79.88099176905772
2006-06-09,73.59853494906301
2006-06-12,85.080122910546
2006-06-13,72.86807695633867
2006-06-14,82.26304207745135
2006-06-15,78.99827231213243
2006-06-16,82.14925964776705
2006-06-19,75.4025860493696
2006-06-20,76.60911705473173
2006-06-21,80.9600926799705
2006-06-22,82.02074506161313
2006-06-23,79.95798084608843
2006-06-26,97.05362356513083
2006-06-27,70.09263081258716
2006-06-28,79.35796205047286
2006-06-29,64.26370977883016
2006-06-30,83.72081478667386
2006-07-03,68.84753463623186
2006-07-04,77.21689744123424
2006-07-05,76.27935674668674
2006-07-06,82.80891126601172
2006-07-07,74.4720908245482
2006-07-10,74.04694302306018
2006-07-11,94.35856464085899
2006-07-12,82.84566790474526
2006-07-13,74.38949147977732
2006-07-14,77.4916632818877
2006-07-17,96.45354952270745
2006-07-18,77.64835121748904
2006-07-19,73.10723376847612
2006-07-20,73.15003849873608
2006-07-21,74.50873519010423
2006-07-24,74.05502277573278
2006-07-25,67.20352151650756
2006-07-26,68.75799903053021
2006-07-27,71.7067962563863
2006-07-28,85.91571018453098
2006-07-31,76.18762712727127
2006-08-01,77.9283831090596
2006-08-02,92.70088025254897
2006-08-03,92.95007149938418
2006-08-04,77.17875056862265
2006-08-07,73.69136489316591
2006-08-08,71.35569686326463
2006-08-09,86.92775769708237
2006-08-10,77.95292766477712
2006-08-11,76.1350510967721
2006-08-14,71.86335424862447
2006-08-15,72.30333590988612
2006-08-16,83.20058191493244
2006-08-17,66.84561734112738
2006-08-18,89.94868693787939
2006-08-21,74.66155356185081
2006-08-22,78.50364055748207
2006-08-23,66.63022041859446
2006-08-24,79.87634061757636
2006-08-25,76.7167905730944
2006-08-28,79.49919401143534
2006-08-29,94.71708898361891
2006-08-30,81.7769804579024
2006-08-31,72.05340815854196
2006-09-01,72.88680089453432
2006-09-04,85.95131185913769
2006-09-05,92.98693290993424
2006-09-06,82.8191802075105
2006-09-07,86.88712744554769
2006-09-08,86.09737723336706
2006-09-11,94.1906441335752
2006-09-12,60.50409827273967
2006-09-13,86.67218939304529
2006-09-14,89.83736043903563
2006-09-15,66.61276293864427
2006-09-18,71.14331815993584
2006-09-19,71.49217251371846
2006-09-20,72.71209803622617
2006-09-21,75.18282949064474
2006-09-22,82.42602813054941
2006-09-25,88.6567465116737
2006-09-26,90.81316957768536
2006-09-27,71.62176938832218
2006-09-28,71.55297001297018
2006-09-29,93.15821840016223
2006-10-02,86.46743935418644
2006-10-03,80.82864841868997
2006-10-04,84.73336675554967
2006-10-05,79.7019621814856
2006-10-06,85.24584683047615
2006-10-09,76.6393330349426
2006-10-10,82.68804934439231
2006-10-11,64.89453949630504
2006-10-12,73.12215705174569
2006-10-13,73.22988823209657
2006-10-16,76.25609966793085
2006-10-17,70.73486745220252
2006-10-18,74.66456374176919
2006-10-19,64.8558593760188
2006-10-20,85.487004763949
2006-10-23,79.17486481088605
2006-10-24,62.94792392223983
2006-10-25,71.65170089453326
2006-10-26,83.36601427562167
2006-10-27,74.5697805361421
2006-10-30,73.03058539861904
2006-10-31,79.25407322991924
2006-11-01,83.43597535178216
2006-11-02,65.6364754296084
2006-11-03,85.5012848121788
2006-11-06,71.99706718392623
2006-11-07,79.82072031750201
2006-11-08,79.6457985930849
2006-11-09,74.72933881760225
2006-11-10,69.76340253869286
2006-11-13,77.14313451907736
2006-11-14,96.25330309075196
2006-11-15,66.38324969536369
2006-11-16,96.92313019104876
2006-11-17,77.40278828923468
2006-11-20,80.35371417088639
2006-11-21,69.13289188615272
2006-11-22,72.28730583322519
2006-11-23,74.97090349961981
2006-11-24,69.54305029122088
2006-11-27,77.91082042629128
2006-11-28,75.9298410819323
2006-11-29,98.50781142435733
2006-11-30,68.34025814319538
2006-12-01,81.02690516748588
2006-12-04,82.47846281901825
2006-12-05,69.29679451348163
2006-12-06,86.86827495452839
2006-12-07,76.01672987118371
2006-12-08,55.07610348416932
2006-12-11,86.59849612104566
2006-12-12,68.83059115897636
2006-12-13,69.52225053860901
2006-12-14,86.87902082892398
2006-12-15,76.5283851758155
2006-12-18,89.177721505515
2006-12-19,92.10166095365318
2006-12-20,73.55071539677702
2006-12-21,87.93262495955031
2006-12-22,72.44539198607119
2006-12-25,102.33115917132176
2006-12-26,73.07042995468785
2006-12-27,90.26087440960004
2006-12-28,88.43790025881576
2006-12-29,83.16087822108933
2007-01-01,73.29456838583317
2007-01-02,78.4860250805859
2007-01-03,58.46411887055448
2007-01-04,82.2442003838225
2007-01-05,83.49615331028386
2007-01-08,81.33499419061371
2007-01-09,50.266938287074424
2007-01-10,67.34363554910189
2007-01-11,72.51909017151337
2007-01-12,82.91658933189046
2007-01-15,82.89338905642984
2007-01-16,78.29776208028821
2007-01-17,86.35245536603956
2007-01-18,69.737576246971
2007-01-19,86.10235005693997
2007-01-22,84.7474210483989
2007-01-23,83.7755473283791
2007-01-24,78.17959568914344
2007-01-25,98.30743824831262
2007-01-26,84.93195688489878
2007-01-29,70.31664136746441
2007-01-30,82.48305475735984
2007-01-31,87.52483377074219
2007-02-01,74.11891401075691
2007-02-02,90.892722469311
2007-02-05,83.8203370571601
2007-02-06,56.57521662334653
2007-02-07,82.99671977337927
2007-02-08,75.93970845587285
2007-02-09,85.37179814541736
2007-02-12,89.44214840251814
2007-02-13,81.95162047141818
2007-02-14,96.65252233944696
2007-02-15,78.21293115436504
2007-02-16,86.24817823053876
2007-02-19,88.04942573637348
2007-02-20,79.02654031107268
2007-02-21,87.78774307977783
2007-02-22,74.05327012837832
2007-02-23,75.77431580978782
2007-02-26,66.87511309663688
2007-02-27,82.41409116370048
2007-02-28,83.25251675854344
2007-03-01,91.7926315857923
2007-03-02,87.91140004355884
2007-03-05,77.15204443352567
2007-03-06,68.21820312665723
2007-03-07,84.32850402519973
2007-03-08,91.10753172414641
2007-03-09,87.55184973803944
2007-03-12,90.84477524857287
2007-03-13,77.88110468801757
2007-03-14,75.33381031824355
2007-03-15,72.63098647768201
2007-03-16,79.44103533386405
2007-03-19,79.21409204031181
2007-03-20,82.06677628539116
2007-03-21,78.70702542964491
2007-03-22,78.66372270273229
2007-03-23,72.23305947027856
2007-03-26,89.41619013551491
2007-03-27,80.76518062243711
2007-03-28,78.25556065714719
2007-03-29,72.52570746750796
2007-03-30,66.68086889608914
2007-04-02,93.07964192549343
2007-04-03,85.54638708131807
2007-04-04,63.76082157430033
2007-04-05,87.63142300709657
2007-04-06,89.2248117023311
2007-04-09,81.2437612230093
2007-04-10,95.98110895751759
2007-04-11,82.16719642122882
2007-04-12,65.8317647205081
2007-04-13,83.65169001048321
2007-04-16,82.44897301712729
2007-04-17,73.96703151221845
2007-04-18,85.73558836877424
2007-04-19,63.32334733809138
2007-04-20,89.9056682744279
2007-04-23,71.21878296394547
2007-04-24,70.15053874882967
2007-04-25,78.86175227692523
2007-04-26,84.32972928043635
2007-04-27,81.6392406359343
2007-04-30,72.57340834227622
2007-05-01,74.93910708808112
2007-05-02,68.66957652622538
2007-05-03,77.7532009837013
2007-05-04,90.7502121451091
2007-05-07,79.95737062356123
2007-05-08,88.59414254759453
2007-05-09,94.55401337726192
2007-05-10,74.11981480963033
2007-05-11,78.13426746944636
2007-05-14,101.71192861062495
2007-05-15,94.44343411979945
2007-05-16,63.275954741876475
2007-05-17,83.87148316060906
2007-05-18,80.00559992339696
2007-05-21,88.26453110858762
2007-05-22,72.55021232514945
2007-05-23,71.60391627959328
2007-05-24,73.23929284706391
2007-05-25,74.28071453801567
2007-05-28,88.15324166809015
2007-05-29,68.1879882685112
2007-05-30,73.77386100040681
2007-05-31,62.10987609498559
2007-06-01,90.07117823412374
2007-06-04,92.71030099431141
2007-06-05,76.72926569136213
2007-06-06,77.02050635186777
2007-06-07,84.53221902282897
2007-06-08,94.74482007378256
2007-06-11,84.08610747563917
2007-06-12,73.02458057524885
2007-06-13,63.811774280135594
2007-06-14,68.84873737336513
2007-06-15,80.73219450312465
2007-06-18,73.44672476799205
2007-06-19,81.94967705990759
2007-06-20,74.47075983763766
2007-06-21,69.41853568705588
2007-06-22,68.2296836854693
2007-06-25,95.6235450937323
2007-06-26,88.88987749183643
2007-06-27,97.30517951827959
2007-06-28,85.39950900755103
2007-06-29,75.70008591385161
2007-07-02,93.23340922489938
2007-07-03,79.66931998638232
2007-07-04,82.20841770290352
2007-07-05,79.57175620924481
2007-07-06,50.53095780715985
2007-07-09,96.04735012294853
2007-07-10,84.91003945957753
2007-07-11,83.2982306086851
2007-07-12,79.3822393772944
2007-07-13,81.63427820386131
2007-07-16,74.02721064153752
2007-07-17,86.16579352307271
2007-07-18,66.92901655600868
2007-07-19,81.86068432470547
2007-07-20,85.61573470571105
2007-07-23,78.01330866177096
2007-07-24,83.70867792471024
2007-07-25,70.0866560776575
2007-07-26,70.34173229104036
2007-07-27,82.36717121026393
2007-07-30,86.78549654621051
2007-07-31,61.25134344498289
2007-08-01,85.22020635110766
2007-08-02,74.56798499623663
2007-08-03,78.07193912692587
2007-08-06,66.60482076434963
2007-08-07,71.48382759813292
2007-08-08,89.66125325530311
2007-08-09,80.32863373980213
2007-08-10,76.17221598290442
2007-08-13,78.83511647368965
2007-08-14,84.89211824664301
2007-08-15,84.40494496163338
2007-08-16,79.24972999603199
2007-08-17,90.92959110896669
2007-08-20,89.70462636906666
2007-08-21,84.13372029130396
2007-08-22,80.54611782910071
2007-08-23,86.57321095119539
2007-08-24,83.14267421801183
2007-08-27,90.60800071805947
2007-08-28,88.99561376738308
2007-08-29,69.81746098582272
2007-08-30,69.14036829258293
2007-08-31,72.98750455595923
2007-09-03,89.76138690066921
2007-09-04,64.23691003228754
2007-09-05,83.94757389107993
2007-09-06,83.62543091092961
2007-09-07,91.62648058686193
2007-09-10,81.80338690663888
2007-09-11,66.56790609416099
2007-09-12,70.40645039351877
2007-09-13,68.18004478102175
2007-09-14,74.6205603366686
2007-09-17,78.17098432576073
2007-09-18,68.34558473778944
2007-09-19,94.70661990652289
2007-09-20,66.74718628047559
2007-09-21,93.4610342386248
2007-09-24,91.8516303143934
2007-09-25,88.98302549689035
2007-09-26,73.06233392503249
2007-09-27,83.42450879176901
2007-09-28,67.22628866449382
2007-10-01,89.10907035033749
2007-10-02,79.2601521846373
2007-10-03,75.90679785413315
2007-10-04,67.7625515334373
2007-10-05,55.224938813709834
2007-10-08,69.61459142964245
2007-10-09,91.12798195612906
2007-10-10,75.97166571525196
2007-10-11,78.30671142884952
2007-10-12,86.55554358288452
2007-10-15,98.05668878116265
2007-10-16,93.25004654945639
2007-10-17,70.27664996183812
2007-10-18,60.57429428562594
2007-10-19,103.59614259100104
2007-10-22,102.68991611659453
2007-10-23,81.88453596429282
2007-10-24,67.29511754418178
2007-10-25,89.63226533893939
2007-10-26,78.92016313987389
2007-10-29,78.8701887689339
2007-10-30,88.94458843105129
2007-10-31,83.34374746873299
2007-11-01,68.14185088985055
2007-11-02,76.75258064918026
2007-11-05,86.61152928661346
2007-11-06,85.10252222405019
2007-11-07,82.62016574358476
2007-11-08,89.33422954475864
2007-11-09,76.38283012182735
2007-11-12,81.78669775219072
2007-11-13,46.244208998223996
2007-11-14,75.50349806157186
2007-11-15,87.63902908575645
2007-11-16,76.09605532882857
2007-11-19,75.33772608282888
2007-11-20,69.58547048225182
2007-11-21,90.03365892729146
2007-11-22,85.48463273540571
2007-11-23,88.25414597823085
2007-11-26,62.737860380421104
2007-11-27,78.39549956734366
2007-11-28,77.19888992249994
2007-11-29,77.19428293401448
2007-11-30,73.83972456282044
2007-12-03,76.53895728219985
2007-12-04,88.49644782706652
2007-12-05,60.8714864665217
2007-12-06,97.77294768030454
2007-12-07,84.83841125026461
2007-12-10,79.57668104339787
2007-12-11,89.06834146372927
2007-12-12,65.48165254831565
2007-12-13,73.35299094848986
2007-12-14,78.78924567609447
2007-12-17,93.65560370432178
2007-12-18,79.53503418873441
2007-12-19,84.50054671185146
2007-12-20,74.10421004063872
2007-12-21,84.8684206896749
2007-12-24,96.77239592974456
2007-12-25,89.95526691674114
2007-12-26,79.18544012222121
2007-12-27,86.75490847265469
2007-12-28,85.77516954607212
2007-12-31,85.06587671697275
2008-01-01,131.1195336086041
2008-01-02,131.04477703837466
2008-01-03,118.72841403125116
2008-01-04,126.41879061477769
2008-01-07,116.16905078840206
2008-01-08,110.76927603684422
2008-01-09,117.30506244296014
2008-01-10,119.23721848260418
2008-01-11,103.38419010822008
2008-01-14,128.6033255941672
2008-01-15,92.32674577397603
2008-01-16,147.1481693948632
2008-01-17,135.0187913379632
2008-01-18,117.38991275827686
2008-01-21,120.09426360563774
2008-01-22,123.02971873587283
2008-01-23,114.10839612011058
2008-01-24,121.92619147586936
2008-01-25,118.56000022298339
2008-01-28,119.05727282769034
2008-01-29,121.81461063480639
2008-01-30,106.86472201646006
2008-01-31,120.39569724133648
2008-02-01,121.63447746617477
2008-02-04,121.28849621355914
2008-02-05,117.84169244563846
2008-02-06,131.3785777596937
2008-02-07,116.46347445118448
2008-02-08,122.27325906823191
2008-02-11,132.97297533925547
2008-02-12,119.20623859979688
2008-02-13,122.1446326746755
2008-02-14,119.03615363685103
2008-02-15,132.373697935636
2008-02-18,117.42275438413705
2008-02-19,132.83354577288208
2008-02-20,118.96412105352935
2008-02-21,111.40540276551982
2008-02-22,126.79373170574121
2008-02-25,116.95332166244344
2008-02-26,126.20500899099163
2008-02-27,92.70595615076266
2008-02-28,120.05205261894946
2008-02-29,115.40394701242519
2008-03-03,109.36741313468721
2008-03-04,114.467589981602
2008-03-05,114.26296855707348
2008-03-06,119.52014205149419
2008-03-07,106.32673538715045
2008-03-10,123.16273780259714
2008-03-11,133.6621478520579
2008-03-12,122.80928496947827
2008-03-13,128.0898860922901
2008-03-14,130.94562454613794
2008-03-17,132.36489512184176
2008-03-18,138.70138692821305
2008-03-19,115.0079800172407
2008-03-20,112.81516014838884
2008-03-21,127.83465648324734
2008-03-24,127.08266219657399
2008-03-25,127.75675299615689
2008-03-26,138.89282454250252
2008-03-27,120.11369908798494
2008-03-28,124.26156559646185
2008-03-31,110.19611748516525
2008-04-01,141.35321123975956
2008-04-02,116.63455078790889
2008-04-03,116.9178407183917
2008-04-04,116.53250108991757
2008-04-07,113.55104141355662
2008-04-08,112.70562951152351
2008-04-09,114.76295717110474
2008-04-10,106.34204071949056
2008-04-11,112.14682079736761
2008-04-14,139.4896311144762
2008-04-15,127.35655143641368
2008-04-16,129.25904176727718
2008-04-17,131.77208787416913
2008-04-18,138.34134564362392
2008-04-21,102.28577448556156
2008-04-22,107.7011688471346
2008-04-23,111.96276339105314
2008-04-24,115.30270203510402
2008-04-25,116.9943060941475
2008-04-28,115.53022447193959
2008-04-29,122.19308913132053
2008-04-30,120.35295390745216
2008-05-01,112.7716520482175
2008-05-02,98.2445122301243
2008-05-05,110.07131294621301
2008-05-06,114.50761346687425
2008-05-07,117.5292056319228
2008-05-08,108.70332540689463
2008-05-09,115.0919353350358
2008-05-12,108.69012611514414
2008-05-13,118.74180648451667
2008-05-14,109.26908671637385
2008-05-15,111.51095343629535
2008-05-16,106.91315869010862
2008-05-19,118.46499304430216
2008-05-20,111.33552230047601
2008-05-21,129.0678426667543
2008-05-22,124.05850266692899
2008-05-23,119.30148131816357
2008-05-26,112.02514502656211
2008-05-27,123.80520305316303
2008-05-28,126.90700889348636
2008-05-29,121.4268841220163
2008-05-30,136.03701855466932
2008-06-02,124.59637318074816
2008-06-03,129.13607217568034
2008-06-04,121.33565415535978
2008-06-05,126.75664453256977
2008-06-06,112.03218767330824
2008-06-09,115.41601636787206
2008-06-10,123.4936355348238
2008-06-11,123.42099481557382
2008-06-12,125.07611822943248
2008-06-13,131.00392892278728
2008-06-16,105.75028828184588
2008-06-17,110.25547452389704
2008-06-18,122.29572641074253
2008-06-19,112.7563636819654
2008-06-20,153.77768241289363
2008-06-23,125.15719619170136
2008-06-24,119.21669151069842
2008-06-25,114.84530726916141
2008-06-26,115.19837716806956
2008-06-27,120.30140661315177
2008-06-30,121.11981932621258
2008-07-01,115.43300855306487
2008-07-02,117.26847753480098
2008-07-03,133.44284575234596
2008-07-04,133.84504962651033
2008-07-07,122.52033979934878
2008-07-08,106.58740272763262
2008-07-09,125.38503156639044
2008-07-10,135.54282441611025
2008-07-11,133.69781101962377
2008-07-14,127.34425852809667
2008-07-15,134.22422955285822
2008-07-16,120.53384272479022
2008-07-17,126.28102969833705
2008-07-18,113.1922443367482
2008-07-21,122.92265456155712
2008-07-22,133.29534243970525
2008-07-23,114.10576588513109
2008-07-24,111.38556570535714
2008-07-25,120.97488939023697
2008-07-28,117.73337796276
2008-07-29,126.4914772107042
2008-07-30,115.46740474052957
