,Mkt_RF,SMB,HML,RMW,CMA,UMD
2005-01-26,0.011026274973879887,-0.0033807047770760754,-0.0016186165167060287,-0.003412813104771626,-0.0029561704109936004,0.000940731892217009
2005-01-27,0.009624277506183106,-0.0001357792560183151,-0.000183221124509238,-0.0003318657742220726,-0.009293656606628592,0.0016877529957819123
2005-01-28,0.0022483288835909287,-0.007949912722900144,0.010497931295260587,0.0024818970133991996,0.0038840920253947865,-0.00022683994575614102
2005-01-31,0.012305389843727869,-0.0007314918993941685,-0.0019374630393894428,-0.00131235656173003,0.00614333357691464,0.017386846045863668
2005-02-01,-0.009034861788144034,0.0022725564241494298,-0.00019264469953804425,0.001024035981928336,-0.0033647113124400194,0.0137284250659043
2005-02-02,0.011173368872783697,0.005319755616198106,-0.010805551033697448,0.00246002574753968,-0.0007100747793649598,-0.012900821076736742
2005-02-03,-0.0075042871434946755,0.0015937404318291967,0.013467828787228244,-0.006049044757331292,-0.002296534642681473,0.004096992680530071
2005-02-04,0.012796945300642425,-0.008495609822518386,-0.007795444404170667,0.009530206485574712,-0.0009912994320491811,0.00010919989363126877
2005-02-07,0.00026653535230018765,0.008213626829378576,-0.004141128226936138,-0.003607138037586211,-0.003998276916079597,0.0068743358575495015
2005-02-08,-0.019582866765377373,0.008716951038245433,0.0042743322812209905,0.0026827812485292375,-0.005401256499884925,0.0019031682206547655
2005-02-09,0.007701571640314422,0.0007754035316246934,0.0015771546293090481,-0.005579921334401137,0.0069430985626258305,-0.00630085901455325
2005-02-10,0.0084954575950078,-0.004411649726891929,0.009959117621794421,0.0006507130683749463,-0.013098577499792116,-0.008099955255851757
2005-02-11,-0.00416580054488582,-0.003089707618769273,0.0044200819343650465,0.0008336597728638821,0.00262057134507398,-0.0030152527696380724
2005-02-14,-0.0033125957839401673,-0.001121134386308511,-0.00038770430742716115,0.008395496576855574,0.0015166611231697408,-0.0007643065716829492
2005-02-15,-0.0011954527988460382,0.0017720107371859597,0.00636450321306615,-0.0010630950247926298,0.00836959470345299,0.0017512617715760162
2005-02-16,-0.018851518126262713,-0.0017269116890584388,0.007067847675210236,0.0065973477459718025,-0.0010819293475918738,-0.00436444995012464
2005-02-17,-0.023247281730951433,-0.005050325203407055,-0.0038609525682928264,0.0015522913469863894,-0.0017565145433011125,0.0138477903523654
2005-02-18,0.013416256381303893,0.006238059305298624,0.005878176316985438,0.009360535091063724,-0.003942305435333307,0.0044820361462050255
2005-02-21,-0.007840676674105769,0.0016437153284446049,-0.0012335669761904605,-0.008800496501401568,0.001877818445867164,0.007191658234133924
2005-02-22,0.01895264109576364,-0.006214232134615691,-0.000520867445513017,0.002510845911719855,-0.0034411577964775946,-0.0009098433844889124
2005-02-23,0.01410401801138914,0.0018478627377147428,0.0009575996981734336,-0.013264474064223656,-0.005543927134697702,-0.008100213259765203
2005-02-24,0.01607195314269739,0.0010712249726744902,-0.002184685234044518,-0.00019034734962027847,-0.003585419548875288,0.007266726455660395
2005-02-25,-0.006102989524671549,-0.004208317471666346,-0.0025075468869560744,0.005204962351907344,-0.004634065828170878,-0.007747715296773971
2005-02-28,-0.01568401186930581,0.00727029855766592,0.006008325089492152,0.007328084393502768,-0.004929783462838736,-0.015982511666404742
2005-03-01,-0.01046882306594355,0.0009093352385638943,-0.009073633432100499,0.003793122768016265,0.0005265443232096917,0.004724984171275935
2005-03-02,-0.004064547271529116,-0.0011997298524930064,-0.0062697616727551255,-0.0013528110477588077,-0.0008726829780610562,-0.005844905253614948
2005-03-03,-0.0233322973285064,-0.0004008904884525287,0.0041484038986629515,0.002825644187957177,0.002847963467528171,-0.0024740920131737804
2005-03-04,-0.0043542568912416715,0.0027635007751289587,-0.0003373967549549336,0.012681879281588109,0.0008361493819068027,0.005751912497744024
2005-03-07,-0.0016167802751111077,-0.0003331004871806251,0.0060490759121367,0.0004768934529636722,-0.00591360857888677,-0.007243032131770241
2005-03-08,-0.012544209715866946,-0.00038326203823325076,0.0022475936687407433,0.004905182178120471,-0.010512753860904514,-0.012617655238689907
2005-03-09,-0.010004850982458326,0.006495790409952276,-0.007902227954261916,-0.002046761447575176,-0.005180792339308951,0.009955389137455237
2005-03-10,-0.001805985211808018,-0.008410425964923593,0.0004770065156655165,0.005452139018529484,0.0039188323200336625,-0.0002664684757189268
2005-03-11,0.003962865483103014,-0.007409318837569768,0.003307286806535299,0.004630279791725948,0.003805549379531853,0.01025875634218627
2005-03-14,-0.008508226680002444,0.0047617801599516224,0.0015042379511999223,-0.0029525683333767225,0.005023387597601082,0.0052090632099689275
2005-03-15,0.0033225260957626935,0.014595098722501804,-0.0027096450417646973,0.0039865306080179505,0.004289699814733881,0.005445175682272002
2005-03-16,0.0017684600798785523,0.00535897270091231,-0.0015436419207212099,0.004223919461441698,0.005535727721889071,0.0015074800918839179
2005-03-17,0.000868858590183909,0.011285252776436347,-0.003260510934564533,0.0037997135813417097,0.0021315819207479527,0.0015008533583041072
2005-03-18,-0.0061201412385657695,-0.002506229682294368,-0.007851182489607084,-0.00010572970886506398,0.009114704921320283,0.009276086137684093
2005-03-21,-0.012933795960353827,-0.003722487070026908,-0.008676437389086415,0.006245461289023644,0.0015682529053177492,0.0067157758278991375
2005-03-22,0.0173645197990074,0.0028391990394763082,0.002440125736566211,-0.0045746265310832685,0.010096319088925318,-0.004512183514764469
2005-03-23,0.0067030591645742595,0.005821893758962183,-0.005128750193173419,0.00014874023440701858,-0.003031942873578634,0.004144006646138164
2005-03-24,0.01045731653060738,-0.00776930540769413,0.003553590564712354,0.0006570125430836412,-0.003159697129823892,-0.004754747381549906
2005-03-25,-0.00043629684838922283,-0.001179310236978999,-0.003470404924709182,0.00595686471213101,-0.0008619127541001921,-0.0023008483909374754
2005-03-28,-0.0012402544226013785,-6.210300586432066e-05,-0.007778891520289692,-0.004732376134260017,-8.739726906879841e-05,0.00474706302112626
2005-03-29,0.005306596807253876,-0.003973221294112244,-0.002347661811347288,0.0013054757145421771,-0.0015062201046342025,-0.004875503745223825
2005-03-30,-0.017946883504522455,-0.0032733309592744625,0.01266624983450832,-0.0023616652202927855,0.0027983393898155552,0.0013809033642068578
2005-03-31,-0.010746434693531447,0.005158415806355159,-0.0004736646750981845,0.0006472633403277513,-0.0004116030834077021,0.0032408200897904166
2005-04-01,-0.00757774878028373,0.002918106886544941,0.003975200009993389,0.0020614667555550886,-0.0029358763747569976,-0.0025146745649644634
2005-04-04,-0.004145664225417623,0.004890708531156725,0.0011128228595444624,-0.006292131703390936,-0.0018801410953329432,0.005957470539167106
2005-04-05,-0.008396956794701543,0.002121248142236643,-0.00833118821699877,0.0064203022993639435,0.006188115875417189,-0.0033157257170790488
2005-04-06,0.0037280712525074636,-0.005139540061115229,0.008793779476139019,0.002239156714995096,0.0016858292224168753,0.007741044391893657
2005-04-07,0.0012144723446283578,0.0026386183110350277,-0.0013869308589436087,-0.0041929800966549425,-0.008281384457878292,0.00124556755129895
2005-04-08,0.01432864689751377,-0.005612557414265052,-0.0077630753883121675,-0.0016058960141671409,0.00765312209668081,0.0015827669592373918
2005-04-11,0.025137591571125623,-0.0017705200342060512,-0.002973401050660007,0.007570982365805884,0.002267543048554597,-0.006990039027903896
2005-04-12,-0.01222850240148433,-0.00611749192890935,-0.0011374645698451905,0.0021792546813657722,0.0032956539542040478,-0.0016769904458141698
2005-04-13,0.0018730521396844535,-0.0035653267524252026,0.0045968771410073534,-0.004724398717585123,0.004745357172220295,0.0017588513220088695
2005-04-14,0.0018552587820697421,0.0006428730841270936,-0.003984579083661681,-0.0038175254691554463,0.005003660559958932,0.008395366457319824
2005-04-15,0.000258019302353376,-0.002644943626971929,0.01582207359990359,0.003223959912323068,-0.00449556795601259,-0.002373474697038773
2005-04-18,-0.010448245709655017,-0.005198974460146871,-0.005523013895051642,0.003823977205656391,-0.005251073938785379,0.008365671586592741
2005-04-19,-0.008771974456425505,0.006926784829492479,0.003771969773386172,0.0019143271815239193,0.012082005948620841,-0.0058449726808550186
2005-04-20,0.002804056119161192,-0.0006175503042671563,-0.011743836448469672,-0.0013573161507314262,-0.0033903887457261816,0.002873303739213638
2005-04-21,-0.009053500733072366,-0.003067568278597546,-0.000642191997555797,0.004148417604808461,0.0019932673505234856,-0.003854207826598946
2005-04-22,0.0019927197216700774,-0.006394394664211857,0.0023034056759326893,-0.0014594547423184743,0.008257324833964536,0.0125533535291759
2005-04-25,-0.00205949784545605,-0.011131969310858893,-0.006617499522935717,-0.004173456959724536,-0.0021175297877400975,0.011109400878186057
2005-04-26,0.0018165790312128203,-0.0012322820823867278,0.009094272886250018,0.008033072798653082,-0.0017006122016532516,0.002485654046749812
2005-04-27,-0.009133004704344342,-0.008169312221119829,0.0027068599071050268,0.0025439807211536155,0.004732320433238966,-0.004080576830537815
2005-04-28,0.0019746924233453654,0.004372218756165718,-0.001805842789078564,-0.003823954558716067,0.0011643693612174257,-0.011935793095045636
2005-04-29,-0.008409525834765905,0.00027694716759117286,0.0026420650097678526,0.000771276183390868,0.0025755622738295593,0.0032263273171946327
2005-05-02,0.0020069560865691822,0.009450164674828813,-0.0034598849716206974,0.00023647221500139206,-0.0003021328815730502,0.0018602999322821165
2005-05-03,0.01379396122439157,0.0014384456394227903,0.007608279414445456,-0.0016495874667350988,-0.0025318307152454697,0.007065278497210559
2005-05-04,0.0030098385001607057,-0.004259946783557898,0.006191791610933056,0.001267749387144902,-0.0015647055555102522,-0.011530899591343827
2005-05-05,0.003618703823830572,-0.011180045614210697,0.002340340402644924,-0.004542638304787534,0.0060698795704399715,0.001332154176553116
2005-05-06,0.00857206517497548,0.004939263182450539,0.0037701522849875393,0.004468200662841306,-0.001378093945432162,0.0036318861639394987
2005-05-09,-0.01363558344473263,-0.0076936895632123406,-0.00876317726060731,6.919413548172839e-05,0.0022436183619362043,-0.007015764416510594
2005-05-10,0.017589215737230126,-0.00234886713613857,0.00890167064046679,-0.007947271615640572,-0.004744002012938875,0.0011322043442558707
2005-05-11,-0.0101558999261237,0.010144529479329482,-0.000496146927591806,-0.0010407610295970994,0.010301395714575765,-0.0056155918952601564
2005-05-12,0.00919660997368937,0.003765900094292359,0.006250273896556608,-0.002979332389227279,0.0016943740517735258,-0.006402829088623158
2005-05-13,0.00786909987256323,0.0024391927272096434,0.004599053341148182,-0.014852031522844103,0.0017980603181168508,-0.0040448414737928986
2005-05-16,-0.008621663615047606,0.005765934658720655,0.0061582886052632315,-0.0006790710719149256,0.0047313936345819395,-0.001928786798683078
2005-05-17,0.010488861367667622,0.005542298913433167,-0.006186577701553725,0.005283889223722509,-0.002304478860842763,0.010109879018004506
2005-05-18,0.005378127664133091,0.009585678591725022,-0.0054229960538954665,-0.0004390749348439159,0.006068740632951271,-0.0023741708403280967
2005-05-19,0.019299786444022575,-0.003513076102813213,0.013589648612923423,0.003640720275619906,-0.007481525087779369,-0.006566810512757448
2005-05-20,0.0023337875134129315,-0.0021601049205845907,-0.009016052440954141,0.0001424750868833611,-0.0029721023091173354,0.0067031226355941075
2005-05-23,-0.0006854333152259747,-0.005434307774370124,-0.0064856621210522495,-0.0021818539539601887,-0.003906138745781364,0.008421509904462287
2005-05-24,-0.004747625279182043,-9.618581830384016e-05,0.0003594639795889567,-0.003558007395883928,-0.009302989043623375,0.006755583132798758
2005-05-25,-0.017033552713511733,-0.0006933963750211653,0.0003698783639716592,-0.00631397377193372,-0.002543425260711287,0.011154138443803497
2005-05-26,-0.0027822756475115963,-0.010429713424013444,-0.0031401084627948493,0.004728827130980707,-0.00015975810424148483,0.0017380771303232177
2005-05-27,-0.002358983942588769,-0.0038234045425672787,0.0037964732315156325,0.003753743546295744,-0.0053495925947078995,0.0014448491807353735
2005-05-30,0.0030205818255743476,0.008734699205193798,0.005512500625603003,-0.0012914584523374731,-0.00607161603147074,-0.005430998731369381
2005-05-31,-0.013831031108824658,0.0015652515693225118,-9.005797452795109e-06,-0.010021327066034204,0.00030537590447708436,0.011392149292446679
2005-06-01,-0.0019901221118687903,0.004392391708520277,-0.0015109391581303803,0.0024604197652076908,-0.00029995756447065354,-0.0005373118633715564
2005-06-02,0.006162513920221157,-0.0006232680071040873,-3.357313769087839e-05,-0.004423885399374414,-0.0012287219749916515,-0.0022285833779305186
2005-06-03,0.007155096754925167,-0.01122256114518705,-0.0028841647518465107,0.0008194118674765725,-0.006230658721449758,-0.002944064361440199
2005-06-06,-0.018198151761373273,-0.0006718155309772357,-0.0100894216531331,-0.007606234610478959,-0.0018726848390434277,0.005292588602720806
2005-06-07,0.007464066086532242,0.006350179345125874,0.0019055466220452744,0.0005599949248187996,-0.003231371844964095,0.0008683597322830427
2005-06-08,-0.002065739131214918,-0.007014102747463456,0.004695014282488246,-0.0005565854052958821,0.0005293926887912642,0.0017160139431444425
2005-06-09,-0.0014501087749855402,0.004582233560461823,-0.0008235636699434391,-0.01194858594826043,-0.0026941614633490944,-0.0023962794246001943
2005-06-10,-0.02324515369855838,-0.010110990015756062,-0.013490469091433413,0.008189793472181987,-9.376972939185306e-05,-0.001386403211276391
2005-06-13,0.015335711625578795,0.00022114742939398477,-0.003330290271930514,-0.0015284724062254956,-0.006454088044040007,-0.0009845249301590586
2005-06-14,0.002167988850112951,0.003367110700879776,0.0055343324312075795,-0.001196360411102689,-0.006884234245322843,0.0115725640960639
2005-06-15,-0.014914604265227071,-0.0017726751456163534,-0.008529491075220856,0.002773384855816541,0.002887699990033063,-0.014209853034762392
2005-06-16,0.004152015749164665,0.014934829242720101,0.004275304132622321,-0.00015333799095467257,0.003926762081439242,0.0037855304978547883
2005-06-17,0.0038447844084702446,-0.002859142622531615,-0.002572496770218636,0.0019198999331806771,-0.0018636206491288367,0.008905298761404461
2005-06-20,0.012625441529329892,-0.0033704974260692134,-1.2650904049645349e-05,-0.005621912935086732,0.00023818063853868856,-0.014508225253115545
2005-06-21,-0.0026968876929087788,0.0013269522511300269,-0.004015397064703228,-0.0006109077941899058,-0.0021485659770786353,-0.0003718286420659609
2005-06-22,0.0005199606893858625,-0.004429838815023253,-0.006713495057707682,-0.00944658593047184,0.0055861286655985,0.008056886287860943
2005-06-23,-0.006028078002379079,-0.00854802556289187,0.00870547880962223,-0.0010882358459464376,-0.000915504836407082,-0.005823749859461475
2005-06-24,0.0063794861399273815,-0.006486018649533301,0.004995034195428944,0.007325339432299992,-0.002394378264348728,0.0023483279258975113
2005-06-27,-0.007434903416750496,0.004647920557287372,0.003968326177012239,-0.007429932604968965,0.0049314942653489215,-0.007255822642540146
2005-06-28,-0.008529905170802298,-0.0017296373532521298,0.005551332893211476,-0.001653741427798131,-0.0037704015334443816,0.0004646817289067573
2005-06-29,-0.0002779753777992059,0.010312125703011557,0.003116289233814981,-0.010519657031979598,0.0008830816825329882,0.010420711819148309
2005-06-30,-0.011858637713038288,-0.002547417470435211,0.0057647875346814054,0.0001397339021939332,-0.005142349946724277,0.013764889733055289
2005-07-01,0.016421312185392344,0.004363062128393788,-0.00388340447588249,0.0024308729831464828,0.003422748099707175,0.002241893477894297
2005-07-04,0.019672667277418756,0.0031650518767712237,0.008366121323674272,0.0020173787116480337,0.00417709429772246,-0.010031722782304424
2005-07-05,-0.004135900854218154,-0.0026369048430801277,0.007830586357223978,-0.002909340373739025,-0.006343468991625004,-0.0022837702960268047
2005-07-06,-0.013465950065571653,-0.005172853574995456,0.0023828918051076353,-0.01062084886876133,-0.007123208959863543,-0.014305354303083112
2005-07-07,0.003765920389020615,-0.010290822193555687,-0.0016279672873102922,-0.006107794395275756,0.0015427085175685798,-0.002151890571059686
2005-07-08,-0.00442102517968924,0.0034187246780805567,-0.007241175311898441,0.006382377646694592,0.009804094946143283,0.00791758698031456
2005-07-11,0.012146811325280319,0.007289558395300872,0.0014719466452251658,0.004494895440521013,0.0045198553619690655,-0.01070306098620097
2005-07-12,-0.007471465955299037,-0.009439584030525406,0.010209491078008387,-0.0003566972390516766,-0.000961674002928061,-0.001456590742499674
2005-07-13,0.005845132224284427,-0.002122669609980046,-0.0068650230401059885,0.0009114660731228271,-0.00417150637071251,-0.006329502652934021
2005-07-14,0.0015399358939169315,-0.0039015099811564925,0.006208450891153637,-0.005038093826561968,-0.005980607797633743,0.014549513495415495
2005-07-15,-0.006362615106134099,0.003408214901921246,-0.00272863324343934,0.00655316451955344,0.003685371793072072,0.0033894919188358083
2005-07-18,0.002800498284919416,-0.0018719161277160063,-0.0022165867088916715,-0.003495747611304801,0.004713870593455173,0.0070029907691654455
2005-07-19,0.009185325584748494,0.008037883422506898,-0.006952753947577211,0.0022863788145579523,-0.003055796975960332,0.0025407650075529573
2005-07-20,0.001268485190553968,-0.0022063591458010992,-0.004414957559401828,-0.0065395066696817645,-0.0011336408885514262,0.006287870708768237
2005-07-21,0.0013728466512625856,-0.0073183007572154265,0.00398069251336688,-0.0007910335417147695,0.0003347816905735159,0.00884512695092926
2005-07-22,-0.008327834278536748,-0.002712831951264874,0.004726765412540615,0.006342186359905298,0.00916423229430748,0.000506419660477261
2005-07-25,0.011842047979041358,-0.0020516876009525208,0.001515148486459631,-0.00463466548759942,0.00042576579271547186,-0.004049489884838072
2005-07-26,0.010845465781431836,0.0032565996729679706,-0.0029048771885591142,0.003846787103518356,-0.004804759274610213,-0.007281944916974361
2005-07-27,-0.0037055918868649663,-0.0021411143321929064,-0.006521343213393433,-0.005303830860925827,-0.005683211519828189,0.014269854246911446
2005-07-28,-0.000842884594829956,0.0027405790804022646,0.00047055080086135583,-0.004409555156338376,-0.004456121366015043,0.006765429216173154
2005-07-29,0.014542206726903267,-0.004642905632534111,-0.0020897258252997077,5.512362888498014e-05,0.006420110046487825,-0.01758561563645247
2005-08-01,-0.010935708210474553,-0.0016680600787679367,0.0013670885346245818,0.0049582005615696695,0.0026657019953947873,-0.0017569900836283403
2005-08-02,0.006442883913587815,-0.004610205660275128,-0.0018274261989219883,-0.001390928211655934,-0.0016274682666918055,0.003528668838673736
2005-08-03,-0.005186137731311284,-0.004979849538056829,-0.0016739887201127775,0.0031928764207070485,-0.014526483180989229,0.01357804924011581
2005-08-04,0.01818077876751641,0.007749001343704075,0.0010537641166747783,0.005820676413682933,-0.004163160691624364,-0.008621405203967798
2005-08-05,0.0010344672866533706,-0.004190777428755612,0.002213154787862334,-0.0037557429195438233,0.0018198471355413092,0.0036108059180543434
2005-08-08,0.013003785181400425,-0.0019856286928865916,0.007443527740586412,-0.007525827978300366,0.0018608380725165469,-0.002997840686798399
2005-08-09,-0.007213273484611286,0.006367626759696578,-0.0019219300044481557,-0.001677577456925498,0.0018172953675231163,-0.009375450425442711
2005-08-10,-0.01208528682324268,0.004600008377629179,0.003372967102313657,0.006465442503655702,-0.006636523945805133,0.010963438841597466
2005-08-11,-0.0019425945720111199,0.009947243299969207,0.010921732354192448,-0.00396328556387414,0.0009850069527927731,-0.007513362324603485
2005-08-12,0.0030268345794683643,0.002996811187025069,0.0035324579453653747,0.0051747486932037295,-0.004779552465279917,0.007966271075748817
2005-08-15,-0.004707316820164134,-0.0035023963381163475,0.0070855059613898754,-0.001212502653647959,0.00010945513751098135,-0.012556676484813845
2005-08-16,0.007983074262749672,0.012442867893735396,-0.003623764035612343,0.008881060416119604,-0.003738871414804921,-0.0037201070770737812
2005-08-17,-0.0016995356781042933,0.0035924844673316096,-0.0042221338420900595,0.011327110267443107,0.005452159683330609,0.004776271152635809
2005-08-18,-0.020414371617666054,-0.0008281720328099966,-0.0008562447703096245,0.0052573125690099955,0.001787234819954586,0.005934218351842229
2005-08-19,0.005928119791930008,0.0004447932982031203,-0.0002176393112824337,-0.008133014056882762,-0.0006161634194839711,0.00369505563372485
2005-08-22,-0.008425370591471575,0.0011756894767042884,0.0065249471026956685,-0.011916142959389647,0.0070018883147871394,0.00808335023836204
2005-08-23,-0.0032159738167651846,-0.0013208712487359482,-0.004278103695088128,0.00040588614829541094,-0.0017624625630925817,-0.0021088107723517273
2005-08-24,0.015931312035393556,-0.008155133611503005,-0.0004317674611855194,0.0046332500406163785,-0.006975364993568929,0.011339099821855544
2005-08-25,0.0181281172412109,0.00986032631347949,0.006548951482079261,0.0026050500282759253,0.00537936767798835,0.003052936982415621
2005-08-26,-0.005354934350928113,-3.100445704862398e-05,0.0013932615003920505,-0.0035179647120363597,0.0013610492934090807,0.006078453495648086
2005-08-29,0.006177866306318398,0.0012009790762158598,3.509817817250634e-05,-0.0073299284603491575,-0.0014933859067661505,0.003108737464039506
2005-08-30,-0.005122744904226447,0.012568864356366878,0.001530985728801585,0.004748954807158231,-0.0031187264171766748,0.0041314883480732855
2005-08-31,-0.0024687297889860313,-0.003999711579305511,-0.006665315009065176,0.009392992264839743,0.002653917715870851,-0.007809165839178979
2005-09-01,-0.005657754148985527,0.004032911948284626,-0.006762518685451762,-0.0032502792926356813,0.0041681752216875,-0.0073332261317535325
2005-09-02,-0.016843436803964846,-0.0046537921014199,-0.00942928250980165,0.004226063235433062,-0.0037335745939293757,-0.00412946157972425
2005-09-05,0.0013505522373370943,0.002026126975272632,0.0013400907242176192,0.01311467020847278,0.0029267010184582986,0.004314533445468701
2005-09-06,0.003281653869461667,0.0013090344775081484,0.0056131284990581,-0.0008486020126872327,0.0013530305058418687,-0.004508906990039383
2005-09-07,-0.006310017453111383,0.0048436065828419,0.004693518907623223,-0.0007474283654905606,-0.004047097220130694,-0.002168606943112273
2005-09-08,0.01127791711437109,0.007349012306142,0.006961767955388891,0.0028986601958920426,0.0001192921501586509,-0.00038112924780078403
2005-09-09,-0.003960802170952195,-0.0033771265471980306,0.008825333314323247,-0.001321757498701956,-0.0026332629034672025,0.011542970311708558
2005-09-12,-0.005972118248590149,0.008600049044343508,0.0009678843069289788,0.006796164931195594,0.006301691022058043,0.005022283605718482
2005-09-13,0.005665031181081062,0.009024885631367875,-0.0002876463066412935,-0.00192003712907124,-0.0031445863639983783,-0.01149044540288326
2005-09-14,-0.015026819899725291,-0.0013999123081610576,0.008955788169054759,-5.5245175504450874e-05,0.007644368980647658,0.0014775161776187753
2005-09-15,0.009466790317028058,6.050451158122322e-05,-0.004106091180062521,-0.007112222104496203,0.0007570571533118113,-0.002227377926723327
2005-09-16,-0.0036216915739436277,-0.0028661007196966342,-0.006971195722299488,-0.0010779175831111527,-0.008627565267325542,-0.0016266135068950648
2005-09-19,0.010292860763940898,-0.0017326472830618276,-0.0019332767154146108,-0.004937898297173787,-0.01076559302573937,0.00020515589233651278
2005-09-20,0.013281305258291557,-0.007120853931500408,-0.002634459856005294,0.0018303199895003206,-0.0009430357184545173,0.009206732142063143
2005-09-21,0.006801534423571413,0.0047652146339751435,0.0003899604749261257,-0.008221160940941207,0.006768130935541694,-0.006308042821284414
2005-09-22,-0.007719732927283112,-0.012201763355148632,-0.005000118146858717,0.004999437972842786,0.006253099222191555,0.0018310669313154324
2005-09-23,-0.012108317064844047,-0.004082569104576117,0.0023183988685799945,-0.004255865172103922,0.0009315653929679444,0.002525084951680336
2005-09-26,-0.013940726633352362,-0.0001769723064174048,-0.0033146722423428995,0.009020643500975558,-0.003585342846326268,-0.0015710018636852768
2005-09-27,0.011429107017013109,0.007898783982567636,0.007469222958135237,0.006953786966927458,-0.0019864937189967825,-0.004906580751886933
2005-09-28,-0.0009480011220018333,-0.00317146741581144,-0.007067393020638241,0.002778227344114164,0.0011367497193996313,-0.005842694796077835
2005-09-29,-0.005592217945308487,0.002667110026615468,-0.0007368368963126139,-0.007589949156363832,0.005536532418153963,-0.0031651132777555137
2005-09-30,-0.0009208215153889176,-0.0003859046867013847,-0.001909485749465069,-0.003039444291337664,0.0029459988833186908,0.006100999340268757
2005-10-03,0.01120621208954168,0.005770713402834004,0.0014853395360228075,-0.004381446467337796,0.00494142283098661,-0.0026667013782756986
2005-10-04,0.008187397853595502,0.0023535144937442253,0.005660226896960241,-0.00375563215161177,0.0033183732859602003,-0.000593111381119156
2005-10-05,0.0047850615570885465,0.005081256328238334,0.0016972654383336579,0.007983927679315744,0.0047944245347366545,-0.00905576785421021
2005-10-06,0.006778860574264051,-0.00320380949092754,-0.0006715471901072822,-0.0006632189551543876,-0.011205997813282834,-0.0035947900678556344
2005-10-07,0.002201723554969488,-0.005984149364950015,0.0042475302265917655,-0.0031893190917430844,-0.004362789006025697,0.002034847746870516
2005-10-10,0.003421130572964251,0.002302769914320176,0.005158148616496908,-0.0036395474012962162,-0.005424063939845961,-0.013137782822494578
2005-10-11,0.00261025231151047,-0.0028263681142355656,0.001715198780226057,-0.002559188770130912,-0.005899283868806673,0.008559143475359894
2005-10-12,0.0003993875437244628,0.00028194323109982997,0.0024255509638389733,0.002763097463761952,0.0001278509692701356,-0.004542890307775167
2005-10-13,0.007933738838312816,0.0020036496415845404,0.003979813277773682,-0.008035451935471269,-0.007136397048602048,0.01430390048258717
2005-10-14,0.004012821062003948,0.007551445183928349,-0.009763560355095504,0.0005908930496964564,-0.004618831411000819,0.003559876868118935
2005-10-17,-0.00840715031106958,0.004819423860339996,-0.00200483126873874,0.002217734164825459,-0.0003935275740717394,-0.014478783712752416
2005-10-18,0.005688743855226536,-0.0039860580366438214,0.002357403587251982,-0.008576823302587036,-0.007918043939880602,0.0024202228215827325
2005-10-19,0.002872470663793045,-0.006770133426545342,-0.0016496449026462494,-0.0069876346258725104,-0.002330840512084258,-0.0023441921099766044
2005-10-20,0.006514134689150991,0.010344286628526685,-0.0016288813378291375,-0.0001385367165948737,0.0032942151137710673,0.002519870067068283
2005-10-21,-0.0006420691361502854,-0.00939595803184607,0.0023494092567996026,0.007304913236889499,-0.0060270875611959296,0.01313388620527672
