,volatility
2020-02-29,0.19804225823315957
2020-03-31,0.1985797196994038
2020-04-30,0.19903214653239643
2020-05-31,0.19939874679776537
2020-06-30,0.19967887879318488
2020-07-31,0.1998720521716204
2020-08-31,0.19997792879963913
2020-09-30,0.1999963233492834
2020-10-31,0.19992720362247157
2020-11-30,0.19977069060735786
2020-12-31,0.19952705826655304
2021-01-31,0.19919673305757635
2021-02-28,0.19878029318637822
2021-03-31,0.19827846759524026
2021-04-30,0.19769213468682434
2021-05-31,0.19702232078660417
2021-06-30,0.1962701983463704
2021-07-31,0.1954370838919544
2021-08-31,0.19452443571876274
2021-09-30,0.19353385133915602
2021-10-31,0.19246706468614053
2021-11-30,0.1913259430782673
2021-12-31,0.19011248395105096
2022-01-31,0.18882881136063037
2022-02-28,0.18747717226579033
2022-03-31,0.18605993259485287
2022-04-30,0.184579573104323
2022-05-31,0.18303868503653664
2022-06-30,0.18143996558391356
2022-07-31,0.17978621316775317
2022-08-31,0.17808032253983794
2022-09-30,0.17632527971541906
2022-10-31,0.17452415674645225
2022-11-30,0.17268010634423456
2022-12-31,0.1707963563608538
2023-01-31,0.16887620413910986
2023-02-28,0.16692301074079918
2023-03-31,0.16494019506346422
2023-04-30,0.16293122785590647
2023-05-31,0.16089962564293864
2023-06-30,0.15884894457000906
2023-07-31,0.15678277417847422
2023-08-31,0.15470473112241476
2023-09-30,0.15261845283799216
2023-10-31,0.150527591176429
2023-11-30,0.14843580601175646
2023-12-31,0.1463467588345187
2024-01-31,0.14426410634264783
2024-02-29,0.14219149404072742
2024-03-31,0.1401325498588496
2024-04-30,0.1380908778022347
2024-05-31,0.13607005164272873
2024-06-30,0.13407360866322263
2024-07-31,0.13210504346594182
2024-08-31,0.1301678018554445
2024-09-30,0.12826527480703676
2024-10-31,0.1264007925311605
2024-11-30,0.12457761864414599
2024-12-31,0.12279894445553151
