,SKEW_Index
2006-06-19,112.9370840872797
2006-06-20,121.51508146237481
2006-06-21,123.38274380201476
2006-06-22,117.09560430911351
2006-06-23,129.61018469803273
2006-06-26,120.08810655488426
2006-06-27,112.19328508450056
2006-06-28,118.59378546831665
2006-06-29,120.31328072467899
2006-06-30,122.24483777785107
2006-07-03,118.71284737944576
2006-07-04,114.94214862147804
2006-07-05,114.52509690943859
2006-07-06,116.73200357409165
2006-07-07,117.21112318740619
2006-07-10,114.32512917550372
2006-07-11,116.33593419448151
2006-07-12,123.29729262219678
2006-07-13,128.24206303847242
2006-07-14,123.77730856935482
2006-07-17,126.52930543093406
2006-07-18,124.87059234116849
2006-07-19,124.16565164199173
2006-07-20,118.31101868471336
2006-07-21,120.70455439193474
2006-07-24,117.8969032877199
2006-07-25,118.90446418833187
2006-07-26,120.34083550193293
2006-07-27,123.56783075789514
2006-07-28,122.11661690757562
2006-07-31,119.19085368492821
2006-08-01,120.27769370445833
2006-08-02,122.16731837096764
2006-08-03,123.33697219028917
2006-08-04,112.40502418371399
2006-08-07,114.61305518050531
2006-08-08,125.53655266969672
2006-08-09,119.69565215034471
2006-08-10,117.8796170331651
2006-08-11,118.6825026353698
2006-08-14,118.68147347211723
2006-08-15,122.78968890762187
2006-08-16,114.45991803009616
2006-08-17,120.1238887324838
2006-08-18,121.23058864725202
2006-08-21,121.98133958282752
2006-08-22,121.11431998105147
2006-08-23,122.57953115157014
2006-08-24,117.13651924470844
2006-08-25,115.29098633837522
2006-08-28,132.28502221625257
2006-08-29,118.49367657712882
2006-08-30,119.07772764672715
2006-08-31,123.38920048858942
2006-09-01,127.98044646097121
2006-09-04,117.27735941532652
2006-09-05,115.00592365905237
2006-09-06,113.78923324604195
2006-09-07,127.96553110751462
2006-09-08,114.80946506769483
2006-09-11,119.86222031742217
2006-09-12,115.11357583978516
2006-09-13,112.75822041020848
2006-09-14,118.53812323453157
2006-09-15,115.3110666682942
2006-09-18,116.54185787288344
2006-09-19,130.030525487087
2006-09-20,122.12448052086201
2006-09-21,124.65734759776994
2006-09-22,124.12329781424626
2006-09-25,119.49569538460487
2006-09-26,117.80140820311188
2006-09-27,121.24467305930558
2006-09-28,120.84225384966247
2006-09-29,117.15597291417346
2006-10-02,120.6492391523343
2006-10-03,116.46835146651854
2006-10-04,119.1427103467958
2006-10-05,118.32358262741332
2006-10-06,113.6556370369711
2006-10-09,108.24420893443914
2006-10-10,115.3046837503015
2006-10-11,129.0205233229315
2006-10-12,118.45159108981636
2006-10-13,123.87984080448201
2006-10-16,109.37777428453322
2006-10-17,114.95856966017836
2006-10-18,113.22755191318825
2006-10-19,118.98849994956443
2006-10-20,132.10977740267623
2006-10-23,122.30119471613959
2006-10-24,128.47806266639043
2006-10-25,118.72781636157168
2006-10-26,126.82434686927536
2006-10-27,130.36628353341445
2006-10-30,119.45315466794771
2006-10-31,117.30367644386318
2006-11-01,113.41094531504923
2006-11-02,118.45469870711516
2006-11-03,120.40948337600396
2006-11-06,130.15476808674575
2006-11-07,113.52513012951957
2006-11-08,120.29830946848489
2006-11-09,110.92845939305191
2006-11-10,117.86618585580716
2006-11-13,121.5569767870601
2006-11-14,122.56291576344279
2006-11-15,122.94511539820961
2006-11-16,121.98702016443423
2006-11-17,122.9021097004812
2006-11-20,120.22869564501332
2006-11-21,114.76066847005514
2006-11-22,110.74171518159972
2006-11-23,117.26656089131392
2006-11-24,119.32692283468386
2006-11-27,126.2696589858774
2006-11-28,119.49699162421906
2006-11-29,119.01715482891653
2006-11-30,121.9276356342089
2006-12-01,118.649940062744
2006-12-04,124.0527099947347
2006-12-05,129.8966680919194
2006-12-06,130.9539275710535
2006-12-07,120.48520313622245
2006-12-08,121.68446182347724
2006-12-11,127.89428060186742
2006-12-12,119.25018988551865
2006-12-13,123.3959607096209
2006-12-14,114.32419935157087
2006-12-15,118.445804258625
2006-12-18,125.78057308322653
2006-12-19,116.40902183106188
2006-12-20,119.35974410635161
2006-12-21,112.1289517719894
2006-12-22,130.02884147254818
2006-12-25,126.31514034908452
2006-12-26,120.94049783076375
2006-12-27,122.53756436041164
2006-12-28,121.97949053471685
2006-12-29,126.92155876515393
2007-01-01,117.40599978814313
2007-01-02,123.66133809964116
2007-01-03,125.38708249426087
2007-01-04,126.07662985238228
2007-01-05,108.70314558084151
2007-01-08,117.00362760867428
2007-01-09,114.90414689349048
2007-01-10,120.74794142785343
2007-01-11,109.91984890242864
2007-01-12,109.77188554527199
2007-01-15,130.8504749593813
2007-01-16,123.0884469413167
2007-01-17,120.60504621599407
2007-01-18,121.81836323919491
2007-01-19,120.7317046187459
2007-01-22,124.98675328275763
2007-01-23,116.8377790396801
2007-01-24,120.93307413036784
2007-01-25,121.13710633968857
2007-01-26,114.76571020770831
2007-01-29,126.38491529531527
2007-01-30,117.77161630049295
2007-01-31,125.0871083490445
2007-02-01,120.5745636318574
2007-02-02,128.1679241620453
2007-02-05,114.79310455739238
2007-02-06,114.57620599244775
2007-02-07,115.47152204497846
2007-02-08,120.66647775257186
2007-02-09,127.70734197889102
2007-02-12,127.96546809082625
2007-02-13,108.4501569978078
2007-02-14,121.2485358061127
2007-02-15,103.93523194742488
2007-02-16,123.97515896892517
2007-02-19,125.59084707447603
2007-02-20,119.79877862653908
2007-02-21,120.41990788747377
2007-02-22,120.3681944647012
2007-02-23,116.07779040629377
2007-02-26,122.1585289266074
2007-02-27,118.84295999173371
2007-02-28,124.6514585464481
2007-03-01,119.43186532740386
2007-03-02,115.69488446755871
2007-03-05,112.32067664567245
2007-03-06,110.67967587472144
2007-03-07,126.56254671977217
2007-03-08,117.71105323570491
2007-03-09,121.69287095040825
2007-03-12,128.9161494587226
2007-03-13,117.18597834351054
2007-03-14,116.86261257809423
2007-03-15,119.33919123822338
2007-03-16,120.14716350209996
2007-03-19,129.43775675127924
2007-03-20,127.82910297047057
2007-03-21,123.10437707953373
2007-03-22,127.24706884498434
2007-03-23,119.10890493716072
2007-03-26,121.49582283594239
2007-03-27,118.49243177730652
2007-03-28,113.5481580871018
2007-03-29,126.01937370896798
2007-03-30,122.65849366994931
2007-04-02,120.09036736711832
2007-04-03,119.98766075343913
2007-04-04,112.46892564546746
2007-04-05,115.11262333423642
2007-04-06,121.68076585057013
2007-04-09,117.35443666362747
2007-04-10,118.91143479391255
2007-04-11,119.4767196761045
2007-04-12,116.58765615491444
2007-04-13,115.16040839987974
2007-04-16,111.93821184537313
2007-04-17,119.2674086049423
2007-04-18,123.09304273805142
2007-04-19,111.78182928890024
2007-04-20,119.87976087450087
2007-04-23,121.4057162634578
2007-04-24,115.05209798135428
2007-04-25,127.11070905774044
2007-04-26,118.07142315480796
2007-04-27,119.49370155771744
2007-04-30,119.1936524970101
2007-05-01,111.14612788704471
2007-05-02,125.04376035842022
2007-05-03,115.22240615790382
2007-05-04,118.81739742297133
2007-05-07,122.98830500638998
2007-05-08,127.30451713072267
2007-05-09,114.6003385905158
2007-05-10,117.76758207202786
2007-05-11,126.91209315003577
2007-05-14,122.31856939637723
2007-05-15,123.35585679525803
2007-05-16,114.74434132111917
2007-05-17,118.10395235036721
2007-05-18,119.16082283809784
2007-05-21,115.71052621328514
2007-05-22,111.62715187163046
2007-05-23,117.44750720618202
2007-05-24,126.77144099792216
2007-05-25,120.29586732780248
2007-05-28,126.87145456786688
2007-05-29,120.8951045711476
2007-05-30,116.17646135206019
2007-05-31,126.38809506615861
2007-06-01,121.06163070333949
2007-06-04,124.80919416213699
2007-06-05,114.65835914439714
2007-06-06,125.19378144807251
2007-06-07,125.344446377721
2007-06-08,121.44883572178267
2007-06-11,115.96538957095109
2007-06-12,119.76995585643694
2007-06-13,123.05645573619123
2007-06-14,121.17285009968266
2007-06-15,123.00541369053882
2007-06-18,125.06122953826453
2007-06-19,116.7577667331404
2007-06-20,114.2246218951993
2007-06-21,119.81230599313879
2007-06-22,118.35128420565066
2007-06-25,123.92923206578075
2007-06-26,114.62750805170596
2007-06-27,125.1019093708884
2007-06-28,126.76806054773382
2007-06-29,120.00152482131145
2007-07-02,120.30368062790652
2007-07-03,116.16226749384923
2007-07-04,117.28669550512967
2007-07-05,117.95831659677158
2007-07-06,127.21470033918965
2007-07-09,119.64064607094613
2007-07-10,113.38913521679996
2007-07-11,121.27677171056001
2007-07-12,124.13145062311138
2007-07-13,119.87294315339203
2007-07-16,127.34606719863494
2007-07-17,123.88754333632949
2007-07-18,114.75435635056073
2007-07-19,117.24283593801799
2007-07-20,121.13113140712305
2007-07-23,111.66905380986697
2007-07-24,121.68178368735308
2007-07-25,111.19208786372675
2007-07-26,125.11716727782255
2007-07-27,124.53636842395854
2007-07-30,122.52390680457535
2007-07-31,116.62060817823844
2007-08-01,120.8510141230677
2007-08-02,117.43311256242676
2007-08-03,114.84592361274967
2007-08-06,118.30628494114295
2007-08-07,123.49132768246048
2007-08-08,120.2190709641588
2007-08-09,127.25354962067212
2007-08-10,123.82890269740138
2007-08-13,123.2934540695281
2007-08-14,111.95536725277198
2007-08-15,118.57420734922361
2007-08-16,114.678137947829
2007-08-17,119.08498560188048
2007-08-20,116.53361938038421
2007-08-21,118.1119752347103
2007-08-22,125.30581366186925
2007-08-23,122.37624964502918
2007-08-24,125.03557214490817
2007-08-27,111.99658445492007
2007-08-28,120.28987348307832
2007-08-29,124.833524906983
2007-08-30,127.53147957443578
2007-08-31,112.25955805153754
2007-09-03,118.24258181919416
2007-09-04,125.17113337002381
2007-09-05,119.03860843594278
2007-09-06,115.44791162915138
2007-09-07,112.25000410751996
2007-09-10,115.25649232668417
2007-09-11,111.55549165718135
2007-09-12,120.29230228417013
2007-09-13,124.4815509288933
2007-09-14,113.69512620545697
2007-09-17,121.28864870605527
2007-09-18,124.22635514722933
2007-09-19,119.98645836575825
2007-09-20,111.94652852541377
2007-09-21,121.93105777331252
2007-09-24,119.72676527617764
2007-09-25,119.21747675699572
2007-09-26,117.26581377119767
2007-09-27,120.4339371313702
2007-09-28,122.5490895422348
2007-10-01,131.95324067167925
2007-10-02,120.56166034193602
2007-10-03,127.55570580006336
2007-10-04,121.78877541713439
2007-10-05,119.50235836176124
2007-10-08,120.74273763855646
2007-10-09,113.89131815153745
2007-10-10,121.52930135376019
2007-10-11,110.03967467589314
2007-10-12,115.68666821055734
2007-10-15,120.54921546566905
2007-10-16,125.96991136589422
2007-10-17,127.15312198499197
2007-10-18,118.81726710179532
2007-10-19,120.77858659765221
2007-10-22,124.92181234791013
2007-10-23,113.3525321390354
2007-10-24,122.02373752657752
2007-10-25,115.86053566317095
2007-10-26,119.1408747766164
2007-10-29,117.70488374752843
2007-10-30,122.17679063524074
2007-10-31,122.75151837004545
2007-11-01,124.45539338698698
2007-11-02,121.74099414232224
2007-11-05,120.85826884984448
2007-11-06,129.270119002193
2007-11-07,112.37820464901411
2007-11-08,128.4780493006462
2007-11-09,118.55089045565802
2007-11-12,122.85445793184152
2007-11-13,118.371701597032
2007-11-14,116.48729185224187
2007-11-15,122.42288596397114
2007-11-16,125.21064154307221
2007-11-19,122.36503977483703
2007-11-20,117.28942106658559
2007-11-21,138.05675031407836
2007-11-22,125.99286835433126
2007-11-23,124.66671152103626
2007-11-26,118.23517884628897
2007-11-27,116.87417105855481
2007-11-28,118.6008046207853
2007-11-29,125.40703272196242
2007-11-30,115.04697831462086
2007-12-03,114.65898084272841
2007-12-04,122.6977376668051
2007-12-05,121.5959822232106
2007-12-06,116.14843231054552
2007-12-07,114.54398210792388
2007-12-10,127.18948496684216
2007-12-11,121.78502212649781
2007-12-12,113.18232068135984
2007-12-13,113.53187231958853
2007-12-14,118.19244013774765
2007-12-17,123.66420903498816
2007-12-18,122.9750440105414
2007-12-19,125.65839268500609
2007-12-20,112.54825096269602
2007-12-21,121.11923344889829
2007-12-24,127.1295516616068
2007-12-25,126.66400865238049
2007-12-26,121.79454990706343
2007-12-27,131.74009254326938
2007-12-28,123.0464255820793
2007-12-31,125.21373316420672
2008-01-01,140.22223959387753
2008-01-02,136.09512353577855
2008-01-03,135.62395399610625
2008-01-04,140.9080760739721
2008-01-07,138.94248996574896
2008-01-08,131.1570716504326
2008-01-09,134.8710320753713
2008-01-10,138.40798212972953
2008-01-11,143.63639687968578
2008-01-14,139.91963056918962
2008-01-15,139.63967894749743
2008-01-16,135.06543686498344
2008-01-17,140.1158304003105
2008-01-18,146.59550513722994
2008-01-21,140.7778755637928
2008-01-22,132.4634320925907
2008-01-23,133.74238602847734
2008-01-24,142.94394438611576
2008-01-25,138.8784226238869
2008-01-28,139.62709884948242
2008-01-29,136.9363291249262
2008-01-30,142.51706106099957
2008-01-31,138.49541143377326
2008-02-01,139.066933891357
2008-02-04,135.74388304168437
2008-02-05,144.60845649071385
2008-02-06,138.89433604191788
2008-02-07,143.0394016655988
2008-02-08,134.03204217982992
2008-02-11,148.66941569189305
2008-02-12,146.3868701925661
2008-02-13,130.45101165170536
2008-02-14,135.99031262468142
2008-02-15,142.38817195504942
2008-02-18,133.40135671925498
2008-02-19,139.34202958918337
2008-02-20,142.133158929884
2008-02-21,139.07637044010258
2008-02-22,142.69419351768548
2008-02-25,136.5333504769906
2008-02-26,128.7790922891594
2008-02-27,144.9105765608253
2008-02-28,144.87907326801263
2008-02-29,152.51818321144165
2008-03-03,128.96406741032843
2008-03-04,143.75416054673408
2008-03-05,130.15658930958307
2008-03-06,148.7824664083766
2008-03-07,142.43933416848006
2008-03-10,135.24035576161873
2008-03-11,143.90111237300718
2008-03-12,137.23477496141533
2008-03-13,141.50208049775634
2008-03-14,141.02980358104543
2008-03-17,148.72084068073647
2008-03-18,149.07462955043258
2008-03-19,137.01367313363247
2008-03-20,145.29052808998017
2008-03-21,141.7742007778515
2008-03-24,132.93658966496542
2008-03-25,136.5188580981391
2008-03-26,151.68073049799813
2008-03-27,141.7892720055233
2008-03-28,144.9988978975876
2008-03-31,138.93977843816504
2008-04-01,137.3002904264033
2008-04-02,140.13632253817238
2008-04-03,138.66947972376892
2008-04-04,132.533735344842
2008-04-07,134.98337271272985
2008-04-08,143.53942257206114
2008-04-09,138.09654655448793
2008-04-10,140.12852441013953
2008-04-11,141.17461525248603
2008-04-14,141.5652502440936
2008-04-15,145.73289530657684
2008-04-16,134.50652092465734
2008-04-17,142.85126361771813
2008-04-18,143.77513896759825
2008-04-21,144.92925889500754
2008-04-22,132.93541200292563
2008-04-23,141.27409609173498
2008-04-24,148.5803797319926
2008-04-25,139.5043974042169
2008-04-28,142.41747350982146
2008-04-29,143.90197797292592
2008-04-30,134.8726507780087
2008-05-01,149.16912364499987
2008-05-02,142.4975039848445
2008-05-05,142.59751407096712
2008-05-06,131.68986310994734
2008-05-07,143.97272399106657
2008-05-08,142.5320517068957
2008-05-09,148.12095663861032
2008-05-12,138.44367392847823
2008-05-13,135.0617083520078
2008-05-14,136.58880502612834
2008-05-15,137.4751088249635
2008-05-16,134.40576740934313
2008-05-19,146.45080011882996
2008-05-20,146.63848931465833
2008-05-21,139.0210414942997
2008-05-22,138.03620038957905
2008-05-23,130.92259043340346
2008-05-26,143.47980627651802
2008-05-27,148.26720054412922
2008-05-28,136.8140264137022
2008-05-29,139.416077371118
2008-05-30,142.17145730657865
2008-06-02,148.62209180304953
2008-06-03,140.99888110917547
2008-06-04,140.9771495801326
2008-06-05,140.89659250579902
2008-06-06,132.87483746548162
2008-06-09,132.7660467308507
2008-06-10,135.96002415442564
2008-06-11,145.06445287018687
2008-06-12,138.32321464727005
2008-06-13,137.35197975598854
2008-06-16,137.26412697928117
2008-06-17,139.31171560763661
2008-06-18,148.5105396705082
2008-06-19,139.2440130715144
2008-06-20,136.0685129731257
2008-06-23,140.12622814540816
2008-06-24,148.77541802880768
2008-06-25,137.4858764053219
2008-06-26,134.09497495784527
2008-06-27,137.4950436513479
2008-06-30,140.64381868174218
2008-07-01,143.44120475412672
2008-07-02,145.03441789341122
2008-07-03,134.77141363018836
2008-07-04,135.24577332770465
2008-07-07,138.38368870306255
2008-07-08,143.42246512348447
2008-07-09,133.6999605117387
2008-07-10,136.9633654479115
2008-07-11,137.03628135294025
2008-07-14,144.70874427682185
2008-07-15,142.6413038033222
2008-07-16,144.5185918052496
2008-07-17,146.69338987116527
2008-07-18,138.47174952455458
2008-07-21,134.0629692257316
2008-07-22,134.0951819107649
2008-07-23,130.8094621747058
2008-07-24,137.70616585166903
2008-07-25,138.0788869258413
2008-07-28,143.93776703402523
2008-07-29,140.084571085883
2008-07-30,137.54835777828697
