,MOVE_Index
2006-10-06,68.58659925833406
2006-10-09,76.37548740526877
2006-10-10,79.63740748605541
2006-10-11,69.12276120706032
2006-10-12,82.26898276586338
2006-10-13,82.24037953249304
2006-10-16,76.77482994543921
2006-10-17,65.87178774622618
2006-10-18,65.10536946608077
2006-10-19,63.50094916247969
2006-10-20,77.59332856190528
2006-10-23,60.305854340085084
2006-10-24,75.41470123288806
2006-10-25,61.351125217407095
2006-10-26,76.58836895873578
2006-10-27,70.13775666184448
2006-10-30,80.66910849487861
2006-10-31,79.13163662657017
2006-11-01,81.4805232960169
2006-11-02,81.6865497463129
2006-11-03,71.14904667190558
2006-11-06,60.72965546860316
2006-11-07,61.579815560020975
2006-11-08,53.3052117654725
2006-11-09,61.33067333257525
2006-11-10,70.5505892616372
2006-11-13,65.5227665533987
2006-11-14,68.55891516472118
2006-11-15,73.94172335569121
2006-11-16,67.56747793547393
2006-11-17,61.02536959669933
2006-11-20,69.57413065949254
2006-11-21,62.81207610581724
2006-11-22,67.83370802416749
2006-11-23,80.74221571538402
2006-11-24,67.83595756723061
2006-11-27,84.16766042678196
2006-11-28,81.45308789550376
2006-11-29,65.36555753136766
2006-11-30,61.1110098686738
2006-12-01,69.57956670463845
2006-12-04,79.22662210717512
2006-12-05,66.07847275017049
2006-12-06,77.2647223860971
2006-12-07,79.66751991308871
2006-12-08,63.807794797099156
2006-12-11,64.59159129369131
2006-12-12,75.70129625701605
2006-12-13,71.21478039713257
2006-12-14,64.51150778765057
2006-12-15,67.18255641504331
2006-12-18,69.43584357818065
2006-12-19,57.481164600356315
2006-12-20,76.12514485186156
2006-12-21,66.17046248848646
2006-12-22,47.73027020961521
2006-12-25,69.80903225352438
2006-12-26,64.06742992885194
2006-12-27,83.51057753842142
2006-12-28,65.31643983264026
2006-12-29,61.218853091371116
2007-01-01,74.06346135969613
2007-01-02,64.71642105593934
2007-01-03,63.76435038998214
2007-01-04,74.07601106259524
2007-01-05,61.67626153688347
2007-01-08,58.341810734404376
2007-01-09,83.8079840167547
2007-01-10,74.63598990080516
2007-01-11,67.88632572004508
2007-01-12,69.97218232238451
2007-01-15,74.04691486492925
2007-01-16,77.78669959690737
2007-01-17,63.95219766947991
2007-01-18,72.92917220772546
2007-01-19,65.94636659031809
2007-01-22,68.48815004389901
2007-01-23,71.28554293971924
2007-01-24,69.94657141557862
2007-01-25,75.88453518642058
2007-01-26,73.89669247292476
2007-01-29,57.93464632502258
2007-01-30,59.137414343476465
2007-01-31,67.04226652192565
2007-02-01,84.6290020995346
2007-02-02,63.18726533998718
2007-02-05,68.33421832309797
2007-02-06,65.70923178434782
2007-02-07,65.56764492729536
2007-02-08,71.42591795124045
2007-02-09,81.20621820956521
2007-02-12,73.64774719904472
2007-02-13,63.571752308583264
2007-02-14,92.02583608642566
2007-02-15,70.628585767689
2007-02-16,65.38223234894309
2007-02-19,81.29677099742071
2007-02-20,66.24743505644945
2007-02-21,83.30330923989955
2007-02-22,63.03485767226667
2007-02-23,81.44024311137096
2007-02-26,71.60838131425355
2007-02-27,80.32841786161947
2007-02-28,85.21412566961236
2007-03-01,60.93914167582997
2007-03-02,80.20617456606658
2007-03-05,58.728768764596765
2007-03-06,61.62252515801417
2007-03-07,63.5727243216605
2007-03-08,74.02909308942289
2007-03-09,70.26412701547888
2007-03-12,68.66291132669731
2007-03-13,71.16988223217889
2007-03-14,74.73031671434778
2007-03-15,75.34598499153083
2007-03-16,78.75333468492104
2007-03-19,84.56027850213951
2007-03-20,69.82910102046819
2007-03-21,65.83128830295267
2007-03-22,74.90828903348151
2007-03-23,60.845961469883036
2007-03-26,64.5703669431071
2007-03-27,77.99504757114232
2007-03-28,69.00697300145836
2007-03-29,60.33446033313569
2007-03-30,58.08157547707861
2007-04-02,70.38973343515046
2007-04-03,79.13517229574408
2007-04-04,79.0283662202495
2007-04-05,70.88704402314269
2007-04-06,86.07127535276902
2007-04-09,69.1614370724763
2007-04-10,68.89145901282072
2007-04-11,49.460512722088
2007-04-12,66.42109640671028
2007-04-13,76.81612027926795
2007-04-16,82.51169069487763
2007-04-17,63.35812293066172
2007-04-18,73.6980186343444
2007-04-19,78.3750322585863
2007-04-20,70.08966522556719
2007-04-23,51.73375633978216
2007-04-24,71.97831999659402
2007-04-25,76.09144499248714
2007-04-26,62.42061683985233
2007-04-27,67.9667637530049
2007-04-30,60.75603166296989
2007-05-01,49.438819611357175
2007-05-02,78.21603529430125
2007-05-03,69.97001172958518
2007-05-04,82.78139997363986
2007-05-07,76.85857753524942
2007-05-08,67.16632190667642
2007-05-09,69.33455471916473
2007-05-10,74.52941912616139
2007-05-11,77.73506733404595
2007-05-14,72.5813650459361
2007-05-15,78.84474516231587
2007-05-16,67.62665010660423
2007-05-17,62.02285162571451
2007-05-18,69.48152597151096
2007-05-21,71.64147912588948
2007-05-22,60.38771684208571
2007-05-23,59.30622332682702
2007-05-24,73.57909037178742
2007-05-25,66.74914518903661
2007-05-28,68.67327275470399
2007-05-29,67.12245867439341
2007-05-30,82.16480721410569
2007-05-31,80.09408928316
2007-06-01,60.10117047968666
2007-06-04,65.73765429535642
2007-06-05,76.80003414375675
2007-06-06,74.81548989682594
2007-06-07,69.66833630136172
2007-06-08,60.89919836028612
2007-06-11,64.53967963077163
2007-06-12,65.86585945962969
2007-06-13,72.2159546489528
2007-06-14,83.6298172375779
2007-06-15,64.50495812169498
2007-06-18,61.791718019558076
2007-06-19,69.13130818537645
2007-06-20,78.25391184411247
2007-06-21,58.424936265914376
2007-06-22,81.62907320699958
2007-06-25,68.62374910307464
2007-06-26,64.12543998149302
2007-06-27,57.198485705902726
2007-06-28,75.65216618736503
2007-06-29,68.63063043806773
2007-07-02,71.36564386203605
2007-07-03,62.79350607190909
2007-07-04,67.44723172599181
2007-07-05,66.10735002916209
2007-07-06,69.19525515697434
2007-07-09,64.64358138899351
2007-07-10,57.72655231450223
2007-07-11,91.82799796237285
2007-07-12,59.09276602129989
2007-07-13,71.45167205554031
2007-07-16,55.823777372607665
2007-07-17,54.0236205070562
2007-07-18,70.78261193481814
2007-07-19,71.39494070214643
2007-07-20,80.09199192641907
2007-07-23,73.19637472812565
2007-07-24,68.80151425003368
2007-07-25,62.40319804747997
2007-07-26,81.99209654586839
2007-07-27,77.43080996840179
2007-07-30,60.0293641780126
2007-07-31,70.30370982568508
2007-08-01,71.15241785221197
2007-08-02,67.23477074715464
2007-08-03,76.17480388645436
2007-08-06,76.65386510678542
2007-08-07,68.47611441755916
2007-08-08,67.75304603361873
2007-08-09,81.99166770134025
2007-08-10,77.4627111388979
2007-08-13,70.57888311926708
2007-08-14,56.96632768735957
2007-08-15,72.75200085044028
2007-08-16,75.58466771934134
2007-08-17,47.96382697281302
2007-08-20,72.0149555865442
2007-08-21,66.66646410563412
2007-08-22,68.2331657589636
2007-08-23,62.740952377893436
2007-08-24,68.81448567677086
2007-08-27,81.13593260945065
2007-08-28,66.42881200947588
2007-08-29,77.72458847034547
2007-08-30,63.549350248963115
2007-08-31,76.07004954124831
2007-09-03,70.01324684497561
2007-09-04,72.81619863031425
2007-09-05,70.0572260487799
2007-09-06,75.13300185952967
2007-09-07,49.459319056529935
2007-09-10,58.64139749233944
2007-09-11,73.33664398406916
2007-09-12,53.651693168830114
2007-09-13,65.75535715482232
2007-09-14,69.5652732717068
2007-09-17,63.37487889909683
2007-09-18,64.46750877844981
2007-09-19,72.17265760122874
2007-09-20,78.07435964623848
2007-09-21,62.332404949961536
2007-09-24,65.39953443050103
2007-09-25,64.14991221338364
2007-09-26,50.62896198498177
2007-09-27,71.13369432254007
2007-09-28,77.47774196662793
2007-10-01,78.13314565852706
2007-10-02,63.03386898847409
2007-10-03,59.98641561183886
2007-10-04,70.17284438073348
2007-10-05,76.63418949253173
2007-10-08,71.23880358648307
2007-10-09,72.3144370869901
2007-10-10,79.13464742188987
2007-10-11,64.08690752615438
2007-10-12,68.24023930661576
2007-10-15,83.07684409408961
2007-10-16,68.42551101521899
2007-10-17,59.86130427226743
2007-10-18,64.64515122999764
2007-10-19,62.49456119023006
2007-10-22,72.85730068561017
2007-10-23,62.83242397128977
2007-10-24,72.16827402288996
2007-10-25,64.1114782516748
2007-10-26,53.012971692814176
2007-10-29,72.45295829585538
2007-10-30,71.18770945237512
2007-10-31,74.14206252567072
2007-11-01,64.61610224667794
2007-11-02,63.76364419712499
2007-11-05,73.21173486785237
2007-11-06,82.15215658024785
2007-11-07,70.08934407605062
2007-11-08,73.39668076837717
2007-11-09,67.42729852459435
2007-11-12,57.65095582501052
2007-11-13,77.73943535323247
2007-11-14,77.26731391268929
2007-11-15,75.68619220140155
2007-11-16,68.54443649326065
2007-11-19,74.77644879790833
2007-11-20,77.15009437910264
2007-11-21,82.96126947965365
2007-11-22,77.90820883717953
2007-11-23,70.51056980026911
2007-11-26,59.533973956605024
2007-11-27,71.24526638137392
2007-11-28,72.05261916679446
2007-11-29,75.67223820254644
2007-11-30,80.8311348745874
2007-12-03,69.23879590354576
2007-12-04,86.80789751850489
2007-12-05,55.92570383967538
2007-12-06,73.354734979693
2007-12-07,63.611836862527774
2007-12-10,54.74222400248958
2007-12-11,68.38580498960673
2007-12-12,58.34261841263235
2007-12-13,68.70857681573746
2007-12-14,70.27815398475565
2007-12-17,78.94833127468759
2007-12-18,57.9393189218885
2007-12-19,77.26756132516618
2007-12-20,70.78464360223835
2007-12-21,78.23079322887676
2007-12-24,66.54599059975098
2007-12-25,59.34204330589244
2007-12-26,60.26000539027307
2007-12-27,59.665540370663074
2007-12-28,73.82251322336523
2007-12-31,81.8153761777176
2008-01-01,100.48038778675824
2008-01-02,110.03308238606226
2008-01-03,92.81246353491504
2008-01-04,106.44256999341839
2008-01-07,110.34850093069701
2008-01-08,93.41500179778505
2008-01-09,103.36893224816116
2008-01-10,110.72733712388452
2008-01-11,81.52983482216419
2008-01-14,115.68362449361393
2008-01-15,107.82943500712838
2008-01-16,110.73382118173875
2008-01-17,101.69824576644189
2008-01-18,91.21822014747715
2008-01-21,109.27250365053561
2008-01-22,104.33927739666791
2008-01-23,105.25692364345856
2008-01-24,113.70085588159162
2008-01-25,111.09651099090078
2008-01-28,120.3698993367169
2008-01-29,106.23083383098799
2008-01-30,99.47030049767106
2008-01-31,103.49266522473019
2008-02-01,108.32530698030885
2008-02-04,113.12685215194382
2008-02-05,93.26372838849025
2008-02-06,105.06830092143335
2008-02-07,117.87633325630695
2008-02-08,103.07832903197983
2008-02-11,112.44809483895284
2008-02-12,108.94494021772805
2008-02-13,112.64688485219983
2008-02-14,98.52191566720055
2008-02-15,98.55678663947535
2008-02-18,105.1621751369783
2008-02-19,92.7422257020775
2008-02-20,102.84207514710674
2008-02-21,107.02301326012534
2008-02-22,119.27708485559818
2008-02-25,108.22174551415857
2008-02-26,110.00182776698482
2008-02-27,114.31580677640005
2008-02-28,97.28273928883955
2008-02-29,103.67933870103211
2008-03-03,124.40330073443114
2008-03-04,104.36702222092393
2008-03-05,113.93144599025766
2008-03-06,112.70990301738486
2008-03-07,93.17509028489849
2008-03-10,107.48383421604747
2008-03-11,106.1739797776418
2008-03-12,107.63967030272347
2008-03-13,98.96710016167151
2008-03-14,96.06464390470273
2008-03-17,101.19191999983319
2008-03-18,104.21764002332638
2008-03-19,114.47987558080253
2008-03-20,119.53848655780486
2008-03-21,116.17278276978543
2008-03-24,111.88148168625476
2008-03-25,96.96527790160329
2008-03-26,101.72883060008404
2008-03-27,106.67940841930398
2008-03-28,99.9404876953906
2008-03-31,109.61764522022361
2008-04-01,110.7638888660343
2008-04-02,109.29032050052375
2008-04-03,113.20107683646066
2008-04-04,97.76327029029541
2008-04-07,112.46262963273759
2008-04-08,99.43483639903843
2008-04-09,97.47251237885692
2008-04-10,109.25692907349105
2008-04-11,114.72698849759185
2008-04-14,108.90410789100808
2008-04-15,105.16643219018036
2008-04-16,107.48123060881206
2008-04-17,106.09141534453823
2008-04-18,95.99239283091686
2008-04-21,95.05903884044068
2008-04-22,104.36939296421237
2008-04-23,105.63885468615443
2008-04-24,105.09065902694188
2008-04-25,110.40881290919931
2008-04-28,103.27618627068529
2008-04-29,109.50383345523885
2008-04-30,103.84330586138842
2008-05-01,119.58687169629172
2008-05-02,105.64570981381158
2008-05-05,123.72578089220542
2008-05-06,107.81609272872691
2008-05-07,103.29058263529427
2008-05-08,97.8044161899226
2008-05-09,93.45689140753845
2008-05-12,97.06846172483074
2008-05-13,97.96314952668808
2008-05-14,108.15856016329741
2008-05-15,100.7906770315185
2008-05-16,106.49541642043599
2008-05-19,115.25582689901348
2008-05-20,104.29753318692117
2008-05-21,121.63325358773443
2008-05-22,95.59351215728643
2008-05-23,103.79533161300057
2008-05-26,100.68549661111217
2008-05-27,112.49205284845607
2008-05-28,87.08166695707104
2008-05-29,93.45507768657751
2008-05-30,104.1412254203923
2008-06-02,117.41102176807594
2008-06-03,106.80673467229846
2008-06-04,94.18762036588613
2008-06-05,95.42266725847816
2008-06-06,118.38391762275963
2008-06-09,100.03092160963007
2008-06-10,97.45629302040189
2008-06-11,116.81898048504688
2008-06-12,113.08877604469592
2008-06-13,115.19247714613437
2008-06-16,97.39966495787347
2008-06-17,92.79915487188512
2008-06-18,106.06533191490165
2008-06-19,107.68100906458932
2008-06-20,107.91681442963865
2008-06-23,116.82547148511202
2008-06-24,91.12986327993401
2008-06-25,111.87756041038213
2008-06-26,96.22699964682145
2008-06-27,111.84588256688673
2008-06-30,101.20034636382898
2008-07-01,98.48822563287591
2008-07-02,100.12077834440638
2008-07-03,93.43511839378749
2008-07-04,105.32343151866773
2008-07-07,98.81861287471634
2008-07-08,111.29038584720223
2008-07-09,110.12044864826333
2008-07-10,118.50525642322232
2008-07-11,107.93061986832862
2008-07-14,109.16542213664059
2008-07-15,116.20079849462252
2008-07-16,99.97869843178643
2008-07-17,93.09393429741574
2008-07-18,106.60075247302714
2008-07-21,93.61893224628477
2008-07-22,124.63150938340311
2008-07-23,116.64398633663154
2008-07-24,122.31181066641264
2008-07-25,105.49957581330503
2008-07-28,109.40458874961278
2008-07-29,101.32419654437885
