,VIX
2005-12-02,14.509296096103236
2005-12-05,12.9846073359683
2005-12-06,17.51671970851588
2005-12-07,16.7599795281481
2005-12-08,13.778877492644334
2005-12-09,15.864237998630662
2005-12-12,15.910035261851773
2005-12-13,16.072319195117267
2005-12-14,11.333872009847386
2005-12-15,16.91214230793091
2005-12-16,13.800029471110285
2005-12-19,14.097683134645711
2005-12-20,20.180888700754124
2005-12-21,15.721087577377011
2005-12-22,14.44794239109575
2005-12-23,10.658061599882888
2005-12-26,17.79975520600079
2005-12-27,12.456498711409534
2005-12-28,13.069273299465854
2005-12-29,14.457828451103785
2005-12-30,18.030820038023002
2006-01-02,16.65178338079613
2006-01-03,14.783675852177911
2006-01-04,15.391808265129164
2006-01-05,13.472013987975883
2006-01-06,14.92683593770948
2006-01-09,14.669423729938565
2006-01-10,16.623531162138164
2006-01-11,16.477333477857293
2006-01-12,15.486927548720983
2006-01-13,13.787351726946099
2006-01-16,16.13981875972517
2006-01-17,14.32865102342088
2006-01-18,12.465075593616204
2006-01-19,13.82335205332255
2006-01-20,14.70083073960828
2006-01-23,16.39841868679545
2006-01-24,14.230836744708997
2006-01-25,12.11947397882821
2006-01-26,14.658334976400065
2006-01-27,14.733232330233355
2006-01-30,14.889347242450881
2006-01-31,16.42362808400634
2006-02-01,16.78033321389181
2006-02-02,13.430283439065994
2006-02-03,13.599721605197066
2006-02-06,12.556402319431758
2006-02-07,16.0192525724001
2006-02-08,17.578093169163036
2006-02-09,14.078388283443262
2006-02-10,14.16342105782906
2006-02-13,17.559035076041273
2006-02-14,15.587285575207451
2006-02-15,15.389704802685124
2006-02-16,12.220360590837664
2006-02-17,15.99535128994046
2006-02-20,12.71033151083604
2006-02-21,12.390523807528965
2006-02-22,13.995750977953117
2006-02-23,13.598994896473057
2006-02-24,14.390343838792719
2006-02-27,11.868680457420755
2006-02-28,16.61225823538624
2006-03-01,17.024727571996078
2006-03-02,10.935707061224937
2006-03-03,16.785217461443253
2006-03-06,13.218977328797775
2006-03-07,16.681752151985442
2006-03-08,14.771750953803455
2006-03-09,15.020904805415288
2006-03-10,14.572939113167463
2006-03-13,17.345624700154154
2006-03-14,12.552067951835843
2006-03-15,16.32946628925472
2006-03-16,17.397796905163865
2006-03-17,16.758364617181023
2006-03-20,19.97718266891031
2006-03-21,14.338086611943575
2006-03-22,17.27956310692069
2006-03-23,15.18518882629963
2006-03-24,17.851167944251042
2006-03-27,15.378677396602237
2006-03-28,14.677819526863727
2006-03-29,17.983893430008575
2006-03-30,14.597863871796003
2006-03-31,12.65493449388278
2006-04-03,14.325273384057462
2006-04-04,16.71284413093219
2006-04-05,18.338022010325602
2006-04-06,15.83861523944966
2006-04-07,18.315585174251115
2006-04-10,12.961616519543185
2006-04-11,14.701713995713982
2006-04-12,15.018671146860958
2006-04-13,15.298986355072913
2006-04-14,15.793805959860117
2006-04-17,16.992733359993895
2006-04-18,14.63874804918928
2006-04-19,15.77428051527121
2006-04-20,15.447270506144418
2006-04-21,13.629364023729822
2006-04-24,15.171588413792609
2006-04-25,15.135971453310436
2006-04-26,15.117626040209451
2006-04-27,15.460611765841334
2006-04-28,15.501336103343373
2006-05-01,14.508603657637703
2006-05-02,17.773815049645165
2006-05-03,12.748677945858944
2006-05-04,13.57385456519994
2006-05-05,20.55437731541566
2006-05-08,12.94955811354989
2006-05-09,12.465567095803788
2006-05-10,16.727795897545942
2006-05-11,11.088608846999417
2006-05-12,14.770399113812019
2006-05-15,19.43234384744609
2006-05-16,12.048970839387076
2006-05-17,11.146047848324436
2006-05-18,12.143886271920273
2006-05-19,16.85624471817441
2006-05-22,17.36101367287618
2006-05-23,14.239556530247794
2006-05-24,16.620282917361262
2006-05-25,18.074539936593
2006-05-26,18.93773650959978
2006-05-29,14.830251071191848
2006-05-30,10.742387446392613
2006-05-31,13.704832276991393
2006-06-01,14.502749341795132
2006-06-02,14.761179160123321
2006-06-05,14.905788968688558
2006-06-06,17.569096795691877
2006-06-07,18.025278813985206
2006-06-08,15.229001735369001
2006-06-09,17.984637041073363
2006-06-12,16.426255265943098
2006-06-13,15.92717654207813
2006-06-14,17.62958711114675
2006-06-15,16.17998318672442
2006-06-16,20.0702716159086
2006-06-19,12.993854743905878
2006-06-20,14.780396014766556
2006-06-21,15.345310446611713
2006-06-22,16.42467811926752
2006-06-23,18.005780446402348
2006-06-26,15.436101716371477
2006-06-27,12.674615149409089
2006-06-28,17.3917193252531
2006-06-29,17.311651448445627
2006-06-30,11.860326231836645
2006-07-03,15.646593816119022
2006-07-04,12.523110339250678
2006-07-05,14.242068484905083
2006-07-06,13.948898702569043
2006-07-07,17.490989965050744
2006-07-10,16.059203351700674
2006-07-11,13.083047548935161
2006-07-12,17.549748713778442
2006-07-13,12.910551155481667
2006-07-14,16.562172015477728
2006-07-17,14.114480330073294
2006-07-18,14.95121000129999
2006-07-19,16.691630032409616
2006-07-20,16.73068539382838
2006-07-21,18.316718195673317
2006-07-24,15.54055764245324
2006-07-25,16.211204724784565
2006-07-26,14.708590405547106
2006-07-27,15.960074378772541
2006-07-28,16.526510592949844
2006-07-31,15.522080289832955
2006-08-01,11.998734807372927
2006-08-02,16.115766151146147
2006-08-03,16.30971499538512
2006-08-04,14.253476489176263
2006-08-07,12.970200716071483
2006-08-08,18.645848286776694
2006-08-09,16.688548470986852
2006-08-10,15.36542510576101
2006-08-11,13.556273249450468
2006-08-14,14.392784151390948
2006-08-15,18.81712868605042
2006-08-16,16.462375359366145
2006-08-17,15.183034438724073
2006-08-18,17.36812463013331
2006-08-21,14.856812948544587
2006-08-22,19.390803037939982
2006-08-23,19.163323193172516
2006-08-24,15.630416429658474
2006-08-25,15.130350129359995
2006-08-28,11.03309837477058
2006-08-29,13.102280011276392
2006-08-30,13.35956132101916
2006-08-31,16.380635778489037
2006-09-01,15.60802339284115
2006-09-04,13.577229304935365
2006-09-05,15.86843374939386
2006-09-06,17.30342598379618
2006-09-07,17.17809214439714
2006-09-08,12.317518112958545
2006-09-11,15.898738258602577
2006-09-12,13.385314190817612
2006-09-13,17.74870892903739
2006-09-14,17.504632363512563
2006-09-15,14.009838128106162
2006-09-18,14.340769430837284
2006-09-19,14.986985559251156
2006-09-20,11.309944892152355
2006-09-21,16.436081336762516
2006-09-22,15.112534545012208
2006-09-25,17.59230589310087
2006-09-26,13.55065152409017
2006-09-27,14.410651458881858
2006-09-28,12.686251490855275
2006-09-29,13.637695118107754
2006-10-02,13.203024969733587
2006-10-03,17.548233283567463
2006-10-04,14.056237996129852
2006-10-05,15.645748132587144
2006-10-06,14.516082166115424
2006-10-09,12.935150955105046
2006-10-10,15.14100699598456
2006-10-11,16.605841955255777
2006-10-12,13.013514497515303
2006-10-13,17.036026059095683
2006-10-16,13.69626167472421
2006-10-17,14.491152335538267
2006-10-18,16.594237204708776
2006-10-19,14.15294852948865
2006-10-20,15.497388738534891
2006-10-23,14.765352192571811
2006-10-24,15.423277747082073
2006-10-25,10.251544416407587
2006-10-26,11.490346423782867
2006-10-27,16.546140837642838
2006-10-30,17.363666032891626
2006-10-31,13.52598551083606
2006-11-01,14.890027229011189
2006-11-02,16.275410520003582
2006-11-03,17.184364708659846
2006-11-06,11.729783202852662
2006-11-07,13.917503208177566
2006-11-08,14.86378031040881
2006-11-09,16.955565828167384
2006-11-10,20.470511326609845
2006-11-13,14.875413534587652
2006-11-14,12.45281277557486
2006-11-15,15.96314905382399
2006-11-16,17.96931864201007
2006-11-17,15.631519280582596
2006-11-20,13.601396684183348
2006-11-21,17.478676071340974
2006-11-22,16.89751625614257
2006-11-23,13.43213491062162
2006-11-24,16.39946024180852
2006-11-27,17.68503114642605
2006-11-28,17.950555480793444
2006-11-29,15.434843577248385
2006-11-30,14.764020810170184
2006-12-01,17.796447373594912
2006-12-04,13.01419647822378
2006-12-05,16.502617730074572
2006-12-06,12.74554913612179
2006-12-07,17.67265185903891
2006-12-08,14.960744026385198
2006-12-11,17.96528899052599
2006-12-12,16.35170863951822
2006-12-13,12.836043589715322
2006-12-14,18.13659167678815
2006-12-15,18.306731733848018
2006-12-18,16.995859868768974
2006-12-19,13.703087342553191
2006-12-20,14.590340359224172
2006-12-21,15.40246633654635
2006-12-22,13.646513970015132
2006-12-25,18.514167036186986
2006-12-26,15.468218553475086
2006-12-27,9.675113991328443
2006-12-28,15.77045494159852
2006-12-29,14.47056723478863
2007-01-01,14.850088388074225
2007-01-02,14.317038787977715
2007-01-03,16.602107976867902
2007-01-04,17.284450567620606
2007-01-05,15.5348554193769
2007-01-08,14.109638510516824
2007-01-09,14.542832231386486
2007-01-10,14.669514368826222
2007-01-11,13.05142730611344
2007-01-12,15.723713020475145
2007-01-15,15.549799616931343
2007-01-16,17.544445442536862
2007-01-17,16.967654543695733
2007-01-18,12.964503527962275
2007-01-19,15.911266501380249
2007-01-22,12.373502853305018
2007-01-23,15.581232484847266
2007-01-24,13.117684331022367
2007-01-25,12.205035562712858
2007-01-26,14.753943507906522
2007-01-29,8.928287777409945
2007-01-30,10.662500199442007
2007-01-31,13.862447998495426
2007-02-01,14.526472161379465
2007-02-02,13.375786637780674
2007-02-05,10.875862055114807
2007-02-06,12.456658180991045
2007-02-07,14.854555981138546
2007-02-08,15.272815455257614
2007-02-09,14.016407160137426
2007-02-12,16.371179936150575
2007-02-13,14.836738697455857
2007-02-14,12.663811548786944
2007-02-15,13.623160834210253
2007-02-16,11.4121928928253
2007-02-19,13.960459529845927
2007-02-20,16.35217812666419
2007-02-21,15.455301238861487
2007-02-22,16.928184935515624
2007-02-23,13.476297347997368
2007-02-26,16.80324491031351
2007-02-27,13.931976948253599
2007-02-28,17.348868036632496
2007-03-01,14.329382023391677
2007-03-02,15.907679658100871
2007-03-05,17.402634101809877
2007-03-06,13.861741662509969
2007-03-07,14.58456626366899
2007-03-08,16.538435946890658
2007-03-09,13.659551420213797
2007-03-12,11.285615020980558
2007-03-13,18.381057426390228
2007-03-14,13.188207125922553
2007-03-15,14.423338103591025
2007-03-16,16.500779898736546
2007-03-19,12.750665221471097
2007-03-20,11.975478658300098
2007-03-21,14.575775597682721
2007-03-22,10.33428958373029
2007-03-23,13.459005630139922
2007-03-26,14.558744753256018
2007-03-27,13.487234839584797
2007-03-28,11.00351493347426
2007-03-29,17.50584201803422
2007-03-30,14.542749039030397
2007-04-02,17.22279902528556
2007-04-03,13.794486199447165
2007-04-04,12.46955029948005
2007-04-05,14.850969685026321
2007-04-06,13.795425209268673
2007-04-09,11.878633169664338
2007-04-10,17.125958858545534
2007-04-11,12.989747877757187
2007-04-12,10.587121764482738
2007-04-13,17.027740636414332
2007-04-16,13.311810856988943
2007-04-17,13.077771609853603
2007-04-18,10.664767849446672
2007-04-19,17.632996670692993
2007-04-20,11.609882572384121
2007-04-23,14.38144156987933
2007-04-24,15.997566721131149
2007-04-25,15.102720534067027
2007-04-26,14.275541829956946
2007-04-27,11.032862227688868
2007-04-30,13.004423853984939
2007-05-01,14.922095281694196
2007-05-02,12.847680995304016
2007-05-03,14.650876030385117
2007-05-04,15.757248359166782
2007-05-07,16.384203878772105
2007-05-08,12.00128092445549
2007-05-09,18.874928612670747
2007-05-10,15.904046287091264
2007-05-11,14.610234488606556
2007-05-14,16.805658080295487
2007-05-15,19.36833993760264
2007-05-16,11.832660853878828
2007-05-17,14.307676694183531
2007-05-18,10.023727061847495
2007-05-21,15.086846001345672
2007-05-22,15.479478255613502
2007-05-23,14.858567990525206
2007-05-24,13.762367084029604
2007-05-25,11.131723856313513
2007-05-28,15.926698687870582
2007-05-29,17.991539806851833
2007-05-30,13.886055235544355
2007-05-31,15.95378449628638
2007-06-01,12.046795163247083
2007-06-04,15.928263454500732
2007-06-05,14.38002776357245
2007-06-06,13.626155667998038
2007-06-07,13.587576179776862
2007-06-08,14.219869860617088
2007-06-11,15.6064739888816
2007-06-12,12.299598013501686
2007-06-13,14.137025549475858
2007-06-14,14.719316566639161
2007-06-15,12.474673796367377
2007-06-18,18.232504178852118
2007-06-19,13.099084967908338
2007-06-20,13.441242965627678
2007-06-21,12.673186597937853
2007-06-22,18.20218836545049
2007-06-25,15.68376629139845
2007-06-26,12.435083157418047
2007-06-27,16.51530080097349
2007-06-28,14.68114161881044
2007-06-29,14.863871708937026
2007-07-02,13.84530605870365
2007-07-03,13.148085005249387
2007-07-04,15.295560308217052
2007-07-05,13.419201059242504
2007-07-06,18.40022275870888
2007-07-09,12.23405113247391
2007-07-10,17.846339817861303
2007-07-11,14.54897606584481
2007-07-12,15.389593707559408
2007-07-13,16.44330173158367
2007-07-16,13.459121407627904
2007-07-17,16.39343087291001
2007-07-18,9.246571065728784
2007-07-19,13.167337232933884
2007-07-20,12.687906106427915
2007-07-23,12.039662719135713
2007-07-24,14.091267345979247
2007-07-25,15.443076257358808
2007-07-26,15.81179933715473
2007-07-27,14.997383539749178
2007-07-30,13.308851614811033
2007-07-31,15.170932397007647
2007-08-01,14.64720215165098
2007-08-02,16.23359901122173
2007-08-03,15.774608911740948
2007-08-06,14.203906664960083
2007-08-07,12.23739024024973
2007-08-08,12.901222985250444
2007-08-09,13.201112416953285
2007-08-10,13.797313977896255
2007-08-13,15.036114707312597
2007-08-14,15.817457455267483
2007-08-15,14.232419262352636
2007-08-16,14.415843680307125
2007-08-17,14.547993933616995
2007-08-20,13.300870540369546
2007-08-21,12.4578641115325
2007-08-22,10.760290751442032
2007-08-23,12.951963826730058
2007-08-24,15.332979780567978
2007-08-27,12.944769381371362
2007-08-28,13.990911162935044
2007-08-29,15.291281479851568
2007-08-30,15.461391458566698
2007-08-31,12.320256887186119
2007-09-03,16.442486660494083
2007-09-04,16.735681428521982
2007-09-05,12.096170177735363
2007-09-06,12.800598854810865
2007-09-07,16.811963746741256
2007-09-10,14.083803035886369
2007-09-11,10.042855106076958
2007-09-12,11.612613622461012
2007-09-13,13.772391251945065
2007-09-14,11.789382284368434
2007-09-17,13.349221038799318
2007-09-18,14.11281807218973
2007-09-19,17.148014271090467
2007-09-20,13.434404289777062
2007-09-21,16.33004135820716
2007-09-24,17.06357982985545
2007-09-25,17.06500753329902
2007-09-26,14.711405472685108
2007-09-27,10.25523160167123
2007-09-28,15.099696157914424
2007-10-01,16.385176390935428
2007-10-02,14.137665169303716
2007-10-03,17.803997296471234
2007-10-04,15.998135458034268
2007-10-05,15.409320527032815
2007-10-08,16.47631537202813
2007-10-09,14.799276812872547
2007-10-10,9.01209756934951
2007-10-11,13.07376707460176
2007-10-12,16.483467575850995
2007-10-15,12.455550507523428
2007-10-16,13.62563157055268
2007-10-17,12.017662123756583
2007-10-18,17.621203973935327
2007-10-19,17.33851322582759
2007-10-22,12.22737504621987
2007-10-23,14.191871559517992
2007-10-24,12.577112738783176
2007-10-25,14.997731751950244
2007-10-26,14.89012419210471
2007-10-29,15.541428929087886
2007-10-30,14.607457654708519
2007-10-31,19.91270227046423
2007-11-01,12.152589772112076
2007-11-02,10.88866759976234
2007-11-05,13.33960648409928
2007-11-06,10.861852657708098
2007-11-07,10.950422791047082
2007-11-08,11.935327127684218
2007-11-09,12.14534452726381
2007-11-12,12.007911752911598
2007-11-13,14.972262534150248
2007-11-14,12.84790821785342
2007-11-15,13.440105409979935
2007-11-16,15.446933999041944
2007-11-19,12.033500075866131
2007-11-20,12.901884867457905
2007-11-21,14.064909311755448
2007-11-22,9.55561791798996
2007-11-23,8.57400261244604
2007-11-26,14.299286494426392
2007-11-27,14.640412188052833
2007-11-28,17.803307508993345
2007-11-29,13.905221213004022
2007-11-30,15.298541883727493
2007-12-03,13.21055337941558
2007-12-04,14.208154091222237
2007-12-05,17.20422178537801
2007-12-06,9.612116475655206
2007-12-07,14.802261959678406
2007-12-10,18.17588526217719
2007-12-11,14.465281391391446
2007-12-12,17.379438943002008
2007-12-13,12.75717201169865
2007-12-14,14.132746178229798
2007-12-17,14.334665764879947
2007-12-18,9.776187523795803
2007-12-19,11.938254800718497
2007-12-20,12.178115742613597
2007-12-21,16.078179053668343
2007-12-24,16.021330636982352
2007-12-25,14.852383593444822
2007-12-26,15.827764638188018
2007-12-27,13.843816676123053
2007-12-28,16.638046050400757
2007-12-31,14.269529696679138
2008-01-01,14.810186040598689
2008-01-02,14.836289343334943
2008-01-03,17.511238068597866
2008-01-04,15.831824345730297
2008-01-07,19.046912283827176
2008-01-08,15.404835784154413
2008-01-09,15.627415390466352
2008-01-10,19.79750566473771
2008-01-11,18.819377470282028
2008-01-14,18.77931544228657
2008-01-15,21.93483342211021
2008-01-16,19.307068354630154
2008-01-17,20.634698216181462
2008-01-18,24.536832987872874
2008-01-21,25.18982672029763
2008-01-22,26.00176092026032
2008-01-23,23.018737331396725
2008-01-24,26.449248711103646
2008-01-25,22.695357123014777
2008-01-28,23.282547376594472
2008-01-29,21.49615578953228
2008-01-30,29.917419538253938
2008-01-31,25.80497631316264
2008-02-01,27.643547485686177
2008-02-04,26.278895398230823
2008-02-05,29.697181230748836
2008-02-06,27.971866678666103
2008-02-07,26.94702179105136
2008-02-08,31.037009775910814
2008-02-11,27.7549329715652
2008-02-12,29.29051911545887
2008-02-13,27.323083753098707
2008-02-14,29.296024613138037
2008-02-15,33.11898119411504
2008-02-18,29.1551229776831
2008-02-19,30.43887846726819
2008-02-20,34.29943458695473
2008-02-21,33.493412883038445
2008-02-22,39.001396893925616
2008-02-25,39.288994500001564
2008-02-26,34.54328311121679
2008-02-27,37.95043330273873
2008-02-28,38.85312610184205
2008-02-29,36.824757805567614
2008-03-03,35.69426345699784
2008-03-04,38.80505606132137
2008-03-05,38.90424321174032
2008-03-06,38.954339093971846
2008-03-07,41.229596040191396
2008-03-10,39.96772890237076
2008-03-11,39.514218255428
2008-03-12,42.77717367691812
2008-03-13,44.132404290995
2008-03-14,41.5893759751169
2008-03-17,46.57381387919693
2008-03-18,41.94073272269118
2008-03-19,45.21882943806412
2008-03-20,46.39048665579578
2008-03-21,46.39002946483214
2008-03-24,47.02439703770947
2008-03-25,52.36308203278231
2008-03-26,47.585229889953
2008-03-27,54.40211393959426
2008-03-28,51.09764624694346
2008-03-31,51.062272787445295
2008-04-01,52.40243498910519
2008-04-02,57.14849600233271
2008-04-03,50.75093595048625
2008-04-04,50.926660309881896
2008-04-07,52.391899103872625
2008-04-08,54.389860195833855
2008-04-09,51.54302889657063
2008-04-10,55.275146564900304
2008-04-11,59.46838834644375
2008-04-14,56.766493929420015
2008-04-15,56.27682115708072
2008-04-16,55.993993472012676
2008-04-17,59.27288579262165
2008-04-18,56.44379262452661
2008-04-21,61.97578126939335
2008-04-22,62.86699489204331
2008-04-23,60.373186806769766
2008-04-24,59.92454152247533
2008-04-25,62.43058330485252
2008-04-28,63.03494742618505
2008-04-29,59.51826461442492
2008-04-30,60.70508403499915
2008-05-01,59.79377408434033
2008-05-02,63.916227608336854
2008-05-05,65.10466890655776
2008-05-06,61.743781350874976
2008-05-07,64.08618805386661
2008-05-08,62.81081128946933
2008-05-09,64.37978195730656
2008-05-12,67.6619590710172
2008-05-13,65.69298436125828
2008-05-14,66.90379749797704
2008-05-15,64.47141061720265
2008-05-16,68.04084599518656
2008-05-19,68.31152043339253
2008-05-20,67.29129910056815
2008-05-21,68.86569736183722
2008-05-22,70.28915890964325
2008-05-23,68.8423762451093
2008-05-26,68.0639526004134
2008-05-27,74.87401759044404
2008-05-28,70.2278008888711
2008-05-29,72.13225336799918
2008-05-30,74.79730153258372
2008-06-02,80.67086180313689
2008-06-03,71.72816797049349
2008-06-04,75.6917462826764
2008-06-05,74.09537446718289
2008-06-06,75.20632615184975
2008-06-09,75.5534380109604
2008-06-10,75.6773642523671
2008-06-11,78.62436544322306
2008-06-12,76.14745027031927
2008-06-13,81.37761273239519
2008-06-16,80.24098716368549
2008-06-17,81.41361031857556
2008-06-18,80.69609881876157
2008-06-19,81.44530123683155
2008-06-20,83.38954364280761
2008-06-23,80.83256000365681
2008-06-24,82.85766661677508
2008-06-25,82.32250275935523
2008-06-26,82.67283770965867
2008-06-27,80.63275172528041
2008-06-30,88.4725767540445
2008-07-01,85.09069380917633
2008-07-02,89.25214711887273
2008-07-03,89.78181022076556
2008-07-04,85.70989501919074
2008-07-07,86.61796855599088
2008-07-08,94.55418333664822
2008-07-09,93.35103564760445
2008-07-10,90.21387358610185
2008-07-11,91.51764975843759
2008-07-14,90.35848904862955
2008-07-15,92.92978616093603
2008-07-16,90.88425736493197
2008-07-17,88.38301035317335
2008-07-18,90.32714874722349
2008-07-21,93.53771208834401
2008-07-22,91.79646058257202
2008-07-23,94.4949942652207
2008-07-24,92.61953507813396
2008-07-25,93.96148975402596
2008-07-28,97.74781995918612
2008-07-29,96.93719766096463
