,volatility
2005-08-08,0.13737886101781713
2005-08-09,0.13924463552896188
2005-08-10,0.13971846844987368
2005-08-11,0.13852716495267103
2005-08-12,0.13918371856130488
2005-08-15,0.13820903689107755
2005-08-16,0.13899612149482
2005-08-17,0.1401547170738274
2005-08-18,0.13933403475547568
2005-08-19,0.14029741088472
2005-08-22,0.1407101918116565
2005-08-23,0.141532251971651
2005-08-24,0.14342904495430495
2005-08-25,0.1431836568383021
2005-08-26,0.1424299206739446
2005-08-29,0.1415404062443191
2005-08-30,0.14072459595935366
2005-08-31,0.14064749424993955
2005-09-01,0.1409886462247562
2005-09-02,0.14126533702408622
2005-09-05,0.14209252027312225
2005-09-06,0.14210552216500016
2005-09-07,0.14355905624215748
2005-09-08,0.14329439940891953
2005-09-09,0.14601456857550915
2005-09-12,0.14664023592327416
2005-09-13,0.1457830783668579
2005-09-14,0.14471218586879678
2005-09-15,0.14519465828403996
2005-09-16,0.14497119549871412
2005-09-19,0.14568519599280622
2005-09-20,0.14615843361737976
2005-09-21,0.1460856047047229
2005-09-22,0.1452388109866545
2005-09-23,0.14372396376196864
2005-09-26,0.14327744880990162
2005-09-27,0.1441338476042251
2005-09-28,0.1443479413483553
2005-09-29,0.14310220256964332
2005-09-30,0.14327538349549448
2005-10-03,0.1436607008752233
2005-10-04,0.14277684343902217
2005-10-05,0.1429305685449677
2005-10-06,0.1429887772634137
2005-10-07,0.14184580696558308
2005-10-10,0.14220359432593135
2005-10-11,0.1427643788522996
2005-10-12,0.14384743009547488
2005-10-13,0.14490123214750977
2005-10-14,0.1435235627795527
2005-10-17,0.14258573773963756
2005-10-18,0.14310077300684623
2005-10-19,0.14361455895775843
2005-10-20,0.1441296066440645
2005-10-21,0.1479823381347192
2005-10-24,0.14855322864541237
2005-10-25,0.14968879428559298
2005-10-26,0.15064279604908618
2005-10-27,0.15129418730039199
2005-10-28,0.15097891805575164
2005-10-31,0.1517378872762449
2005-11-01,0.15096506206170734
2005-11-02,0.15072824345496733
2005-11-03,0.15024287990713822
2005-11-04,0.15032475404652454
2005-11-07,0.15263941261319805
2005-11-08,0.1507721474206063
2005-11-09,0.1514584076109808
2005-11-10,0.14984569173979115
2005-11-11,0.14937375987400173
2005-11-14,0.1504627104709691
2005-11-15,0.15052699049006457
2005-11-16,0.14944924571213528
2005-11-17,0.14873394200287532
2005-11-18,0.14941353975181
2005-11-21,0.14868317312009285
2005-11-22,0.14889963170967482
2005-11-23,0.14894520354957863
2005-11-24,0.14829360320197282
2005-11-25,0.15043754729129816
2005-11-28,0.15107146631361618
2005-11-29,0.14904632372695856
2005-11-30,0.149232778041728
2005-12-01,0.1485709915769596
2005-12-02,0.14942342491175584
2005-12-05,0.14863090417332314
2005-12-06,0.14851616773185625
2005-12-07,0.1490211550108367
2005-12-08,0.14988691020500683
2005-12-09,0.14868661379795106
2005-12-12,0.14835211256211012
2005-12-13,0.14787716725094915
2005-12-14,0.14722383801837544
2005-12-15,0.14898929225865654
2005-12-16,0.1493942739696175
2005-12-19,0.14813339001528245
2005-12-20,0.14905125196233723
2005-12-21,0.15117340815934988
2005-12-22,0.15220587341990102
2005-12-23,0.15068650345394702
2005-12-26,0.15020226938108078
2005-12-27,0.1514691805302674
2005-12-28,0.1507615110646486
2005-12-29,0.15120533049279483
2005-12-30,0.15197996454622417
2006-01-02,0.1510530340746461
2006-01-03,0.1509935087185843
2006-01-04,0.14775224137851523
2006-01-05,0.14672785373718095
2006-01-06,0.1464752855857878
2006-01-09,0.14522750240382293
2006-01-10,0.14685991370775456
2006-01-11,0.14542977232979393
2006-01-12,0.14498972784309694
2006-01-13,0.14512046842038304
2006-01-16,0.14656174170944916
2006-01-17,0.14512587955826972
2006-01-18,0.1462890433104247
2006-01-19,0.14629927637144427
2006-01-20,0.1453177677203963
2006-01-23,0.14577987119465957
2006-01-24,0.14597893089023303
2006-01-25,0.14537871401307423
2006-01-26,0.14544851609806425
2006-01-27,0.1450632025012025
2006-01-30,0.14517671984645375
2006-01-31,0.14583885052097478
2006-02-01,0.14742486733712012
2006-02-02,0.14618705183829328
2006-02-03,0.14832008521294954
2006-02-06,0.14636799741342704
2006-02-07,0.14621621231839146
2006-02-08,0.14680452952487605
2006-02-09,0.14708552139261108
2006-02-10,0.14646282187279047
2006-02-13,0.1462546996224332
2006-02-14,0.14576169868777436
2006-02-15,0.14517233393083015
2006-02-16,0.14602193602785118
2006-02-17,0.14637895151381622
2006-02-20,0.14568604191855555
2006-02-21,0.1465856417939888
2006-02-22,0.1468929413148654
2006-02-23,0.14770580343370437
2006-02-24,0.14833543227562798
2006-02-27,0.14750643726470591
2006-02-28,0.14694625622450894
2006-03-01,0.1476935498296322
2006-03-02,0.14830392009506566
2006-03-03,0.1482830185011015
2006-03-06,0.14840034588441028
2006-03-07,0.1496780107801987
2006-03-08,0.14908643939136287
2006-03-09,0.1496335367725329
2006-03-10,0.149431344120099
2006-03-13,0.1492136629168718
2006-03-14,0.150312439768859
2006-03-15,0.15113785611784702
2006-03-16,0.15195136575384766
2006-03-17,0.153256844561002
2006-03-20,0.15327784840263475
2006-03-21,0.15395980137392973
2006-03-22,0.15364953461733627
2006-03-23,0.1539737009698247
2006-03-24,0.15384355791545704
2006-03-27,0.15394055388044975
2006-03-28,0.15453571090588666
2006-03-29,0.15371749022265319
2006-03-30,0.15580987749833863
2006-03-31,0.15480386011683894
2006-04-03,0.1535896715040512
2006-04-04,0.15474778237755127
2006-04-05,0.1555394450715142
2006-04-06,0.15616356488856636
2006-04-07,0.15679191039783064
2006-04-10,0.15677966362498372
2006-04-11,0.1558824092534979
2006-04-12,0.15595821381169162
2006-04-13,0.1552810521001795
2006-04-14,0.15625617183359725
2006-04-17,0.1561091144520951
2006-04-18,0.1552836172553026
2006-04-19,0.1549622314136496
2006-04-20,0.15537516286792522
2006-04-21,0.15481143831512123
2006-04-24,0.1539892179195548
2006-04-25,0.1542329051310467
2006-04-26,0.15447787170215543
2006-04-27,0.15397092852678432
2006-04-28,0.153499890221166
2006-05-01,0.15373194015852365
2006-05-02,0.15228385581702633
2006-05-03,0.15087639204264977
2006-05-04,0.15015794782139733
2006-05-05,0.14994450066968548
2006-05-08,0.1502554082352835
2006-05-09,0.15173076445223305
2006-05-10,0.15258842407543508
2006-05-11,0.15242848554547164
2006-05-12,0.15240946933756896
2006-05-15,0.15140693997293114
2006-05-16,0.15138842683693876
2006-05-17,0.15109976819801862
2006-05-18,0.1514224867583567
2006-05-19,0.15059525581480437
2006-05-22,0.15111460232904556
2006-05-23,0.15264734124204812
2006-05-24,0.15253858109359125
2006-05-25,0.1529402928156902
2006-05-26,0.1536304368074013
2006-05-29,0.15322921633551545
2006-05-30,0.15345330881732586
2006-05-31,0.15346590121810766
2006-06-01,0.15356357731665649
2006-06-02,0.152790567532801
2006-06-05,0.15281507770705996
2006-06-06,0.1533130759983054
2006-06-07,0.15476421960610046
2006-06-08,0.15572349043218567
2006-06-09,0.15787667288969723
2006-06-12,0.15710932532680918
2006-06-13,0.15798164596352987
2006-06-14,0.15816498796926823
2006-06-15,0.1603547909024859
2006-06-16,0.15954649261713075
2006-06-19,0.15870677077494996
2006-06-20,0.15810737812950593
2006-06-21,0.15598348240519613
2006-06-22,0.15545772738351538
2006-06-23,0.15469859472196168
2006-06-26,0.1548489885084379
2006-06-27,0.15519074448421505
2006-06-28,0.15706691532343092
2006-06-29,0.15801733916161698
2006-06-30,0.15744043550595457
2006-07-03,0.15654202083460622
2006-07-04,0.15703394000611273
2006-07-05,0.15571370679909208
2006-07-06,0.15754516556494644
2006-07-07,0.15872460568566774
2006-07-10,0.15825543003356304
2006-07-11,0.15654229550447216
2006-07-12,0.15789616787863758
2006-07-13,0.15778162803338497
2006-07-14,0.15901944434535842
2006-07-17,0.15742501668656406
2006-07-18,0.1568256416636103
2006-07-19,0.15683088536332848
2006-07-20,0.15687786595709322
2006-07-21,0.15642780048561397
2006-07-24,0.15705065041796146
2006-07-25,0.15598302998857885
2006-07-26,0.15584065050355755
2006-07-27,0.15596094613526945
2006-07-28,0.1564753849693282
2006-07-31,0.15718699984741707
2006-08-01,0.1560623577555792
2006-08-02,0.15452824358484357
2006-08-03,0.15580592040674207
2006-08-04,0.15613823441872166
2006-08-07,0.1553897478821651
2006-08-08,0.15694089985768764
2006-08-09,0.1570565744919805
2006-08-10,0.1582358716760443
2006-08-11,0.15830339015745443
2006-08-14,0.1603641380823364
2006-08-15,0.1621194789247796
2006-08-16,0.16187051477630052
2006-08-17,0.16284208572725486
2006-08-18,0.16348746167684
2006-08-21,0.16485609323437234
2006-08-22,0.16389116977379223
2006-08-23,0.16457722123379068
2006-08-24,0.16563564572064027
2006-08-25,0.16387690623421716
2006-08-28,0.1626936477215514
2006-08-29,0.16065441554379128
2006-08-30,0.16038500870934672
2006-08-31,0.16110255096514267
2006-09-01,0.1626049080172387
2006-09-04,0.16267900279765848
2006-09-05,0.16430761834322977
2006-09-06,0.16292751688501486
2006-09-07,0.1612241344456597
2006-09-08,0.16116858674676307
2006-09-11,0.1615526521957024
2006-09-12,0.1615199574476083
2006-09-13,0.15945251534756844
2006-09-14,0.15936339530805566
2006-09-15,0.1580589258075508
2006-09-18,0.15872859835638084
2006-09-19,0.1590951966024777
2006-09-20,0.15815531681615033
2006-09-21,0.15764144989881365
2006-09-22,0.1565822363769247
2006-09-25,0.15651955727965153
2006-09-26,0.15747469960015276
2006-09-27,0.15648897355381722
2006-09-28,0.15699302006933505
2006-09-29,0.1564627624509626
2006-10-02,0.15566988961870026
2006-10-03,0.15556285925874572
2006-10-04,0.15452761693632636
2006-10-05,0.15397396763097917
2006-10-06,0.15277608973839032
2006-10-09,0.15474081487130673
2006-10-10,0.15477607842327845
2006-10-11,0.15407635291528587
2006-10-12,0.1542903328260201
2006-10-13,0.15417800477632926
2006-10-16,0.15395703517679604
2006-10-17,0.15457120187683948
2006-10-18,0.1553287095868868
2006-10-19,0.15479820843927627
2006-10-20,0.1542223901986316
2006-10-23,0.15394733850147996
2006-10-24,0.15164541733674436
2006-10-25,0.1501302262745458
2006-10-26,0.15149710054199034
2006-10-27,0.15314206825549162
2006-10-30,0.15289303221593525
2006-10-31,0.15346958917899103
2006-11-01,0.15378083933353456
2006-11-02,0.1568597201419898
2006-11-03,0.15797929505342437
2006-11-06,0.1578513774619436
2006-11-07,0.1568958370213432
2006-11-08,0.1552893907010856
2006-11-09,0.15549285433695284
2006-11-10,0.15473650359166854
2006-11-13,0.15331424988207087
2006-11-14,0.15266767699782835
2006-11-15,0.15158612899421395
2006-11-16,0.1532732706292865
2006-11-17,0.15415491038623594
2006-11-20,0.15414693774491933
2006-11-21,0.15562688188380935
2006-11-22,0.15570425019145698
2006-11-23,0.1548429659901287
2006-11-24,0.15636609006739835
2006-11-27,0.15690500011108302
2006-11-28,0.15586775395675656
2006-11-29,0.15567741527867296
2006-11-30,0.1548017970252882
2006-12-01,0.15341899729432387
2006-12-04,0.1543451748418555
2006-12-05,0.15625459148232562
2006-12-06,0.15485602390850647
2006-12-07,0.15541899314519705
2006-12-08,0.15476835057607521
2006-12-11,0.15428122519231052
2006-12-12,0.15368883126807165
2006-12-13,0.15282484049839182
2006-12-14,0.15287336212633665
2006-12-15,0.1520424120099256
2006-12-18,0.15231286883570544
2006-12-19,0.15226263072625632
2006-12-20,0.1520236826793899
2006-12-21,0.1511161190173483
2006-12-22,0.15053934768677998
2006-12-25,0.15129473891260575
2006-12-26,0.15179565610023013
2006-12-27,0.15081810085543157
2006-12-28,0.1509174331608608
2006-12-29,0.15166882028423256
2007-01-01,0.1499994150031112
2007-01-02,0.15054277519549114
2007-01-03,0.1498801514365453
2007-01-04,0.15045075010513845
2007-01-05,0.14968749094859593
2007-01-08,0.14788260884793142
2007-01-09,0.14625506641004826
2007-01-10,0.14630315135670965
2007-01-11,0.14656287385843114
2007-01-12,0.14565855723332674
2007-01-15,0.1462971496921041
2007-01-16,0.14463562962983514
2007-01-17,0.14456954983118783
2007-01-18,0.14335853363142537
2007-01-19,0.1427066975236232
2007-01-22,0.14275409619493962
2007-01-23,0.14189368282965567
2007-01-24,0.14150912728542583
2007-01-25,0.14251542009464027
2007-01-26,0.14193852822511713
2007-01-29,0.14277422033718226
2007-01-30,0.14164451348252463
2007-01-31,0.14217431766043992
2007-02-01,0.1436158862810978
2007-02-02,0.14114424178097051
2007-02-05,0.14034734652550004
2007-02-06,0.14092441865268057
2007-02-07,0.14072137326663758
2007-02-08,0.1410925191400089
2007-02-09,0.14048853395329308
2007-02-12,0.14057512374076597
2007-02-13,0.14041944650537388
2007-02-14,0.14158722856703368
2007-02-15,0.1418416494103349
2007-02-16,0.14217925207241008
2007-02-19,0.14176737510628762
2007-02-20,0.14127976888221513
2007-02-21,0.1408472106943955
2007-02-22,0.1412416628367738
2007-02-23,0.14082067835595355
2007-02-26,0.14111045321284996
2007-02-27,0.1431858540114954
2007-02-28,0.1440569787149271
2007-03-01,0.14373095518275925
2007-03-02,0.14493216910492318
2007-03-05,0.14452409373190164
2007-03-06,0.1424859691967238
2007-03-07,0.1414778828858064
2007-03-08,0.13960709096478055
2007-03-09,0.13925557748073925
2007-03-12,0.1392739958599288
2007-03-13,0.1409504331722041
2007-03-14,0.14127736054596826
2007-03-15,0.1410582600171594
2007-03-16,0.1418876655983429
2007-03-19,0.13967653028933502
2007-03-20,0.13991214484744358
2007-03-21,0.14068301004133055
2007-03-22,0.1392044237955507
2007-03-23,0.14034817783875764
2007-03-26,0.14068667424625206
2007-03-27,0.14027138633235126
2007-03-28,0.14090416819845755
2007-03-29,0.14317486105626195
2007-03-30,0.14335672731132046
2007-04-02,0.1436049478976208
2007-04-03,0.14314558699808055
2007-04-04,0.14229574262861577
2007-04-05,0.14312607844516
2007-04-06,0.14226999461925113
2007-04-09,0.14234156085647054
2007-04-10,0.14186390340970542
2007-04-11,0.1423428832354518
2007-04-12,0.14267654534073876
2007-04-13,0.14371408528499666
2007-04-16,0.1432040688861419
2007-04-17,0.14293419395084853
2007-04-18,0.1419554302350662
2007-04-19,0.1415111369749901
2007-04-20,0.14188843746803495
2007-04-23,0.1426454260846803
2007-04-24,0.14172326076050268
2007-04-25,0.14259286668060833
2007-04-26,0.1439485045394133
2007-04-27,0.144361939442637
2007-04-30,0.14623873525519507
2007-05-01,0.1454649460560915
2007-05-02,0.14422029135278008
2007-05-03,0.1424415711038758
2007-05-04,0.14393761541536498
2007-05-07,0.14459198107171903
2007-05-08,0.14453639640080856
2007-05-09,0.14481636502712839
2007-05-10,0.14369087597983002
2007-05-11,0.14613662795944685
2007-05-14,0.14626584914142207
2007-05-15,0.14637524393602697
2007-05-16,0.14710101055992567
2007-05-17,0.14758201979166238
2007-05-18,0.14780590381594153
2007-05-21,0.14701542936049622
2007-05-22,0.1474868977176322
2007-05-23,0.14936892221410725
2007-05-24,0.15071434226026223
2007-05-25,0.15230752888690163
2007-05-28,0.15179631321047043
2007-05-29,0.15080670839021185
2007-05-30,0.1506809214701122
2007-05-31,0.1507366463824009
2007-06-01,0.15183083790087185
2007-06-04,0.15013837327115703
2007-06-05,0.15166792359061765
2007-06-06,0.15150991569203867
2007-06-07,0.15108303462209124
2007-06-08,0.15007093024683107
2007-06-11,0.1484160735749653
2007-06-12,0.14923924415892723
2007-06-13,0.14931256212611563
2007-06-14,0.14802260122637456
2007-06-15,0.14672752245431095
2007-06-18,0.14639173775502082
2007-06-19,0.1480607592803102
2007-06-20,0.1478011679289466
2007-06-21,0.1462980249758285
2007-06-22,0.14605228191174255
2007-06-25,0.14577955834199488
2007-06-26,0.1430826716990533
2007-06-27,0.1430283768325355
2007-06-28,0.14279744230232683
2007-06-29,0.14349364866714023
2007-07-02,0.14534260476208558
2007-07-03,0.14646916979163332
2007-07-04,0.1462002811010785
2007-07-05,0.14509375519233683
2007-07-06,0.14766711499558668
2007-07-09,0.14772633342960118
2007-07-10,0.1477402627215141
2007-07-11,0.1477161376344041
2007-07-12,0.14791422239517196
2007-07-13,0.147769861983248
2007-07-16,0.14719619997636776
2007-07-17,0.14664934103512736
2007-07-18,0.14661658776491138
2007-07-19,0.14607316299377762
2007-07-20,0.14536031721110046
2007-07-23,0.14546674743879234
2007-07-24,0.1452117702213715
2007-07-25,0.1467157632099542
2007-07-26,0.14406479340156117
2007-07-27,0.14515630025348364
2007-07-30,0.14640238544598128
2007-07-31,0.14432899521357312
2007-08-01,0.14398630761949277
2007-08-02,0.14361486675349697
2007-08-03,0.14220735505877916
2007-08-06,0.14142953837118827
2007-08-07,0.14031896252572243
2007-08-08,0.14207123296914606
2007-08-09,0.14300691136229352
2007-08-10,0.14427846645728767
2007-08-13,0.1450001385213309
2007-08-14,0.14387108675011367
2007-08-15,0.1433465664838339
2007-08-16,0.1438359410450618
2007-08-17,0.14261381323616987
2007-08-20,0.14332681166634226
2007-08-21,0.14308648626818413
2007-08-22,0.14271166546063452
2007-08-23,0.14342262542883802
2007-08-24,0.14386688874032405
2007-08-27,0.14350592257450498
2007-08-28,0.14466525237786923
2007-08-29,0.14358418905026935
2007-08-30,0.1442001246572136
2007-08-31,0.14479322591518198
2007-09-03,0.144483679475868
2007-09-04,0.14480981249811012
2007-09-05,0.14355869892172482
2007-09-06,0.14448272594093173
2007-09-07,0.14429782380448875
2007-09-10,0.1437751007839697
2007-09-11,0.1448241100098066
2007-09-12,0.14411976631926385
2007-09-13,0.14271130502290028
2007-09-14,0.14115467584937638
2007-09-17,0.141760685800722
2007-09-18,0.14048025644822573
2007-09-19,0.1422350506302101
2007-09-20,0.1401531212223264
2007-09-21,0.14184957759061645
2007-09-24,0.14206059505781907
2007-09-25,0.14196388194594867
2007-09-26,0.1414189628591397
2007-09-27,0.1418180989734918
2007-09-28,0.14178046427106694
2007-10-01,0.14288376615308346
2007-10-02,0.1429979938017455
2007-10-03,0.14314829556320738
2007-10-04,0.14278468335099354
2007-10-05,0.14272773772727246
2007-10-08,0.14303553949616452
2007-10-09,0.1413253711035079
2007-10-10,0.1399771856814022
2007-10-11,0.14072044977542492
2007-10-12,0.14089131521355286
2007-10-15,0.1407073318772002
2007-10-16,0.14072576581026558
2007-10-17,0.14107334751562725
2007-10-18,0.14053358783531789
2007-10-19,0.13975528310991558
2007-10-22,0.13995112836501328
2007-10-23,0.13897275558739824
2007-10-24,0.1393810083431127
2007-10-25,0.13767842473887487
2007-10-26,0.1387075803762005
2007-10-29,0.13918017785861356
2007-10-30,0.13943620759292744
2007-10-31,0.14041889857687295
2007-11-01,0.14208437302133553
2007-11-02,0.14309874308635367
2007-11-05,0.14125786885502203
2007-11-06,0.13997829188828634
2007-11-07,0.13935347331059067
2007-11-08,0.1393795643608015
2007-11-09,0.13989722338127064
2007-11-12,0.13917147956811718
2007-11-13,0.13935824633259425
2007-11-14,0.13860286340024092
2007-11-15,0.13799134559724896
2007-11-16,0.13658468450040073
2007-11-19,0.13566145125428983
2007-11-20,0.1343097666486735
2007-11-21,0.13333389339569618
2007-11-22,0.134387535192304
2007-11-23,0.13343813630347207
2007-11-26,0.13607051836830947
2007-11-27,0.13656383626919036
2007-11-28,0.13674867239288524
2007-11-29,0.13589031461270404
2007-11-30,0.13659062449211304
2007-12-03,0.13601498666587528
2007-12-04,0.13613699648052063
2007-12-05,0.13869708101878941
2007-12-06,0.13860102111906478
2007-12-07,0.13975029444535045
2007-12-10,0.13904711802022457
2007-12-11,0.1390121295297276
2007-12-12,0.1407829301653631
2007-12-13,0.14015596310757533
2007-12-14,0.14196841166557225
2007-12-17,0.14267616360102772
2007-12-18,0.14211369682513345
2007-12-19,0.14274610456418896
2007-12-20,0.1437186590138157
2007-12-21,0.1443404689760329
2007-12-24,0.14277024425614243
2007-12-25,0.14204310708031756
2007-12-26,0.14179558844476606
2007-12-27,0.141721155015666
2007-12-28,0.1423418271132167
2007-12-31,0.14251952811414995
2008-01-01,0.14694457945745176
2008-01-02,0.15367474609859766
2008-01-03,0.1614233711332501
2008-01-04,0.16674221978956122
2008-01-07,0.1709404952943104
2008-01-08,0.17669134065586425
2008-01-09,0.17825247899922742
2008-01-10,0.184226521544847
2008-01-11,0.18996465899448056
2008-01-14,0.1968709827459283
2008-01-15,0.20154717957159288
2008-01-16,0.2052159118280232
2008-01-17,0.210351007247822
2008-01-18,0.21738377087730557
2008-01-21,0.22111542028676334
2008-01-22,0.22856964499719665
2008-01-23,0.2358298888526455
2008-01-24,0.23987842901134704
2008-01-25,0.24593262778552133
2008-01-28,0.25096353126038595
2008-01-29,0.26197067494781
2008-01-30,0.2657168313445688
2008-01-31,0.27532936011314796
2008-02-01,0.27896612645180296
2008-02-04,0.2809954408208739
2008-02-05,0.28306850734088557
2008-02-06,0.28723134000100786
2008-02-07,0.29556655571917256
2008-02-08,0.3015368464753869
2008-02-11,0.30622393021185657
2008-02-12,0.30965330566089855
2008-02-13,0.3153686198235087
2008-02-14,0.3214394083753325
2008-02-15,0.3276192285467408
2008-02-18,0.3308419505388895
2008-02-19,0.3340116991651162
2008-02-20,0.34304172419220347
2008-02-21,0.3458062667522455
2008-02-22,0.35017323622006996
2008-02-25,0.35621201407952807
2008-02-26,0.36279128036719094
2008-02-27,0.3683615806593177
2008-02-28,0.3735456098808315
2008-02-29,0.3801971552161642
2008-03-03,0.38685346529994247
2008-03-04,0.38829652959937494
2008-03-05,0.39249934561368544
2008-03-06,0.39825868087913086
2008-03-07,0.40344962303862425
2008-03-10,0.41469188116381955
2008-03-11,0.4181821335058628
2008-03-12,0.4255900773621845
2008-03-13,0.4336046410585725
2008-03-14,0.4394266586291701
2008-03-17,0.44717632657214773
2008-03-18,0.4548169499824333
2008-03-19,0.46375056355495403
2008-03-20,0.46906503728190996
2008-03-21,0.47662476890136
2008-03-24,0.48154517984811857
2008-03-25,0.48620933068166083
2008-03-26,0.49286998068030796
2008-03-27,0.49519670494650425
2008-03-28,0.5022339268748136
2008-03-31,0.5087816251282131
2008-04-01,0.5144995428232986
2008-04-02,0.5208864050382881
2008-04-03,0.5273812195834915
2008-04-04,0.5316749614775468
2008-04-07,0.5390163149701647
2008-04-08,0.5432557390190473
2008-04-09,0.5499457114619578
2008-04-10,0.5523046808626308
2008-04-11,0.5608129407961641
2008-04-14,0.5646367914817046
2008-04-15,0.5686219207503127
2008-04-16,0.5723031436937993
2008-04-17,0.5747586238351853
2008-04-18,0.580954581710027
2008-04-21,0.5828298942819485
2008-04-22,0.590002753966146
2008-04-23,0.5985968520944619
2008-04-24,0.5994757169862862
2008-04-25,0.603692636883694
2008-04-28,0.608453504217304
2008-04-29,0.6113024807654375
2008-04-30,0.6175819430127256
2008-05-01,0.6243846895370692
2008-05-02,0.6309809773166873
2008-05-05,0.6377141313964397
2008-05-06,0.6444363262659751
2008-05-07,0.6499658586349892
2008-05-08,0.6550531912463202
2008-05-09,0.6617738157779424
2008-05-12,0.6655992495056459
