,SPY,TLT,GLD,DBC,UUP,SHY
2005-03-23,92.06632954248542,104.12962287954015,100.81065508030946,95.88844365986478,98.64165570238733,99.85501990907288
2005-03-24,92.40877344786512,104.64112608505287,99.96707793327272,94.37187418835124,98.36457941102302,99.96049568156705
2005-03-25,93.35200762144348,103.74269135514528,99.45119026168773,96.22485279110607,97.94549591368204,99.95713409812575
2005-03-28,92.94292859581095,102.98023670882183,98.92093841107307,96.88754396828855,98.29058359620917,99.94573709148986
2005-03-29,92.80764742563927,102.52245464223893,98.7445352011939,97.08476729502544,98.65600305276564,99.99978833214222
2005-03-30,91.82326475850094,102.59155593697822,97.60581454922587,96.35656822059727,98.58383394682352,99.82147903544836
2005-03-31,90.76771203313388,102.21813834555027,97.703238596815,97.44585639154423,98.89630160091792,99.71526130173322
2005-04-01,91.54483811006223,102.64366910660634,98.71265312905618,96.52057860696799,97.74001061733428,99.64072460618317
2005-04-04,92.83198872931361,103.29870448034664,98.84935920176022,97.47831148541646,98.2702384719851,99.60042146788773
2005-04-05,92.80227785235353,103.69172348642621,100.1058009532048,96.49679271091293,98.21838716629065,99.51781770125523
2005-04-06,93.7757706765614,104.72470247321336,101.21020803825138,95.78687574696866,98.28393112552757,99.55592112362616
2005-04-07,94.1531653234765,105.00731197358203,101.87244607939863,96.69629311406358,98.16782118973873,99.56900833425223
2005-04-08,93.58514625158651,104.26425660299692,101.96391628954842,97.73805539750283,98.7272803719793,99.71277663473131
2005-04-11,93.96154784039045,105.14168950870186,102.01287103433843,98.47578409325638,98.31910660703754,99.96474548845526
2005-04-12,95.45605635575349,104.78157307416191,102.66891466090004,97.27719483320293,98.91058101753617,99.843576717523
2005-04-13,95.46004073736565,105.37658291912255,102.37842788608643,96.79098496376989,99.07739413131794,99.86327831934109
2005-04-14,97.00419013940079,106.39758116947668,100.87840283700842,97.00733985999808,99.33440242887144,99.88280608356452
2005-04-15,94.53373206188309,106.71086400400516,101.30663338209011,96.05733691950591,99.21360402457043,99.8863821448342
2005-04-18,95.35204211758492,105.77836601067278,100.42421290946363,97.68488373884608,98.70565754761856,99.78307072610252
2005-04-19,95.47326107786321,105.21824801354127,99.6841026893851,94.94269153289142,99.08363668739032,99.69657661120874
2005-04-20,95.22629827790657,106.07784509469703,99.71419105261103,94.09252327815854,99.21705668585284,99.72553326092876
2005-04-21,95.35185188502304,105.9914548408269,99.66823350221979,93.55165936838331,99.76889244101564,99.63628395806015
2005-04-22,93.51277562711752,106.06328214684872,98.57822549999644,90.4445057376886,99.7015606654388,99.65713722162913
2005-04-25,93.344910306333,106.56859516378137,98.73843993897519,88.97289001816637,99.54446262898638,99.63761134017074
2005-04-26,93.71633167239028,107.03616853458313,99.5344136610084,89.67438729988382,100.10871624365008,99.65670950593093
2005-04-27,95.1496972546607,107.23681357578431,98.66958251580826,89.73838415915786,100.88732848120357,99.56673019864581
2005-04-28,94.69571109559311,107.12405867121252,99.7090638820903,91.480535863212,100.9011902128621,99.58738937571965
2005-04-29,93.9707697453698,106.94466797774626,98.50183897395574,93.22528136578751,100.6078909310081,99.50467134937468
2005-05-02,93.53785337728957,107.51807489119957,100.21459241635573,93.74379731985802,100.944697393233,99.52563875546147
2005-05-03,94.43579867318633,107.89735830359619,99.91538996580523,94.12976977421788,100.85226609004015,99.66401539975766
2005-05-04,94.78467457526297,107.75246320992586,100.06186687843781,94.23724946931205,101.10441405453395,99.6950141187754
2005-05-05,94.32159188293629,108.47603391628007,98.58828043868012,91.31403947832827,101.00971309331763,99.73209463594317
2005-05-06,94.84488881410424,108.41376434821821,98.5688517338906,89.83007540473342,101.65378119178372,99.81862047087651
2005-05-09,94.97498901208223,107.88276036186184,98.77881550386618,89.9701492841831,101.37989319283048,99.68360154281696
2005-05-10,95.93779697544733,107.41407880864014,98.7403687079367,90.66942946452774,101.58510277473644,99.86009006729107
2005-05-11,95.30473573546622,106.80650320121174,98.32607175019447,91.01699860637154,101.39685655977526,99.75972223296068
2005-05-12,95.03097403001985,106.6534033680429,97.61358772164178,90.07896795399655,101.29287407721542,99.85250807883736
2005-05-13,94.69695062937495,107.46730928437461,98.52998470917149,91.12986551167779,101.13617149496366,99.93211325464493
2005-05-16,93.35847468656488,106.97082466010816,98.583841830869,92.79798359617705,101.44555733878884,99.84699074371669
2005-05-17,93.67279940898015,107.11328204455137,99.8364544066798,93.88125943561857,101.82908047473825,99.95277333398829
2005-05-18,93.95523123483373,106.71341204463857,99.44667117566645,95.03602005627185,102.0667163628884,100.00754373985312
2005-05-19,93.99762724977505,106.5681828441142,99.13109586905279,94.43344197718694,102.03284258527403,100.20174455079405
2005-05-20,93.81489780312255,105.62813307927534,99.80995509647465,95.6940839766389,102.10028001385945,100.22613449414162
2005-05-23,92.53342782925009,105.50955506500208,98.55198043276329,95.89516675265834,102.47781683005668,100.22026709407295
2005-05-24,92.18187317686959,105.40807919490204,97.6291798131823,96.5194215940034,102.86974747418374,100.17369929171267
2005-05-25,91.9032471985667,105.77149011908283,98.5196777169363,96.97754241955202,101.77886787158829,100.00421317057409
2005-05-26,91.20535295942511,105.93447038354383,97.62961019646046,96.87016579766676,101.67826964898524,99.97739288114175
2005-05-27,91.09480095345643,105.19653329243668,96.24802201331507,95.90916592649586,101.59726078022864,99.95481069936304
2005-05-30,91.50020763737604,105.90426606871223,97.726879100877,95.84822159922562,101.87978952649443,99.98600728324922
2005-05-31,93.27975541547467,106.05919206592213,96.67222172358109,97.02387233112914,101.8627685400282,99.84881039989361
2005-06-01,93.48012797510573,106.2067552004431,96.8437692686069,96.54501198822254,102.16643860616759,99.82993953892331
2005-06-02,93.75869269081825,106.22214629883773,96.92638137900549,97.61971902653471,101.73674966109165,99.89247775780444
2005-06-03,93.72640221220531,105.91385513232308,94.79974401207689,98.52145682731624,101.85281789958442,99.9649770132022
2005-06-06,91.98193612257927,106.0735679146197,94.62561137597622,98.20303404790899,102.23045546515488,99.78422249619291
2005-06-07,91.99434175754988,106.39796182306,94.99416596055383,99.88831508974071,101.63948591920591,99.85972849454636
2005-06-08,92.0865941040645,105.30964883229903,95.2923899475114,99.49786162131024,102.67684966677643,99.84010060618157
2005-06-09,94.42083851266347,104.99077422292231,96.01247388182415,101.35211237329091,103.17743934849652,99.82662201648776
2005-06-10,94.2770875501363,104.85126267245779,95.74402162518759,101.9171510696999,103.18831618683481,99.59583894401901
2005-06-13,94.59963895641211,105.03355006671408,96.32021602219531,101.93341926031975,102.8572391325579,99.74969091911234
2005-06-14,94.6046417354562,105.80943462533423,95.8192488042061,100.8885287131485,102.79550828741047,99.77231660343601
2005-06-15,93.54286322381863,105.34168868305895,94.77255398690721,100.81701172121191,102.8402555993669,99.6246172970775
2005-06-16,94.65587907757718,105.04842912991144,93.82187384163119,100.60600968604992,103.03198953602512,99.66698684841428
2005-06-17,95.4084663115708,104.74682718797257,92.75866699300582,99.13300543355604,103.66267950736976,99.70631108176136
2005-06-20,96.20464481356174,104.26514265623852,93.53894087463091,98.90908082018109,103.47579985606676,99.83327252983004
2005-06-21,95.37187892696602,104.06898374137667,92.44013459781026,97.99391789556758,103.71934098905086,99.80735031615205
2005-06-22,96.7578734524975,104.57231041253303,92.67081147652996,98.71997586544767,103.19484396809611,99.81353817133221
2005-06-23,95.44910727493541,103.93396907982803,92.50162006985099,100.31474382178074,103.03456221125609,99.75438546216088
2005-06-24,96.04931603502109,104.22194077110649,92.45342184240968,98.88323338595707,103.2002581795401,99.8190421227955
2005-06-27,98.215723978305,103.18373745151226,93.4955487685248,100.9714078344859,103.49635604056533,99.74585266464489
2005-06-28,97.28657080997964,102.85736573465549,93.19614978047713,100.85105985869201,103.1953170753906,99.66180328812155
2005-06-29,96.77589880294283,102.67475708902232,93.68135862024643,99.71284617714514,103.0238286981778,99.66002956919628
2005-06-30,96.9111420792579,103.73249811917287,93.73763180869162,100.6589000940128,103.63784212426359,99.54291182173137
2005-07-01,96.46302179597285,103.5823178593197,93.65179328713907,100.15611519502197,104.13104656761811,99.70750570184144
2005-07-04,95.01674191639677,102.24369980076007,95.41953534728215,100.09295262489309,104.22833256214514,99.90484907131683
2005-07-05,95.1199509312366,101.04498805372539,94.35389907007786,99.64341284507495,103.31033477372651,99.86453660015012
2005-07-06,94.15248976190883,101.08583642065108,95.36061487602926,98.7061334029034,104.36370351572842,99.73114732277742
2005-07-07,94.63729371511604,101.47907774021773,95.89145778834897,99.60227948964896,104.36581938116257,99.76971004390319
2005-07-08,93.80867927796989,101.72828453494904,95.5529652607958,99.29541869017183,104.24583971224261,99.72660861376505
2005-07-11,95.31209574202964,101.85098384555408,96.83565390648671,97.63242019885708,104.03865505882497,99.84881672745645
2005-07-12,94.60631158353621,102.58424464308085,95.44311075131615,98.31457963634887,104.20581995882078,99.77524063365334
2005-07-13,94.3398395708251,102.27311292312547,95.07406674607614,96.9364244622625,104.37751846100926,99.83457596955424
2005-07-14,95.1484924309616,102.8443084255418,94.18758512380188,95.63761678094455,104.78564877501151,99.8509495425567
2005-07-15,94.0221230637901,101.86253280142101,94.52695650795282,97.05011534214484,104.40865503879834,99.78843631291797
2005-07-18,94.27393116543324,101.3312141641151,93.71708736128782,95.70029866547983,104.2886562358761,99.8173841297077
2005-07-19,95.55252852763884,100.25854017092364,94.07055131347644,93.1093008509831,105.14967150291304,99.91011086400763
2005-07-20,94.06643621436035,100.11336355832144,93.95853381469182,93.84067701080644,105.25470141553974,99.92378435029488
2005-07-21,94.27797878878188,100.10559833582364,93.62699254228583,93.53185352497478,105.1926092021072,99.93850267527623
2005-07-22,94.56112656947802,100.194191823912,93.94672833092197,93.32053650579938,104.8076297338097,99.85630875000722
2005-07-25,95.34145359653873,100.251449131452,93.77318385656223,93.00155296053579,105.03045012058607,99.97562886516403
2005-07-26,94.20706596389562,99.71500840285647,92.98794396860913,93.29310752389071,105.47504473422728,100.08511675650367
2005-07-27,93.00847544990705,99.6211763759215,95.12395531816244,92.48658434387187,105.85526459488138,100.04903665290368
2005-07-28,93.53259999060587,98.7498689010255,94.78237710436203,94.17238430651693,105.75631466213335,100.04160444016522
2005-07-29,93.84832218598004,99.58080748081967,93.14362193679017,92.55121922389449,105.919835422213,100.18819471958429
2005-08-01,94.12134121048129,99.41944254792378,92.54600148937165,93.07919701875281,106.64111975470641,100.07969251070277
2005-08-02,94.48577516905289,99.14806876808227,91.63997830014455,93.83202012116051,107.10961028450075,100.1451949181189
2005-08-03,93.88297394574053,100.11785267950711,92.27532635906908,93.01309991432466,106.78484912536823,100.09427264365347
2005-08-04,94.13892206933212,99.39427730931781,92.54083504002037,91.90960403547572,105.7134396798261,100.27742012198497
2005-08-05,94.45299566139185,98.74502442874274,92.86433915372297,93.07090478965394,105.84958999395948,100.28879691257447
2005-08-08,93.81819335060666,98.11729934702456,92.6176316100627,92.00300970565436,106.19886237148317,100.42029933781855
2005-08-09,95.6233025882182,98.09696877344989,92.43860807675924,91.36763596032705,105.74774551055874,100.3488930321988
2005-08-10,96.11591110550819,98.3710207901833,92.19236139112947,92.3780162498437,105.75460261882701,100.22869405101203
2005-08-11,95.01567096423436,98.82833047289799,92.1601416000214,92.44888764234585,105.65367670890757,100.21022766760535
2005-08-12,95.67981642841507,100.38535009597535,92.80591721832592,90.50817713955152,105.70832914048134,100.24156664744905
2005-08-15,94.78968116810717,99.05940161471287,93.08369216159284,92.45803921526833,105.48881247883229,100.19539281952912
2005-08-16,95.57692311773866,99.44175541383387,93.48489821430326,91.90402099095371,106.04536226112482,100.27641424032036
2005-08-17,96.72939684505212,99.12972209553254,93.88741748031818,91.49292939349952,106.11875783892528,100.26037595282024
2005-08-18,95.9771875500883,98.8013062394005,94.58244779746785,91.80631682010183,105.75686746729261,100.05691003334285
2005-08-19,96.94504725607699,98.4542716273204,94.82917526960149,92.52991776295339,106.156307288341,100.11724372041961
2005-08-22,97.38499117913915,97.93848474715861,95.13033536098457,94.76643439444751,105.63141891642967,100.0339270916656
2005-08-23,98.22813738215031,98.95317158412215,96.06819966618299,92.92980853029374,106.18616551984046,100.0027616376941
2005-08-24,100.14915608149994,99.47441822965712,95.58711064603321,93.88831031808472,106.61860951897594,100.16320775904481
2005-08-25,99.9436727080808,99.50816327456562,94.96344655485677,94.76233346979357,107.22368549632348,100.34595293289654
2005-08-26,99.2328781881821,100.33812960141529,94.09497755263294,94.63960302742422,107.16655205479483,100.29323564589943
2005-08-29,98.39345114424455,99.45155135083068,94.26104315003788,95.57137107303379,106.96479157551397,100.35621816610427
2005-08-30,97.63305804834175,98.68040281590305,92.90134561194748,96.6827111213285,107.01144770758356,100.30582445456146
2005-08-31,97.59684123379665,97.4187373400852,93.27343708754715,95.125877822804,106.98600906546567,100.28206752892
2005-09-01,97.96954335104991,97.0301815455988,93.21995593521439,97.17837840292852,106.71771004873527,100.22634870624236
2005-09-02,98.28029568329161,97.14379186625095,94.09820169608145,95.41092552978914,106.49229457422578,100.05867576291492
2005-09-05,99.1362720221131,97.223205500407,93.62183136467281,94.15282875965804,106.34697949880405,100.07319084923331
2005-09-06,99.18883004896595,97.32982555722087,93.4977200101647,93.890372137619,105.86102245921039,100.10703786116117
2005-09-07,100.68136705667303,96.52858027694741,94.36919330154761,96.11805100428697,106.15910699813875,100.04489051473398
2005-09-08,100.45543336854254,97.01426811200933,95.44782498158905,95.796682449416,106.14751627194498,100.15878554405637
2005-09-09,103.26679393553067,97.17328487595047,94.95836610309125,95.79350141239456,106.02726475550537,100.12012368215977
2005-09-12,103.95650029203496,97.62114820963916,95.1250930011615,97.4880484976548,105.56795397475686,100.06134921984578
2005-09-13,103.11047328906238,96.53808361552086,95.37801924559881,97.17135566864205,105.08960499692914,100.11905153085607
2005-09-14,102.05297535400553,96.7380223755203,95.69225573938024,95.84044070649327,105.91713290858284,99.96971710791232
2005-09-15,102.58756933610998,96.07027290150772,95.52010679162785,95.39516679935255,105.66228246803637,100.0654018025474
2005-09-16,102.39953186614011,95.86069017756994,96.53328149378969,97.01129516225964,105.93122969321855,100.03016805879332
2005-09-19,103.17454296439408,96.18776656938147,95.11343262637209,97.12781549766504,106.01076493710909,100.13418206046578
2005-09-20,103.70543474067615,96.25960347790587,94.82197299811695,99.43912976129283,104.85095768054673,100.26826435595888
2005-09-21,103.67139496183506,95.78820005680333,95.19092493555308,100.35871473646931,105.6159809329102,100.3374887287352
2005-09-22,102.83834567321864,95.81096576775472,95.56841796296585,99.62002590145896,105.9159685645744,100.26106336280607
2005-09-23,101.33276696970879,94.95356016885911,96.63726971699502,99.71599778280756,105.60179293847551,100.14073895813323
2005-09-26,100.9216702715358,95.63028285151344,97.59734447806856,98.73480375197238,105.60037091243524,100.00223277227872
2005-09-27,101.83039773315305,95.53167157256598,97.40387086798806,97.98028740568142,105.12658024368962,100.11759290382291
2005-09-28,102.08947140902798,96.19420643361354,98.4515867012158,103.42692456898797,105.90791944845944,100.10910328067703
2005-09-29,100.86593024165802,95.90997024995644,97.92017322689398,104.73557229358504,105.53465699629794,100.05413627524476
2005-09-30,101.08118652676504,95.62826980700552,98.68171657614084,105.86047892090662,105.32460581705507,100.04592395351604
2005-10-03,101.51201793166092,95.2098463887724,100.15148269224905,105.10857113361209,105.02819322347644,100.15910196568143
2005-10-04,100.65900538648359,95.73083089542962,101.15999977448718,107.14454766189625,105.0724737873671,100.24214220296777
2005-10-05,100.85419615703081,95.34327706105809,101.27601210202941,108.60547523416075,105.66055079343573,100.29112306924863
2005-10-06,100.95329242319735,95.73188256665847,101.03786549437528,111.12450931620062,106.43017138980272,100.36013566817259
2005-10-07,99.84592578196562,95.53156149600787,99.83977211299603,113.63580574056049,106.2710725292802,100.38323845570683
2005-10-10,100.24389125796367,94.42453083726275,100.11814505751775,111.67574926442907,106.44262991442754,100.41859092836913
2005-10-11,100.84795378543963,94.12079547660227,99.25866309757181,110.2368797460581,106.48815682095791,100.44581058862812
2005-10-12,101.98691155298818,93.47596704142589,98.66044675928916,108.95511940820806,106.08146517768995,100.45082685254279
2005-10-13,103.1085696611272,93.5136843815076,97.75439482107224,107.76562835121739,107.12512680709652,100.53155884809166
2005-10-14,101.7385018273675,92.86671899847138,97.42423694848246,108.22259702171874,107.72143601985252,100.57291418312602
2005-10-17,100.82915635683646,93.40278724351701,97.43166531183569,107.52663110695259,107.81373500678448,100.48940144403828
2005-10-18,101.3903497040475,93.3704329706963,97.67446663659145,110.27306850761587,108.50894008354852,100.54758902457583
2005-10-19,101.9533928041377,93.28964873523373,97.23552490445591,112.86200629032643,109.04721935561908,100.57748094286734
2005-10-20,102.5208561412121,93.67623312834719,98.10029727581242,112.89276096040075,109.09384104742857,100.6440262479871
2005-10-21,106.59041235852098,94.23841962677564,97.96641881920213,115.61344603476842,109.24710047030972,100.6385707938134
2005-10-24,107.24355603810176,94.2459031602019,97.38020689538493,117.73777197768267,109.92087600009637,100.72533248504077
2005-10-25,108.51171384346807,93.82957978214574,97.58592905518822,117.14370177725175,109.51660521416497,100.72418336151654
2005-10-26,109.59570069169533,92.85474014082853,99.16069699912778,114.3931062802864,110.26327842902268,100.80216193009284
2005-10-27,110.35606128248074,92.49180440360084,99.45676436253838,114.13422827038029,110.17505347559214,100.76119704861478
2005-10-28,110.0527027041608,92.16834722841234,99.1982304266559,113.29439893947828,110.86011740936415,100.72722065607435
2005-10-31,110.93551191584096,92.24601745682351,98.02283726528908,113.61525663701215,110.86888608304002,100.79292151233581
2005-11-01,110.12552004989176,92.07359744795514,97.88028852125763,113.77678903393844,111.02980975056414,100.7645247496898
2005-11-02,109.90898569551418,92.47291837566424,98.09384389857081,113.90271991296123,111.02567580728773,100.99208418668894
2005-11-03,109.42057953622614,92.15186546579358,97.81950200292212,114.6608874050076,110.80081320165822,101.05435944335301
2005-11-04,109.55401622173704,92.13875807154953,96.55385031352802,113.04417861848106,110.69225728669383,101.06193107189645
2005-11-07,112.16424969210543,92.81419629089571,95.92785168061519,113.64334900619897,111.3157034664138,101.14988317349108
2005-11-08,110.13332311466095,93.0233518363447,97.07973698650527,113.08498696076515,110.30107625544336,101.10632927991443
2005-11-09,110.93608915334572,93.00844834051873,98.22931356653156,113.39637444809921,109.76676756943333,101.20475511375405
2005-11-10,109.20502769194833,92.69167518845268,97.56429204547162,114.74684311343542,109.45964397190029,101.30046263831676
2005-11-11,108.73435360574501,92.35864156805555,98.12023560537398,113.11279879976475,108.9994192196011,101.43259734376872
2005-11-14,109.96886614640735,91.90685300758112,97.22861277930645,112.77109051522771,109.67072553787882,101.39296426293465
2005-11-15,110.08360151365808,91.62732688741234,98.35659200439585,112.6502184027543,110.23485996399796,101.27412705779881
2005-11-16,108.94712176628396,92.06211853649013,98.57931527233788,111.99636080898937,110.5072696570119,101.2174137712844
2005-11-17,108.21387641493676,91.9580248274471,99.36089117857664,113.25187629406432,110.23672415791334,101.19397144459106
2005-11-18,108.9953895367071,91.23454266327617,98.03630218683593,112.31637564492199,110.83806904519832,101.36789219291695
2005-11-21,108.24551316365954,92.22604721328027,98.59878483770677,111.60935435781376,110.14721387800431,101.59571997262123
2005-11-22,108.5234743553325,92.42175452770567,98.62231405333752,110.70132813508921,111.10611210723853,101.63582388683862
2005-11-23,108.61637963377477,91.66317607987274,99.32655700385197,112.20084252398567,110.81334290688672,101.64186027946648
2005-11-24,107.95410876821538,91.4387761838957,100.08621052242673,111.57881172624738,110.70832603887149,101.61138166028142
2005-11-25,110.33769955158692,91.517934073426,100.1689436833911,112.23576658169527,110.52941383863926,101.70029903720797
2005-11-28,111.08379752195432,92.4772350293505,99.71853428241137,114.96873004581897,110.06699704839498,101.92821844708753
2005-11-29,108.90036953304003,91.8827981439649,100.37258675370116,114.90576500443616,110.92892678069998,102.11551532973064
2005-11-30,109.14725855856587,92.44095126781846,100.35439727638973,116.49019261028843,111.2906531070632,102.2368982594919
2005-12-01,108.4707012288787,93.23908442489267,99.68603670499836,118.89174044322404,111.84423648618373,102.35692347016546
2005-12-02,109.44306230880869,92.90663542587832,98.98461125647195,120.40844042184101,111.30926302542079,102.44727384832441
2005-12-05,108.62257162139186,92.77061927500165,97.85111422682327,120.42630845857612,111.40099195215696,102.44755141466146
2005-12-06,108.54142130493881,92.21401555515837,97.48170814086545,121.40029527913867,111.6445704074801,102.37724036905753
2005-12-07,109.13457307621964,92.11993457084263,98.37495880276796,119.58109587619037,111.7767270044859,102.38022838565357
2005-12-08,110.12755534611907,92.11813457908814,98.54456933102949,118.50844808491581,111.27024465508238,102.4285980445488
2005-12-09,108.8571338586055,92.50194994980328,98.15725001815835,117.69283622438498,111.76113594050767,102.28492664674569
2005-12-12,108.53701985530373,93.12762140888802,98.82095053420186,120.94253230539749,111.82666956144318,102.27439688097708
2005-12-13,108.06596832743844,92.72909166410437,98.19446205732578,119.81087753113218,111.41146317057229,102.19506964765435
2005-12-14,107.40519657774124,91.65928687025267,98.29887882445996,118.66860282195574,110.59879799968904,102.30384681976115
2005-12-15,109.36195932869578,91.66593528082376,98.18717229377192,117.23233162466006,110.87859755937394,102.25273749887445
2005-12-16,109.84968438532638,91.84588922865306,98.83073342720893,118.0638343599069,111.98195139205424,102.29141887777811
2005-12-19,108.51670086311177,92.00183858950696,97.62082060040468,118.3074688784233,111.53926628886799,102.22494898544426
2005-12-20,109.56113518076992,91.84005413616865,96.9881896132124,119.90239199879287,111.62650046615575,102.39352380715519
2005-12-21,111.95581310281754,91.9272069107345,95.75408106611467,120.91443271312583,112.13465997024316,102.22463642183719
2005-12-22,113.16296186073383,92.78543745304593,95.58409878082928,118.96965369388452,111.57777274784348,102.27840439862364
