dates,Contagion_Index
2005-06-07,0.29867430622753915
2005-06-08,0.30301151049705133
2005-06-09,0.4231621056242643
2005-06-10,0.29038195176094383
2005-06-13,0.3150773671166806
2005-06-14,0.2982644115147378
2005-06-15,0.24156609811902338
2005-06-16,0.35714114072575104
2005-06-17,0.3375966516343387
2005-06-20,0.33955159735215235
2005-06-21,0.25453062726026304
2005-06-22,0.37013971554680497
2005-06-23,0.22990744686038594
2005-06-24,0.3293428546900135
2005-06-27,0.4095227812904989
2005-06-28,0.25047318374346556
2005-06-29,0.2716851135198614
2005-06-30,0.304982568254382
2005-07-01,0.27482621729419004
2005-07-04,0.22246682844669335
2005-07-05,0.30342814874030133
2005-07-06,0.24688481431369474
2005-07-07,0.32367962153175905
2005-07-08,0.2540287882883098
2005-07-11,0.377496720250877
2005-07-12,0.26083733538318815
2005-07-13,0.28389692418971624
2005-07-14,0.34067586086848345
2005-07-15,0.23845678417830224
2005-07-18,0.31137299673020646
2005-07-19,0.36535713771412137
2005-07-20,0.2196258382719386
2005-07-21,0.3092316929266152
2005-07-22,0.3129941397124212
2005-07-25,0.3390911435888655
2005-07-26,0.2381524644560959
2005-07-27,0.23397716934578616
2005-07-28,0.3260970782808449
2005-07-29,0.3148492336616593
2005-08-01,0.31252464251729384
2005-08-02,0.31732241047484877
2005-08-03,0.26599876392107547
2005-08-04,0.31161268485805016
2005-08-05,0.31465362366493405
2005-08-08,0.2642824290986816
2005-08-09,0.3932887255572378
2005-08-10,0.32369164604558937
2005-08-11,0.24043482513986755
2005-08-12,0.3328276804316915
2005-08-15,0.25126591648863394
2005-08-16,0.3393542301871226
2005-08-17,0.3579297789503702
2005-08-18,0.25896588408241444
2005-08-19,0.3481688064622161
2005-08-22,0.3206390463468249
2005-08-23,0.3411030079997245
2005-08-24,0.39483964913269737
2005-08-25,0.28773059419985647
2005-08-26,0.26231319178212553
2005-08-29,0.25552427851872384
2005-08-30,0.2592094857517281
2005-08-31,0.29614491452929476
2005-09-01,0.31705759874083217
2005-09-02,0.31383453996650096
2005-09-05,0.3413591624518012
2005-09-06,0.30065009459389536
2005-09-07,0.37267670385786583
2005-09-08,0.2867671583381022
2005-09-09,0.43600845832948093
2005-09-12,0.3312833673882503
2005-09-13,0.25714212217918586
2005-09-14,0.24645537509694437
2005-09-15,0.3241236207621593
2005-09-16,0.28882686073370745
2005-09-19,0.3357000247046046
2005-09-20,0.32366188122867723
2005-09-21,0.29635855436715636
2005-09-22,0.25766031409657975
2005-09-23,0.22425763876570676
2005-09-26,0.27767425239664895
2005-09-27,0.34281993971617364
2005-09-28,0.3107046872065102
2005-09-29,0.2377130610644006
2005-09-30,0.3086590462925591
2005-10-03,0.3192658689864418
2005-10-04,0.25580712818994333
2005-10-05,0.3076862552972764
2005-10-06,0.3029104359223
2005-10-07,0.24285148510846882
2005-10-10,0.31788936801741413
2005-10-11,0.3280392263184117
2005-10-12,0.35415256215876384
2005-10-13,0.35269010260174516
2005-10-14,0.23111653160214543
2005-10-17,0.2531087480042439
2005-10-18,0.325751763360433
2005-10-19,0.32568929754561043
2005-10-20,0.3257523843153024
2005-10-21,0.49263657453273607
2005-10-24,0.32854452553465835
2005-10-25,0.35677828200902995
2005-10-26,0.34770008817466014
2005-10-27,0.3325695625652899
2005-10-28,0.2842365377679827
2005-10-31,0.33794846102466336
2005-11-01,0.26135873927312137
2005-11-02,0.28815906966299953
2005-11-03,0.2757318226085448
2005-11-04,0.3040937069693161
2005-11-07,0.4157329283336754
2005-11-08,0.20663674037041257
2005-11-09,0.33431300951872567
2005-11-10,0.2193642064405174
2005-11-11,0.2764034067105283
2005-11-14,0.3544475298483683
2005-11-15,0.30321400095477313
2005-11-16,0.2461127611035347
2005-11-17,0.2642348145370016
2005-11-18,0.3339798874467338
2005-11-21,0.26348166841414317
2005-11-22,0.31082292947909873
2005-11-23,0.3022785919951907
2005-11-24,0.2674199826197091
2005-11-25,0.4071972044662663
2005-11-28,0.33169595111590056
2005-11-29,0.19874287066711963
2005-11-30,0.30932271573847137
2005-12-01,0.2669106767615806
2005-12-02,0.3426216667398112
2005-12-05,0.26037396307836497
2005-12-06,0.294263177926655
2005-12-07,0.3252493639490228
2005-12-08,0.34328775970850606
2005-12-09,0.23998517964721117
2005-12-12,0.2832749382079526
2005-12-13,0.2762527344419522
2005-12-14,0.2673335383713144
2005-12-15,0.38827271201405483
2005-12-16,0.32024908554804776
2005-12-19,0.23695580228324772
2005-12-20,0.34589309735273877
2005-12-21,0.40610780985063166
2005-12-22,0.3516232630275573
2005-12-23,0.2240315017022993
2005-12-26,0.27578829635668745
2005-12-27,0.3633455574593311
2005-12-28,0.26461652671906094
2005-12-29,0.3221909714073114
2005-12-30,0.33873170267146685
2006-01-02,0.2536534764210958
2006-01-03,0.29702373219691
2006-01-04,0.13793663299654635
2006-01-05,0.24878061793328549
2006-01-06,0.287371592430342
2006-01-09,0.23761084090175752
2006-01-10,0.3816205651965818
2006-01-11,0.22849293110196833
2006-01-12,0.2779977756651508
2006-01-13,0.30653702886430456
2006-01-16,0.37206366445330574
2006-01-17,0.22820689244102801
2006-01-18,0.358158187607748
2006-01-19,0.3005116530509793
2006-01-20,0.25092456744760244
2006-01-23,0.32310517371316355
2006-01-24,0.3099529847786735
2006-01-25,0.26998915614206026
2006-01-26,0.30349010424950096
2006-01-27,0.28073432015691197
2006-01-30,0.3056758672625624
2006-01-31,0.3331065337260523
2006-02-01,0.3793008408072676
2006-02-02,0.23810922505865753
2006-02-03,0.40665166873281333
2006-02-06,0.2023956100238749
2006-02-07,0.2924107452482208
2006-02-08,0.3294158603242288
2006-02-09,0.31404959338675165
2006-02-10,0.2688650240089703
2006-02-13,0.2895938874821362
2006-02-14,0.27534995326705836
2006-02-15,0.2705317621527894
2006-02-16,0.34248010485105124
2006-02-17,0.31785077429825237
2006-02-20,0.26535452023696726
2006-02-21,0.34497999377166255
2006-02-22,0.31536497604383046
2006-02-23,0.340643105941948
2006-02-24,0.3314814420961806
2006-02-27,0.2585502494538964
2006-02-28,0.2719909479901515
2006-03-01,0.33736468025616306
2006-03-02,0.33051851327167325
2006-03-03,0.2989549203017926
2006-03-06,0.3058663691654391
2006-03-07,0.36388324478942125
2006-03-08,0.2704214305582085
2006-03-09,0.32735486905850186
2006-03-10,0.2898903673783053
2006-03-13,0.289115939838639
2006-03-14,0.3549388425993595
2006-03-15,0.34127081744940146
2006-03-16,0.34067548180003193
2006-03-17,0.36527394035771643
2006-03-20,0.30105019208163797
2006-03-21,0.33409764856474816
2006-03-22,0.2844866621703272
2006-03-23,0.3162083176244221
2006-03-24,0.29349284728161573
2006-03-27,0.3048497982496359
2006-03-28,0.32975785127184565
2006-03-29,0.25908896583832636
2006-03-30,0.404619363784273
2006-03-31,0.2496991309250149
2006-04-03,0.23929056936061338
2006-04-04,0.3579055436750034
2006-04-05,0.33958313469814677
2006-04-06,0.33120599085260777
2006-04-07,0.331417275463214
2006-04-10,0.29938766135765427
2006-04-11,0.2551372814257084
2006-04-12,0.3037902279096863
2006-04-13,0.2661419144243944
2006-04-14,0.34875598667088753
2006-04-17,0.29264713092489303
2006-04-18,0.2587251401603744
2006-04-19,0.2839307079173503
2006-04-20,0.3206465727137812
2006-04-21,0.27181377235980125
2006-04-24,0.2588889802216784
2006-04-25,0.3121843605745956
2006-04-26,0.3122483285554361
2006-04-27,0.2746528412314435
2006-04-28,0.27644808471908383
2006-05-01,0.31160249686788183
2006-05-02,0.22759578292513377
2006-05-03,0.22962681128117224
2006-05-04,0.2640777889373782
2006-05-05,0.2893276424144076
2006-05-08,0.3155453782799002
2006-05-09,0.37376781084747757
2006-05-10,0.34288298116010096
2006-05-11,0.29200307350182864
2006-05-12,0.29904918960486554
2006-05-15,0.24987353176810956
2006-05-16,0.2990743432003805
2006-05-17,0.28556706805399307
2006-05-18,0.3161359280169045
2006-05-19,0.25863845282238385
2006-05-22,0.3259673257120586
2006-05-23,0.3766369456501289
2006-05-24,0.2945619925771571
2006-05-25,0.3200855861049471
2006-05-26,0.33450719958555564
2006-05-29,0.2799389764057082
2006-05-30,0.31120462409052085
2006-05-31,0.3006296200390897
2006-06-01,0.30488380492744155
2006-06-02,0.2613495108072267
2006-06-05,0.3012255087129471
2006-06-06,0.32489991456227246
2006-06-07,0.37255718038975205
2006-06-08,0.3479635413042603
2006-06-09,0.4076591228755778
2006-06-12,0.2616326218555975
2006-06-13,0.3436160318360339
2006-06-14,0.3091671002869176
2006-06-15,0.4094901466608836
2006-06-16,0.2595850857322424
2006-06-19,0.2580139078909612
2006-06-20,0.27003036772779887
2006-06-21,0.19380521378450966
2006-06-22,0.2737122489159619
2006-06-23,0.2620433669223151
2006-06-26,0.30751968932381035
2006-06-27,0.31708779878885796
2006-06-28,0.3938085419607943
2006-06-29,0.34752119190930253
2006-06-30,0.27115481721687984
2006-07-03,0.2550792664325821
2006-07-04,0.3245959585753253
2006-07-05,0.23398833964896787
2006-07-06,0.39157293829271766
2006-07-07,0.35897200603606433
2006-07-10,0.2765412173947647
2006-07-11,0.21434327354545613
2006-07-12,0.36769361870827066
2006-07-13,0.2942730077373691
2006-07-14,0.3618908155986731
2006-07-17,0.22027861706028162
2006-07-18,0.27003124885231133
2006-07-19,0.3002621849859091
2006-07-20,0.30234902968823707
2006-07-21,0.2774967264260378
2006-07-24,0.33114249661737494
2006-07-25,0.24661897853087028
2006-07-26,0.2928810257489353
2006-07-27,0.3060147815855949
2006-07-28,0.32572194170293745
2006-07-31,0.3355807439044445
2006-08-01,0.24376789540810653
2006-08-02,0.22329429146321889
2006-08-03,0.36388384109492544
2006-08-04,0.3166157005989796
2006-08-07,0.2625756731721723
2006-08-08,0.37755759877612616
2006-08-09,0.3057837317146429
2006-08-10,0.3589648592031913
2006-08-11,0.30337592407050545
2006-08-14,0.40303739624409934
2006-08-15,0.38776704212216023
2006-08-16,0.2875517925760463
2006-08-17,0.3485785475477178
2006-08-18,0.33226879747925736
2006-08-21,0.3684315778766174
2006-08-22,0.25175382697099474
2006-08-23,0.33430257299992194
2006-08-24,0.3529212243424794
2006-08-25,0.21206302567884427
2006-08-28,0.24083707436671123
2006-08-29,0.19803839111199495
2006-08-30,0.2865296582777721
2006-08-31,0.3358771127897981
2006-09-01,0.3751178526048014
2006-09-04,0.30370473902098877
2006-09-05,0.38143077727856456
2006-09-06,0.2309949270892554
2006-09-07,0.21483087803224227
2006-09-08,0.29722261505516906
2006-09-11,0.31920327244696534
2006-09-12,0.29836526259529533
2006-09-13,0.19662789499800615
2006-09-14,0.29554399802436054
2006-09-15,0.23477652497475732
2006-09-18,0.3334836274415019
2006-09-19,0.3183299123048424
2006-09-20,0.2530060106836322
2006-09-21,0.2743066541331653
2006-09-22,0.24703932390555242
2006-09-25,0.2968660451363414
2006-09-26,0.3477571160250619
2006-09-27,0.2507136976832228
2006-09-28,0.3252023257758922
2006-09-29,0.27348711908137796
2006-10-02,0.26035635838688276
2006-10-03,0.2946484820022721
2006-10-04,0.24823788387903128
2006-10-05,0.27231753473264086
2006-10-06,0.24010610537055757
2006-10-09,0.39823625664581946
2006-10-10,0.3017631775985864
2006-10-11,0.2650137246003707
2006-10-12,0.3106989955367111
2006-10-13,0.2943835975154585
2006-10-16,0.28895152002333885
2006-10-17,0.3307083350021712
2006-10-18,0.33787538550236523
2006-10-19,0.27347494261947364
2006-10-20,0.271209087967766
2006-10-23,0.2862474151424178
2006-10-24,0.18490394176322072
2006-10-25,0.2242404468900724
2006-10-26,0.3683437133722262
2006-10-27,0.3822483856750642
2006-10-30,0.28754819802218107
2006-10-31,0.3288278481527883
2006-11-01,0.3155625077271768
2006-11-02,0.4539440404227619
2006-11-03,0.3559787455717288
2006-11-06,0.2936041204259617
2006-11-07,0.2522229779699787
2006-11-08,0.21967768398712134
2006-11-09,0.3101731817933611
2006-11-10,0.2621824627357848
2006-11-13,0.2288873145201163
2006-11-14,0.26767135578787365
2006-11-15,0.24592259981928025
2006-11-16,0.38435708175362826
2006-11-17,0.3440819878474725
2006-11-20,0.29960136793416914
2006-11-21,0.3739972069445013
2006-11-22,0.3038684153823809
2006-11-23,0.2569357899335868
2006-11-24,0.37615620386348286
2006-11-27,0.3269455021842329
2006-11-28,0.24813769228367716
2006-11-29,0.2904830660958196
2006-11-30,0.25621908733076215
2006-12-01,0.2308600134517832
2006-12-04,0.34630887737658206
2006-12-05,0.3954708320235065
2006-12-06,0.2300716213090429
2006-12-07,0.3281484618345285
2006-12-08,0.26746787154390866
2006-12-11,0.2756437308117652
2006-12-12,0.27038030378805655
2006-12-13,0.2568004615160092
2006-12-14,0.30242608139724136
2006-12-15,0.2584524941794481
2006-12-18,0.31352284128899194
2006-12-19,0.29748809452754316
2006-12-20,0.2880525976566795
2006-12-21,0.2546218168979201
2006-12-22,0.27116143347158334
2006-12-25,0.33776956129128777
2006-12-26,0.32504585938121905
2006-12-27,0.2511222377600724
2006-12-28,0.3049666152714613
2006-12-29,0.33756935616858946
2007-01-01,0.21652973594393138
2007-01-02,0.3271680096189967
2007-01-03,0.2668688120527076
2007-01-04,0.32852993342965797
2007-01-05,0.2618370421728741
2007-01-08,0.20975589496677405
2007-01-09,0.21862287810584186
2007-01-10,0.3024042473330691
2007-01-11,0.3129861250860741
2007-01-12,0.25478416874477955
2007-01-15,0.3319296229388687
2007-01-16,0.216923996886552
2007-01-17,0.2966960100676342
2007-01-18,0.23944919001187714
2007-01-19,0.267408194609892
2007-01-22,0.3023699335658207
2007-01-23,0.25697933173580234
2007-01-24,0.2807722227885087
2007-01-25,0.350314640460722
2007-01-26,0.27115540652384257
2007-01-29,0.3417846056032571
2007-01-30,0.24351465726711907
2007-01-31,0.32649020889576413
2007-02-01,0.372078431032895
2007-02-02,0.17641777499363553
2007-02-05,0.26015523722647615
2007-02-06,0.328853606359027
2007-02-07,0.28984773069785036
2007-02-08,0.31855729366856544
2007-02-09,0.26980074066420895
2007-02-12,0.304329489373645
2007-02-13,0.292216138230396
2007-02-14,0.3583891030829904
2007-02-15,0.31272104216506064
2007-02-16,0.3168801331037601
2007-02-19,0.2794061516938766
2007-02-20,0.27561968879637533
2007-02-21,0.27837209060901896
2007-02-22,0.3197226071189148
2007-02-23,0.2789507759589868
2007-02-26,0.31448874284482065
2007-02-27,0.40377003993227195
2007-02-28,0.3435562351715846
2007-03-01,0.28369882339160796
2007-03-02,0.36006069610819724
2007-03-05,0.2795962313489224
2007-03-06,0.19809377324110727
2007-03-07,0.24959568445412977
2007-03-08,0.20646040394870718
2007-03-09,0.28242432579793453
2007-03-12,0.3009209189594776
2007-03-13,0.38382186561376413
2007-03-14,0.31634636868820815
2007-03-15,0.2890449735595568
2007-03-16,0.34147027905917443
2007-03-19,0.1894432345496057
2007-03-20,0.31178072790542827
2007-03-21,0.33854325969434834
2007-03-22,0.2260706877110079
2007-03-23,0.35718770216034645
2007-03-26,0.3169248203747207
2007-03-27,0.2792356043049599
2007-03-28,0.3316390933053142
2007-03-29,0.4135346428902198
2007-03-30,0.30909331275292473
2007-04-02,0.3124110293150168
2007-04-03,0.2770319550229878
2007-04-04,0.2575077815267604
2007-04-05,0.34151679082721226
2007-04-06,0.2571958087045566
2007-04-09,0.3035783118609696
2007-04-10,0.2761171276617442
2007-04-11,0.3239489912873196
2007-04-12,0.3166831052643474
2007-04-13,0.35187699721289495
2007-04-16,0.27449918005726265
2007-04-17,0.2865062532353314
2007-04-18,0.25106181421088464
2007-04-19,0.2777853369961944
2007-04-20,0.3188650246522426
2007-04-23,0.3378494308322676
2007-04-24,0.25389173379111873
2007-04-25,0.343480296005283
2007-04-26,0.36778189294024755
2007-04-27,0.320671745161185
2007-04-30,0.3938397906279033
2007-05-01,0.26131054004482135
2007-05-02,0.23776726483442914
2007-05-03,0.21106398755478606
2007-05-04,0.37480221557445914
2007-05-07,0.3327182828177029
2007-05-08,0.29722076645447726
2007-05-09,0.313998431315991
2007-05-10,0.24372554763508117
2007-05-11,0.42228759898084134
2007-05-14,0.30646105909876137
2007-05-15,0.30546973973024466
2007-05-16,0.33628833119493456
2007-05-17,0.32405046158683565
2007-05-18,0.3111942012139566
2007-05-21,0.26047627722773437
2007-05-22,0.32357341785679977
2007-05-23,0.39410122482375165
2007-05-24,0.3672710023077489
2007-05-25,0.37965933133196983
2007-05-28,0.27443921617844075
2007-05-29,0.25051975898707096
2007-05-30,0.29371065399501756
2007-05-31,0.30278624561443473
2007-06-01,0.3547095759235474
2007-06-04,0.21537676851425902
2007-06-05,0.3764775159730307
2007-06-06,0.29209960507105054
2007-06-07,0.278655946502629
2007-06-08,0.2493947812369916
2007-06-11,0.2172571664067115
2007-06-12,0.34115852919809575
2007-06-13,0.3036658983594202
2007-06-14,0.2355019550129473
2007-06-15,0.2352460613968192
2007-06-18,0.2832107650354936
2007-06-19,0.3834510762644696
2007-06-20,0.28702043243181974
2007-06-21,0.22484285234409468
2007-06-22,0.28771284679570275
2007-06-25,0.28636382151261647
2007-06-26,0.1651556678529214
2007-06-27,0.2972852566741094
2007-06-28,0.28845327348956606
2007-06-29,0.3348103182406709
2007-07-02,0.39244780474726726
2007-07-03,0.3563282514773879
2007-07-04,0.28655556547225847
2007-07-05,0.24467370456291648
2007-07-06,0.428667990162493
2007-07-09,0.3029609217007244
2007-07-10,0.3006964645956473
2007-07-11,0.29879374564449984
2007-07-12,0.30990423803839273
2007-07-13,0.29278197940380285
2007-07-16,0.27131689965598815
2007-07-17,0.27265705293798037
2007-07-18,0.2983623364892001
2007-07-19,0.27282876144331175
2007-07-20,0.2643577108661418
2007-07-23,0.30532151138459485
2007-07-24,0.2872511391289572
2007-07-25,0.3751996494291344
2007-07-26,0.16745150958034938
2007-07-27,0.3545753425961231
2007-07-30,0.36230425962488144
2007-07-31,0.1963304883795925
2007-08-01,0.28286562029598256
2007-08-02,0.2814279567002104
2007-08-03,0.22962441526410893
2007-08-06,0.2611091656204562
2007-08-07,0.24447120772670855
2007-08-08,0.3876135221711811
2007-08-09,0.34678391965737304
2007-08-10,0.36357775474970794
2007-08-13,0.33608360320216174
2007-08-14,0.24354741143913852
2007-08-15,0.27377398668601133
2007-08-16,0.3244687280613959
2007-08-17,0.23889360955540273
2007-08-20,0.3356499215086194
2007-08-21,0.2879837300920932
2007-08-22,0.2812589596225201
2007-08-23,0.3355479984101746
2007-08-24,0.32221316557430196
2007-08-27,0.281951691709046
2007-08-28,0.3579664901682124
2007-08-29,0.24594683362000513
2007-08-30,0.33079678034721316
2007-08-31,0.32965506289841917
2007-09-03,0.2845226780343005
2007-09-04,0.3163066511121059
2007-09-05,0.23744432118073483
2007-09-06,0.34620135096034504
2007-09-07,0.2907548931778505
2007-09-10,0.27386384897404803
2007-09-11,0.35245046129184443
2007-09-12,0.26478281547286203
2007-09-13,0.22957693518182198
2007-09-14,0.2221685413238048
2007-09-17,0.33030049756728197
2007-09-18,0.23597853237518585
2007-09-19,0.38773970909921823
2007-09-20,0.19590352960581386
2007-09-21,0.3848228184145019
2007-09-24,0.31055087336013093
2007-09-25,0.2951643444064804
2007-09-26,0.2727540456595525
2007-09-27,0.31995680571760354
2007-09-28,0.2981182648787576
2007-10-01,0.3551650941008261
2007-10-02,0.305711382433102
2007-10-03,0.30751508807309386
2007-10-04,0.2818193893893072
2007-10-05,0.2971527188139466
2007-10-08,0.3153900884446029
2007-10-09,0.2144915803671687
2007-10-10,0.23259072889471433
2007-10-11,0.33716320470113575
2007-10-12,0.3085432719063971
2007-10-15,0.29080083318236605
2007-10-16,0.3009216966532696
2007-10-17,0.31737908526808356
2007-10-18,0.2730120159845319
2007-10-19,0.2610847637298844
2007-10-22,0.3097922627548841
2007-10-23,0.2510813611192484
2007-10-24,0.3204126377857236
2007-10-25,0.21487081978810796
2007-10-26,0.3514577818662822
2007-10-29,0.32362987412065214
2007-10-30,0.31280148671569374
2007-10-31,0.3491345491972757
2007-11-01,0.38327372222312883
2007-11-02,0.35071850325090653
2007-11-05,0.20795628843341774
2007-11-06,0.2360211516632149
2007-11-07,0.268759071115216
2007-11-08,0.30130455251054167
2007-11-09,0.32588295102345616
2007-11-12,0.2637128093423267
2007-11-13,0.3093383382238539
2007-11-14,0.2622308533823339
2007-11-15,0.26942410985040255
2007-11-16,0.22966694515758887
2007-11-19,0.25383833769445474
2007-11-20,0.23241576971918332
2007-11-21,0.25120633735113335
2007-11-22,0.35268208983039195
2007-11-23,0.25253005555840286
2007-11-26,0.43161910324186953
2007-11-27,0.3246658950440445
2007-11-28,0.3092418061847437
2007-11-29,0.2570821109909393
2007-11-30,0.33501549397044955
2007-12-03,0.2712181086881113
2007-12-04,0.3061004907322681
2007-12-05,0.42800422691343976
2007-12-06,0.2951970050137675
2007-12-07,0.3574636663142838
2007-12-10,0.2648411787437056
2007-12-11,0.2982505754751519
2007-12-12,0.3885400317817755
2007-12-13,0.2686516471106116
2007-12-14,0.3906224278998464
2007-12-17,0.33538759677277374
2007-12-18,0.2718766612052866
2007-12-19,0.331620386952776
2007-12-20,0.3486277224813365
2007-12-21,0.33109049811085983
2007-12-24,0.22148876400547718
2007-12-25,0.26364314120875654
2007-12-26,0.28762406822242476
2007-12-27,0.2962783285449977
2007-12-28,0.33103360487753386
2007-12-31,0.30888505004666267
2008-01-01,0.5825319161374893
2008-01-02,0.6676198298854139
2008-01-03,0.6106341474648036
2008-01-04,0.9064670263150615
2008-01-07,0.7553840727396604
2008-01-08,0.71921080214796
2008-01-09,0.630079795816176
2008-01-10,0.9900575046598454
2008-01-11,0.509619150101911
2008-01-14,0.678596118396022
2008-01-15,0.7519680679867615
2008-01-16,0.7736002384341965
2008-01-17,0.7319557767305529
2008-01-18,0.8267080237565133
2008-01-21,0.8032734082127164
2008-01-22,0.5924191623105005
2008-01-23,0.7083805223564531
2008-01-24,0.7321991560579115
2008-01-25,0.9083104111253697
2008-01-28,0.6071336424563702
2008-01-29,0.7944554141116541
2008-01-30,0.7227974758016908
2008-01-31,0.7606692890876959
2008-02-01,0.6680757169647911
2008-02-04,0.6002981308139355
2008-02-05,0.7861939665218188
2008-02-06,0.7415056716273882
2008-02-07,0.8599935028526482
2008-02-08,0.6539391713511613
2008-02-11,0.6306742154599472
2008-02-12,0.5221347475839071
2008-02-13,0.8542862210316273
2008-02-14,0.7522166870699774
2008-02-15,0.6550139636870358
2008-02-18,0.571864614018489
2008-02-19,0.6666766320983188
2008-02-20,0.59618309658293
2008-02-21,0.6223459598032579
2008-02-22,0.6398909830726323
2008-02-25,0.6328876763061877
2008-02-26,0.6965976221763227
2008-02-27,0.6522444140942877
2008-02-28,0.8841170950349653
2008-02-29,0.8029789470328845
2008-03-03,0.6947672817038865
2008-03-04,0.8062207469518966
2008-03-05,0.7156035076244661
2008-03-06,0.7980992446225549
2008-03-07,0.6040502668909669
2008-03-10,0.7419881528465287
2008-03-11,0.5992768722550966
2008-03-12,0.5162067212455352
2008-03-13,0.7340237776762433
2008-03-14,0.8273415980429037
2008-03-17,0.9705016339798945
2008-03-18,0.6575524981316825
2008-03-19,0.7199742664711393
2008-03-20,0.7082359955444759
2008-03-21,0.7676364288411277
2008-03-24,0.5504778593942532
2008-03-25,0.6074639970384738
2008-03-26,0.5662764166052368
2008-03-27,0.7270168918760109
2008-03-28,0.6442144837568173
2008-03-31,0.7905279975917494
2008-04-01,0.8171478940211823
2008-04-02,0.8827227611200803
2008-04-03,0.829991764753521
2008-04-04,0.7150328151954435
2008-04-07,0.547153302644745
2008-04-08,0.8085637953958213
2008-04-09,0.6076150200740744
2008-04-10,0.8504926765239347
2008-04-11,0.9283986340550033
2008-04-14,0.7171314863855661
2008-04-15,0.5087663400283235
2008-04-16,0.631749561168341
2008-04-17,0.804663294474465
2008-04-18,0.7147343223234939
2008-04-21,0.7181035045367816
2008-04-22,0.7000952358664994
2008-04-23,0.8470075462745354
2008-04-24,0.8176738648933222
2008-04-25,0.6484937283537342
2008-04-28,0.649348077429965
2008-04-29,0.8000831520653796
2008-04-30,0.7720797926061307
2008-05-01,0.7071972135718626
2008-05-02,0.9087214582376316
2008-05-05,0.6782492271123192
2008-05-06,0.574918920339638
2008-05-07,0.5551369687089391
2008-05-08,0.5655794143719275
2008-05-09,0.6711026496959415
2008-05-12,0.9131003210095088
